Jahr;Monat;Herkunftsland_24Auspr;Herkunftsland_05Auspr;Herkunftsland_D/A;Tourismus_Ankünfte;Tourismus_Übernachtungen
2023;08;Großbritannien;Europa ohne Deutschland;Ausland;1827;3814
2023;08;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;7050;14516
2023;08;afrikanische Länder;Sonst. Ausland;Ausland;182;479
2023;08;USA;Amerika;Ausland;2714;5709
2023;08;Kanada;Amerika;Ausland;381;939
2023;08;amerik. Länder (o.USA, Kanada);Amerika;Ausland;833;1564
2023;08;China;Asien;Ausland;743;1312
2023;08;Japan;Asien;Ausland;591;1975
2023;08;asiatische Länder (o.China, Japan);Asien;Ausland;2167;5071
2023;08;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;663;1445
2023;08;Ausländer ohne Angabe;Sonst. Ausland;Ausland;719;1286
2023;09;Deutschland;Deutschland;Deutschland;173695;359664
2023;09;Belgien;Europa ohne Deutschland;Ausland;755;1652
2023;09;Dänemark;Europa ohne Deutschland;Ausland;943;2521
2023;09;Frankreich;Europa ohne Deutschland;Ausland;1021;2226
2023;09;Italien;Europa ohne Deutschland;Ausland;807;1840
2023;09;Niederlande;Europa ohne Deutschland;Ausland;2573;5646
2023;09;Österreich;Europa ohne Deutschland;Ausland;2999;6379
2023;09;Polen;Europa ohne Deutschland;Ausland;3514;6709
2023;09;Schweden;Europa ohne Deutschland;Ausland;677;1227
2023;09;Schweiz;Europa ohne Deutschland;Ausland;2431;5929
2023;09;Russland;Europa ohne Deutschland;Ausland;154;346
2023;09;Spanien;Europa ohne Deutschland;Ausland;942;2316
2023;09;Tschechische Republik;Europa ohne Deutschland;Ausland;2430;4112
2023;09;Großbritannien;Europa ohne Deutschland;Ausland;1864;4229
2023;09;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;5980;12158
2023;09;afrikanische Länder;Sonst. Ausland;Ausland;191;480
2023;09;USA;Amerika;Ausland;4019;8261
2023;09;Kanada;Amerika;Ausland;466;1084
2023;09;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1295;2572
2023;09;China;Asien;Ausland;798;1467
2023;09;Japan;Asien;Ausland;562;1566
2023;09;asiatische Länder (o.China, Japan);Asien;Ausland;2523;5172
2023;09;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;628;1376
2023;09;Ausländer ohne Angabe;Sonst. Ausland;Ausland;466;794
2023;10;Deutschland;Deutschland;Deutschland;158210;358751
2023;10;Belgien;Europa ohne Deutschland;Ausland;421;910
2023;10;Dänemark;Europa ohne Deutschland;Ausland;696;1862
2023;10;Frankreich;Europa ohne Deutschland;Ausland;905;2039
2023;10;Italien;Europa ohne Deutschland;Ausland;771;1586
2023;10;Niederlande;Europa ohne Deutschland;Ausland;2093;4809
2023;10;Österreich;Europa ohne Deutschland;Ausland;2544;5702
2023;10;Polen;Europa ohne Deutschland;Ausland;2905;6146
2023;10;Schweden;Europa ohne Deutschland;Ausland;470;917
2023;10;Schweiz;Europa ohne Deutschland;Ausland;2375;6074
2023;10;Russland;Europa ohne Deutschland;Ausland;130;365
2023;10;Spanien;Europa ohne Deutschland;Ausland;786;2194
2023;10;Tschechische Republik;Europa ohne Deutschland;Ausland;2607;4071
2023;10;Großbritannien;Europa ohne Deutschland;Ausland;1365;2751
2023;10;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;5627;12004
2023;10;afrikanische Länder;Sonst. Ausland;Ausland;192;433
2023;10;USA;Amerika;Ausland;3059;6707
2023;10;Kanada;Amerika;Ausland;425;1116
2023;10;amerik. Länder (o.USA, Kanada);Amerika;Ausland;959;1865
2023;10;China;Asien;Ausland;783;1326
2023;10;Japan;Asien;Ausland;542;1757
2023;10;asiatische Länder (o.China, Japan);Asien;Ausland;2257;5125
2023;10;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;434;990
2023;10;Ausländer ohne Angabe;Sonst. Ausland;Ausland;562;1068
2023;11;Deutschland;Deutschland;Deutschland;127740;248903
2023;11;Belgien;Europa ohne Deutschland;Ausland;402;943
2023;11;Dänemark;Europa ohne Deutschland;Ausland;304;803
2023;11;Frankreich;Europa ohne Deutschland;Ausland;639;1466
2023;11;Italien;Europa ohne Deutschland;Ausland;680;1587
2023;11;Niederlande;Europa ohne Deutschland;Ausland;1109;2273
2023;11;Österreich;Europa ohne Deutschland;Ausland;1674;3385
2023;11;Polen;Europa ohne Deutschland;Ausland;2940;5938
2023;11;Schweden;Europa ohne Deutschland;Ausland;177;355
2023;11;Schweiz;Europa ohne Deutschland;Ausland;1338;3102
2023;11;Russland;Europa ohne Deutschland;Ausland;117;326
2023;11;Spanien;Europa ohne Deutschland;Ausland;899;2074
2023;11;Tschechische Republik;Europa ohne Deutschland;Ausland;2790;4752
2023;11;Großbritannien;Europa ohne Deutschland;Ausland;1012;2006
2023;11;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;5171;10408
2023;11;afrikanische Länder;Sonst. Ausland;Ausland;139;338
2023;11;USA;Amerika;Ausland;2486;5494
2023;11;Kanada;Amerika;Ausland;299;640
2023;11;amerik. Länder (o.USA, Kanada);Amerika;Ausland;615;1223
2023;11;China;Asien;Ausland;729;1319
2023;11;Japan;Asien;Ausland;494;1849
2023;11;asiatische Länder (o.China, Japan);Asien;Ausland;1552;3507
2023;11;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;427;854
2023;11;Ausländer ohne Angabe;Sonst. Ausland;Ausland;330;521
2023;12;Deutschland;Deutschland;Deutschland;183361;372715
2023;12;Belgien;Europa ohne Deutschland;Ausland;429;918
2023;12;Dänemark;Europa ohne Deutschland;Ausland;385;978
2023;12;Frankreich;Europa ohne Deutschland;Ausland;1023;2241
2023;12;Italien;Europa ohne Deutschland;Ausland;822;1881
2023;12;Niederlande;Europa ohne Deutschland;Ausland;1723;3569
2023;12;Österreich;Europa ohne Deutschland;Ausland;2406;5270
2023;12;Polen;Europa ohne Deutschland;Ausland;4527;8003
2023;12;Schweden;Europa ohne Deutschland;Ausland;272;628
2023;12;Schweiz;Europa ohne Deutschland;Ausland;2612;6875
2023;12;Russland;Europa ohne Deutschland;Ausland;191;390
2023;12;Spanien;Europa ohne Deutschland;Ausland;1254;3265
2023;12;Tschechische Republik;Europa ohne Deutschland;Ausland;4570;6746
2023;12;Großbritannien;Europa ohne Deutschland;Ausland;2190;4608
2023;12;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;6356;13844
2023;12;afrikanische Länder;Sonst. Ausland;Ausland;239;434
2023;12;USA;Amerika;Ausland;5138;10543
2023;12;Kanada;Amerika;Ausland;437;1053
2023;12;amerik. Länder (o.USA, Kanada);Amerika;Ausland;948;2075
2023;12;China;Asien;Ausland;602;1118
2023;12;Japan;Asien;Ausland;1130;2850
2023;12;asiatische Länder (o.China, Japan);Asien;Ausland;2768;5324
2023;12;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;1026;2395
2023;12;Ausländer ohne Angabe;Sonst. Ausland;Ausland;510;909
2024;01;Deutschland;Deutschland;Deutschland;84409;166059
2024;01;Belgien;Europa ohne Deutschland;Ausland;231;444
2024;01;Dänemark;Europa ohne Deutschland;Ausland;156;293
2024;01;Frankreich;Europa ohne Deutschland;Ausland;577;1167
2024;01;Italien;Europa ohne Deutschland;Ausland;502;1256
2024;01;Niederlande;Europa ohne Deutschland;Ausland;837;1675
2024;01;Österreich;Europa ohne Deutschland;Ausland;1165;2647
2024;01;Polen;Europa ohne Deutschland;Ausland;2295;4591
2024;01;Schweden;Europa ohne Deutschland;Ausland;107;233
2024;01;Schweiz;Europa ohne Deutschland;Ausland;787;1854
2024;01;Russland;Europa ohne Deutschland;Ausland;157;321
2024;01;Spanien;Europa ohne Deutschland;Ausland;582;1248
2024;01;Tschechische Republik;Europa ohne Deutschland;Ausland;1593;2556
2024;01;Großbritannien;Europa ohne Deutschland;Ausland;621;1137
2024;01;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;4351;8824
2024;01;afrikanische Länder;Sonst. Ausland;Ausland;116;253
2024;01;USA;Amerika;Ausland;1283;3073
2024;01;Kanada;Amerika;Ausland;161;436
2024;01;amerik. Länder (o.USA, Kanada);Amerika;Ausland;608;1180
2024;01;China;Asien;Ausland;334;834
2024;01;Japan;Asien;Ausland;491;1447
2024;01;asiatische Länder (o.China, Japan);Asien;Ausland;1283;2830
2024;01;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;389;922
2024;01;Ausländer ohne Angabe;Sonst. Ausland;Ausland;219;283
2024;02;Deutschland;Deutschland;Deutschland;99319;198223
2024;02;Belgien;Europa ohne Deutschland;Ausland;241;573
2024;02;Dänemark;Europa ohne Deutschland;Ausland;201;370
2024;02;Frankreich;Europa ohne Deutschland;Ausland;550;1254
2024;02;Italien;Europa ohne Deutschland;Ausland;528;1164
2024;02;Niederlande;Europa ohne Deutschland;Ausland;1128;2667
2024;02;Österreich;Europa ohne Deutschland;Ausland;1294;2737
2024;02;Polen;Europa ohne Deutschland;Ausland;2413;4561
2024;02;Schweden;Europa ohne Deutschland;Ausland;122;280
2024;02;Schweiz;Europa ohne Deutschland;Ausland;878;1895
2024;02;Russland;Europa ohne Deutschland;Ausland;138;317
2024;02;Spanien;Europa ohne Deutschland;Ausland;585;1370
2024;02;Tschechische Republik;Europa ohne Deutschland;Ausland;1887;3296
2024;02;Großbritannien;Europa ohne Deutschland;Ausland;725;1492
2024;02;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;4411;9653
2024;02;afrikanische Länder;Sonst. Ausland;Ausland;66;136
2024;02;USA;Amerika;Ausland;1117;2679
2024;02;Kanada;Amerika;Ausland;163;426
2024;02;amerik. Länder (o.USA, Kanada);Amerika;Ausland;678;1345
2024;02;China;Asien;Ausland;730;1766
2024;02;Japan;Asien;Ausland;391;1527
2024;02;asiatische Länder (o.China, Japan);Asien;Ausland;1077;2904
2024;02;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;143;368
2024;02;Ausländer ohne Angabe;Sonst. Ausland;Ausland;246;505
2024;03;Deutschland;Deutschland;Deutschland;147018;302773
2024;03;Belgien;Europa ohne Deutschland;Ausland;543;1186
2024;03;Dänemark;Europa ohne Deutschland;Ausland;600;1372
2024;03;Frankreich;Europa ohne Deutschland;Ausland;707;1547
2024;03;Italien;Europa ohne Deutschland;Ausland;750;1671
2024;03;Niederlande;Europa ohne Deutschland;Ausland;1166;2497
2024;03;Österreich;Europa ohne Deutschland;Ausland;2240;4873
2024;03;Polen;Europa ohne Deutschland;Ausland;2918;5760
2024;03;Schweden;Europa ohne Deutschland;Ausland;367;748
2024;03;Schweiz;Europa ohne Deutschland;Ausland;1725;3834
2024;03;Russland;Europa ohne Deutschland;Ausland;123;295
2024;03;Spanien;Europa ohne Deutschland;Ausland;880;2019
2024;03;Tschechische Republik;Europa ohne Deutschland;Ausland;2577;4635
2024;03;Großbritannien;Europa ohne Deutschland;Ausland;1314;2409
2024;03;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;5645;11233
2024;03;afrikanische Länder;Sonst. Ausland;Ausland;115;206
2024;03;USA;Amerika;Ausland;2173;4560
2024;03;Kanada;Amerika;Ausland;259;720
2024;03;amerik. Länder (o.USA, Kanada);Amerika;Ausland;553;1165
2024;03;China;Asien;Ausland;735;1359
2024;03;Japan;Asien;Ausland;637;1525
2024;03;asiatische Länder (o.China, Japan);Asien;Ausland;1651;3664
2024;03;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;202;473
2024;03;Ausländer ohne Angabe;Sonst. Ausland;Ausland;396;701
2024;04;Deutschland;Deutschland;Deutschland;140395;289105
2024;04;Belgien;Europa ohne Deutschland;Ausland;595;997
2024;04;Dänemark;Europa ohne Deutschland;Ausland;461;931
2024;04;Frankreich;Europa ohne Deutschland;Ausland;962;2231
2024;04;Italien;Europa ohne Deutschland;Ausland;730;1479
2024;04;Niederlande;Europa ohne Deutschland;Ausland;1543;3347
2024;04;Österreich;Europa ohne Deutschland;Ausland;2094;4694
2024;04;Polen;Europa ohne Deutschland;Ausland;3796;7442
2024;04;Schweden;Europa ohne Deutschland;Ausland;366;769
2024;04;Schweiz;Europa ohne Deutschland;Ausland;2298;5742
2024;04;Russland;Europa ohne Deutschland;Ausland;101;248
2024;04;Spanien;Europa ohne Deutschland;Ausland;710;1757
2024;04;Tschechische Republik;Europa ohne Deutschland;Ausland;1726;2908
2024;04;Großbritannien;Europa ohne Deutschland;Ausland;1347;3035
2024;04;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;5531;10887
2024;04;afrikanische Länder;Sonst. Ausland;Ausland;142;340
2024;04;USA;Amerika;Ausland;2109;4765
2024;04;Kanada;Amerika;Ausland;292;765
2024;04;amerik. Länder (o.USA, Kanada);Amerika;Ausland;774;1405
2024;04;China;Asien;Ausland;592;1042
2024;04;Japan;Asien;Ausland;521;1331
2024;04;asiatische Länder (o.China, Japan);Asien;Ausland;1997;4694
2024;04;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;391;921
2024;04;Ausländer ohne Angabe;Sonst. Ausland;Ausland;358;573
2024;05;Deutschland;Deutschland;Deutschland;190917;384695
2024;05;Belgien;Europa ohne Deutschland;Ausland;704;1519
2024;05;Dänemark;Europa ohne Deutschland;Ausland;913;2590
2024;05;Frankreich;Europa ohne Deutschland;Ausland;1150;2341
2024;05;Italien;Europa ohne Deutschland;Ausland;786;1515
2024;05;Niederlande;Europa ohne Deutschland;Ausland;2231;4885
2024;05;Österreich;Europa ohne Deutschland;Ausland;3294;7465
2024;05;Polen;Europa ohne Deutschland;Ausland;7231;14920
2024;05;Schweden;Europa ohne Deutschland;Ausland;540;1020
2024;05;Schweiz;Europa ohne Deutschland;Ausland;2826;6810
2024;05;Russland;Europa ohne Deutschland;Ausland;196;386
2024;05;Spanien;Europa ohne Deutschland;Ausland;753;1866
2024;05;Tschechische Republik;Europa ohne Deutschland;Ausland;1920;3231
2024;05;Großbritannien;Europa ohne Deutschland;Ausland;1614;3267
2024;05;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;6024;12010
2024;05;afrikanische Länder;Sonst. Ausland;Ausland;260;456
2024;05;USA;Amerika;Ausland;3885;8036
2024;05;Kanada;Amerika;Ausland;556;1271
2024;05;amerik. Länder (o.USA, Kanada);Amerika;Ausland;981;2105
2024;05;China;Asien;Ausland;731;1272
2024;05;Japan;Asien;Ausland;655;1590
2024;05;asiatische Länder (o.China, Japan);Asien;Ausland;1992;4590
2024;05;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;571;1310
2024;05;Ausländer ohne Angabe;Sonst. Ausland;Ausland;489;805
2024;06;Deutschland;Deutschland;Deutschland;169559;332705
2024;06;Belgien;Europa ohne Deutschland;Ausland;524;1044
2024;06;Dänemark;Europa ohne Deutschland;Ausland;681;1330
2024;06;Frankreich;Europa ohne Deutschland;Ausland;1153;2287
2024;06;Italien;Europa ohne Deutschland;Ausland;789;1547
2024;06;Niederlande;Europa ohne Deutschland;Ausland;2226;4565
2024;06;Österreich;Europa ohne Deutschland;Ausland;3392;6794
2024;06;Polen;Europa ohne Deutschland;Ausland;4309;8526
2024;06;Schweden;Europa ohne Deutschland;Ausland;809;1329
2024;06;Schweiz;Europa ohne Deutschland;Ausland;2905;6956
2024;06;Russland;Europa ohne Deutschland;Ausland;131;273
2024;06;Spanien;Europa ohne Deutschland;Ausland;949;2187
2024;06;Tschechische Republik;Europa ohne Deutschland;Ausland;2023;3151
2024;06;Großbritannien;Europa ohne Deutschland;Ausland;1951;4489
2024;06;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;8167;15052
2024;06;afrikanische Länder;Sonst. Ausland;Ausland;339;588
2024;06;USA;Amerika;Ausland;4222;8923
2024;06;Kanada;Amerika;Ausland;527;1244
2024;06;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1176;2350
2024;06;China;Asien;Ausland;987;1890
2024;06;Japan;Asien;Ausland;788;2302
2024;06;asiatische Länder (o.China, Japan);Asien;Ausland;2394;5352
2024;06;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;719;1681
2024;06;Ausländer ohne Angabe;Sonst. Ausland;Ausland;791;1298
2024;07;Deutschland;Deutschland;Deutschland;149844;307563
2024;07;Belgien;Europa ohne Deutschland;Ausland;1237;2340
2024;07;Dänemark;Europa ohne Deutschland;Ausland;3523;6726
2024;07;Frankreich;Europa ohne Deutschland;Ausland;1231;2554
2024;07;Italien;Europa ohne Deutschland;Ausland;1235;2497
2024;07;Niederlande;Europa ohne Deutschland;Ausland;3675;7345
2024;07;Österreich;Europa ohne Deutschland;Ausland;3527;6776
2024;07;Polen;Europa ohne Deutschland;Ausland;5176;10030
2024;07;Schweden;Europa ohne Deutschland;Ausland;2115;3363
2024;07;Schweiz;Europa ohne Deutschland;Ausland;3458;7259
2024;07;Russland;Europa ohne Deutschland;Ausland;185;426
2024;07;Spanien;Europa ohne Deutschland;Ausland;1273;2826
2024;07;Tschechische Republik;Europa ohne Deutschland;Ausland;2656;4675
2024;07;Großbritannien;Europa ohne Deutschland;Ausland;1610;3057
2024;07;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;8687;15885
2024;07;afrikanische Länder;Sonst. Ausland;Ausland;322;659
2024;07;USA;Amerika;Ausland;3979;7912
2024;07;Kanada;Amerika;Ausland;497;1095
2024;07;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1179;2526
2024;07;China;Asien;Ausland;1238;2287
2024;07;Japan;Asien;Ausland;721;1922
2024;07;asiatische Länder (o.China, Japan);Asien;Ausland;2381;5528
2024;07;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;609;1302
2024;07;Ausländer ohne Angabe;Sonst. Ausland;Ausland;342;659
2024;08;Deutschland;Deutschland;Deutschland;189996;378482
2024;08;Belgien;Europa ohne Deutschland;Ausland;1024;2246
2024;08;Dänemark;Europa ohne Deutschland;Ausland;1096;2553
2024;08;Frankreich;Europa ohne Deutschland;Ausland;1582;3196
2024;08;Italien;Europa ohne Deutschland;Ausland;3052;5727
2024;08;Niederlande;Europa ohne Deutschland;Ausland;3897;8298
2024;08;Österreich;Europa ohne Deutschland;Ausland;4054;8146
2024;08;Polen;Europa ohne Deutschland;Ausland;6151;11873
2024;08;Schweden;Europa ohne Deutschland;Ausland;1022;1478
2024;08;Schweiz;Europa ohne Deutschland;Ausland;2932;6225
2024;08;Russland;Europa ohne Deutschland;Ausland;178;396
2024;08;Spanien;Europa ohne Deutschland;Ausland;1693;3790
2024;08;Tschechische Republik;Europa ohne Deutschland;Ausland;2407;4256
2024;08;Großbritannien;Europa ohne Deutschland;Ausland;1625;3147
2024;08;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;7521;13237
2024;08;afrikanische Länder;Sonst. Ausland;Ausland;245;496
2024;08;USA;Amerika;Ausland;3441;6778
2024;08;Kanada;Amerika;Ausland;437;1082
2024;08;amerik. Länder (o.USA, Kanada);Amerika;Ausland;996;2084
2024;08;China;Asien;Ausland;1235;2249
2024;08;Japan;Asien;Ausland;763;1930
2024;08;asiatische Länder (o.China, Japan);Asien;Ausland;2567;6506
2024;08;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;576;1182
2024;08;Ausländer ohne Angabe;Sonst. Ausland;Ausland;346;500
2024;09;Deutschland;Deutschland;Deutschland;163810;348488
2024;09;Belgien;Europa ohne Deutschland;Ausland;749;1756
2024;09;Dänemark;Europa ohne Deutschland;Ausland;733;1982
2024;09;Frankreich;Europa ohne Deutschland;Ausland;921;1983
2024;09;Italien;Europa ohne Deutschland;Ausland;933;2159
2024;09;Niederlande;Europa ohne Deutschland;Ausland;2276;5181
2024;09;Österreich;Europa ohne Deutschland;Ausland;2795;6098
2024;09;Polen;Europa ohne Deutschland;Ausland;3492;6361
2024;09;Schweden;Europa ohne Deutschland;Ausland;583;1067
2024;09;Schweiz;Europa ohne Deutschland;Ausland;2613;6323
2024;09;Russland;Europa ohne Deutschland;Ausland;129;290
2024;09;Spanien;Europa ohne Deutschland;Ausland;1079;2468
2024;09;Tschechische Republik;Europa ohne Deutschland;Ausland;1661;2968
2024;09;Großbritannien;Europa ohne Deutschland;Ausland;1883;4257
2024;09;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;6226;12043
2024;09;afrikanische Länder;Sonst. Ausland;Ausland;364;872
2024;09;USA;Amerika;Ausland;4332;9004
2024;09;Kanada;Amerika;Ausland;659;1564
2024;09;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1171;2462
2024;09;China;Asien;Ausland;1074;2003
2024;09;Japan;Asien;Ausland;731;2121
2024;09;asiatische Länder (o.China, Japan);Asien;Ausland;2592;6705
2024;09;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;827;1878
2024;09;Ausländer ohne Angabe;Sonst. Ausland;Ausland;627;895
2024;10;Deutschland;Deutschland;Deutschland;170200;367000
2024;10;Belgien;Europa ohne Deutschland;Ausland;477;1181
2024;10;Dänemark;Europa ohne Deutschland;Ausland;981;2609
2024;10;Frankreich;Europa ohne Deutschland;Ausland;1172;2503
2024;10;Italien;Europa ohne Deutschland;Ausland;813;1781
2024;10;Niederlande;Europa ohne Deutschland;Ausland;1760;4280
2024;10;Österreich;Europa ohne Deutschland;Ausland;2584;6125
2024;10;Polen;Europa ohne Deutschland;Ausland;3528;7042
2024;10;Schweden;Europa ohne Deutschland;Ausland;465;1039
2024;10;Schweiz;Europa ohne Deutschland;Ausland;2341;5809
2024;10;Russland;Europa ohne Deutschland;Ausland;170;333
2024;10;Spanien;Europa ohne Deutschland;Ausland;1063;2592
2024;10;Tschechische Republik;Europa ohne Deutschland;Ausland;2950;5393
2024;10;Großbritannien;Europa ohne Deutschland;Ausland;1460;3164
2024;10;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;6307;12815
2024;10;afrikanische Länder;Sonst. Ausland;Ausland;240;603
2024;10;USA;Amerika;Ausland;3806;8568
2024;10;Kanada;Amerika;Ausland;555;1494
2024;10;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1096;2414
2024;10;China;Asien;Ausland;1033;2058
2024;10;Japan;Asien;Ausland;543;1842
2024;10;asiatische Länder (o.China, Japan);Asien;Ausland;2248;6013
2024;10;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;482;1153
2024;10;Ausländer ohne Angabe;Sonst. Ausland;Ausland;460;857
2024;11;Deutschland;Deutschland;Deutschland;141406;281971
2024;11;Belgien;Europa ohne Deutschland;Ausland;336;603
2024;11;Dänemark;Europa ohne Deutschland;Ausland;343;780
2024;11;Frankreich;Europa ohne Deutschland;Ausland;760;1502
2024;11;Italien;Europa ohne Deutschland;Ausland;673;1370
2024;11;Niederlande;Europa ohne Deutschland;Ausland;855;1842
2024;11;Österreich;Europa ohne Deutschland;Ausland;2259;4869
2024;11;Polen;Europa ohne Deutschland;Ausland;3462;6470
2024;11;Schweden;Europa ohne Deutschland;Ausland;179;328
2024;11;Schweiz;Europa ohne Deutschland;Ausland;1289;3037
2024;11;Russland;Europa ohne Deutschland;Ausland;107;207
2024;11;Spanien;Europa ohne Deutschland;Ausland;1007;2447
2024;11;Tschechische Republik;Europa ohne Deutschland;Ausland;2244;3612
2024;11;Großbritannien;Europa ohne Deutschland;Ausland;899;1874
2024;11;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;4388;8839
2024;11;afrikanische Länder;Sonst. Ausland;Ausland;104;186
2024;11;USA;Amerika;Ausland;2297;4941
2024;11;Kanada;Amerika;Ausland;304;761
2024;11;amerik. Länder (o.USA, Kanada);Amerika;Ausland;645;1256
2024;11;China;Asien;Ausland;699;1442
2024;11;Japan;Asien;Ausland;530;1301
2024;11;asiatische Länder (o.China, Japan);Asien;Ausland;1695;4405
2024;11;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;271;593
2024;11;Ausländer ohne Angabe;Sonst. Ausland;Ausland;1019;1690
2024;12;Deutschland;Deutschland;Deutschland;195365;392937
2024;12;Belgien;Europa ohne Deutschland;Ausland;425;843
2024;12;Dänemark;Europa ohne Deutschland;Ausland;484;1254
2024;12;Frankreich;Europa ohne Deutschland;Ausland;984;2148
2024;12;Italien;Europa ohne Deutschland;Ausland;922;1685
2024;12;Niederlande;Europa ohne Deutschland;Ausland;1621;3675
2024;12;Österreich;Europa ohne Deutschland;Ausland;2947;6911
2024;12;Polen;Europa ohne Deutschland;Ausland;5667;9714
2024;12;Schweden;Europa ohne Deutschland;Ausland;289;568
2024;12;Schweiz;Europa ohne Deutschland;Ausland;2548;6443
2024;12;Russland;Europa ohne Deutschland;Ausland;221;427
2024;12;Spanien;Europa ohne Deutschland;Ausland;1494;3693
2024;12;Tschechische Republik;Europa ohne Deutschland;Ausland;4476;6866
2024;12;Großbritannien;Europa ohne Deutschland;Ausland;1568;3457
2024;12;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;7628;15735
2024;12;afrikanische Länder;Sonst. Ausland;Ausland;214;439
2024;12;USA;Amerika;Ausland;5952;11794
2024;12;Kanada;Amerika;Ausland;525;1430
2024;12;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1067;2155
2024;12;China;Asien;Ausland;696;1306
2024;12;Japan;Asien;Ausland;1278;2601
2024;12;asiatische Länder (o.China, Japan);Asien;Ausland;3521;7323
2024;12;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;976;2080
2024;12;Ausländer ohne Angabe;Sonst. Ausland;Ausland;1564;2688
2025;01;Deutschland;Deutschland;Deutschland;95371;189445
2025;01;Belgien;Europa ohne Deutschland;Ausland;225;478
2025;01;Dänemark;Europa ohne Deutschland;Ausland;146;261
2025;01;Frankreich;Europa ohne Deutschland;Ausland;461;969
2025;01;Italien;Europa ohne Deutschland;Ausland;508;1133
2025;01;Niederlande;Europa ohne Deutschland;Ausland;892;2123
2025;01;Österreich;Europa ohne Deutschland;Ausland;1087;2819
2025;01;Polen;Europa ohne Deutschland;Ausland;2345;4457
2025;01;Schweden;Europa ohne Deutschland;Ausland;281;561
2025;01;Schweiz;Europa ohne Deutschland;Ausland;927;2183
2025;01;Russland;Europa ohne Deutschland;Ausland;161;273
2025;01;Spanien;Europa ohne Deutschland;Ausland;650;1518
2025;01;Tschechische Republik;Europa ohne Deutschland;Ausland;1381;2349
2025;01;Großbritannien;Europa ohne Deutschland;Ausland;581;1441
2025;01;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;4533;8871
2025;01;afrikanische Länder;Sonst. Ausland;Ausland;104;170
2025;01;USA;Amerika;Ausland;1350;3330
2025;01;Kanada;Amerika;Ausland;223;679
2025;01;amerik. Länder (o.USA, Kanada);Amerika;Ausland;489;1078
2025;01;China;Asien;Ausland;391;695
2025;01;Japan;Asien;Ausland;318;1050
2025;01;asiatische Länder (o.China, Japan);Asien;Ausland;1174;2774
2025;01;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;322;914
2025;01;Ausländer ohne Angabe;Sonst. Ausland;Ausland;105;178
2025;02;Deutschland;Deutschland;Deutschland;93875;182965
2025;02;Belgien;Europa ohne Deutschland;Ausland;213;335
2025;02;Dänemark;Europa ohne Deutschland;Ausland;224;443
2025;02;Frankreich;Europa ohne Deutschland;Ausland;436;884
2025;02;Italien;Europa ohne Deutschland;Ausland;451;1039
