Jahr;Monat;Herkunftsland_24Auspr;Herkunftsland_05Auspr;Herkunftsland_D/A;Tourismus_Ankünfte;Tourismus_Übernachtungen
2004;04;Ausländer ohne Angabe;Sonst. Ausland;Ausland;196;466
2004;05;Deutschland;Deutschland;Deutschland;103994;234986
2004;05;Belgien;Europa ohne Deutschland;Ausland;491;790
2004;05;Dänemark;Europa ohne Deutschland;Ausland;441;1064
2004;05;Frankreich;Europa ohne Deutschland;Ausland;1067;1927
2004;05;Italien;Europa ohne Deutschland;Ausland;1074;2028
2004;05;Niederlande;Europa ohne Deutschland;Ausland;1105;2574
2004;05;Österreich;Europa ohne Deutschland;Ausland;1343;2959
2004;05;Polen;Europa ohne Deutschland;Ausland;276;437
2004;05;Schweden;Europa ohne Deutschland;Ausland;864;1192
2004;05;Schweiz;Europa ohne Deutschland;Ausland;1829;5002
2004;05;Russland;Europa ohne Deutschland;Ausland;349;664
2004;05;Spanien;Europa ohne Deutschland;Ausland;399;804
2004;05;Tschechische Republik;Europa ohne Deutschland;Ausland;184;330
2004;05;Großbritannien;Europa ohne Deutschland;Ausland;1636;3177
2004;05;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1283;2416
2004;05;afrikanische Länder;Sonst. Ausland;Ausland;62;292
2004;05;USA;Amerika;Ausland;2188;4873
2004;05;Kanada;Amerika;Ausland;247;972
2004;05;amerik. Länder (o.USA, Kanada);Amerika;Ausland;287;507
2004;05;China;Asien;Ausland;123;245
2004;05;Japan;Asien;Ausland;2913;4104
2004;05;asiatische Länder (o.China, Japan);Asien;Ausland;993;1815
2004;05;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;242;494
2004;05;Ausländer ohne Angabe;Sonst. Ausland;Ausland;258;370
2004;06;Deutschland;Deutschland;Deutschland;103882;226823
2004;06;Belgien;Europa ohne Deutschland;Ausland;647;1196
2004;06;Dänemark;Europa ohne Deutschland;Ausland;376;599
2004;06;Frankreich;Europa ohne Deutschland;Ausland;974;1838
2004;06;Italien;Europa ohne Deutschland;Ausland;1242;2013
2004;06;Niederlande;Europa ohne Deutschland;Ausland;836;1785
2004;06;Österreich;Europa ohne Deutschland;Ausland;1245;2607
2004;06;Polen;Europa ohne Deutschland;Ausland;342;619
2004;06;Schweden;Europa ohne Deutschland;Ausland;669;878
2004;06;Schweiz;Europa ohne Deutschland;Ausland;1951;4717
2004;06;Russland;Europa ohne Deutschland;Ausland;229;662
2004;06;Spanien;Europa ohne Deutschland;Ausland;558;1018
2004;06;Tschechische Republik;Europa ohne Deutschland;Ausland;301;587
2004;06;Großbritannien;Europa ohne Deutschland;Ausland;1731;3619
2004;06;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1439;2961
2004;06;afrikanische Länder;Sonst. Ausland;Ausland;92;186
2004;06;USA;Amerika;Ausland;2707;6150
2004;06;Kanada;Amerika;Ausland;280;631
2004;06;amerik. Länder (o.USA, Kanada);Amerika;Ausland;283;553
2004;06;China;Asien;Ausland;248;490
2004;06;Japan;Asien;Ausland;2918;4625
2004;06;asiatische Länder (o.China, Japan);Asien;Ausland;842;1403
2004;06;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;296;586
2004;06;Ausländer ohne Angabe;Sonst. Ausland;Ausland;277;383
2004;07;Deutschland;Deutschland;Deutschland;91166;198984
2004;07;Belgien;Europa ohne Deutschland;Ausland;579;1051
2004;07;Dänemark;Europa ohne Deutschland;Ausland;914;1696
2004;07;Frankreich;Europa ohne Deutschland;Ausland;1380;3359
2004;07;Italien;Europa ohne Deutschland;Ausland;2068;3454
2004;07;Niederlande;Europa ohne Deutschland;Ausland;1251;2601
2004;07;Österreich;Europa ohne Deutschland;Ausland;1258;2625
2004;07;Polen;Europa ohne Deutschland;Ausland;417;671
2004;07;Schweden;Europa ohne Deutschland;Ausland;1513;1874
2004;07;Schweiz;Europa ohne Deutschland;Ausland;1931;4591
2004;07;Russland;Europa ohne Deutschland;Ausland;239;450
2004;07;Spanien;Europa ohne Deutschland;Ausland;689;1153
2004;07;Tschechische Republik;Europa ohne Deutschland;Ausland;171;282
2004;07;Großbritannien;Europa ohne Deutschland;Ausland;1701;3246
2004;07;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2232;4534
2004;07;afrikanische Länder;Sonst. Ausland;Ausland;96;222
2004;07;USA;Amerika;Ausland;2265;5271
2004;07;Kanada;Amerika;Ausland;241;626
2004;07;amerik. Länder (o.USA, Kanada);Amerika;Ausland;441;828
2004;07;China;Asien;Ausland;214;321
2004;07;Japan;Asien;Ausland;2720;4046
2004;07;asiatische Länder (o.China, Japan);Asien;Ausland;1151;1844
2004;07;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;303;591
2004;07;Ausländer ohne Angabe;Sonst. Ausland;Ausland;167;232
2004;08;Deutschland;Deutschland;Deutschland;98376;222024
2004;08;Belgien;Europa ohne Deutschland;Ausland;645;1393
2004;08;Dänemark;Europa ohne Deutschland;Ausland;678;1680
2004;08;Frankreich;Europa ohne Deutschland;Ausland;1156;2086
2004;08;Italien;Europa ohne Deutschland;Ausland;5836;8729
2004;08;Niederlande;Europa ohne Deutschland;Ausland;1155;2559
2004;08;Österreich;Europa ohne Deutschland;Ausland;1384;3082
2004;08;Polen;Europa ohne Deutschland;Ausland;401;686
2004;08;Schweden;Europa ohne Deutschland;Ausland;806;901
2004;08;Schweiz;Europa ohne Deutschland;Ausland;1666;4226
2004;08;Russland;Europa ohne Deutschland;Ausland;306;499
2004;08;Spanien;Europa ohne Deutschland;Ausland;1235;2044
2004;08;Tschechische Republik;Europa ohne Deutschland;Ausland;146;221
2004;08;Großbritannien;Europa ohne Deutschland;Ausland;1652;3179
2004;08;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2507;4693
2004;08;afrikanische Länder;Sonst. Ausland;Ausland;95;190
2004;08;USA;Amerika;Ausland;1982;4364
2004;08;Kanada;Amerika;Ausland;231;536
2004;08;amerik. Länder (o.USA, Kanada);Amerika;Ausland;256;419
2004;08;China;Asien;Ausland;200;332
2004;08;Japan;Asien;Ausland;2332;3705
2004;08;asiatische Länder (o.China, Japan);Asien;Ausland;1036;1635
2004;08;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;217;461
2004;08;Ausländer ohne Angabe;Sonst. Ausland;Ausland;323;500
2004;09;Deutschland;Deutschland;Deutschland;109875;246370
2004;09;Belgien;Europa ohne Deutschland;Ausland;657;1308
2004;09;Dänemark;Europa ohne Deutschland;Ausland;672;1306
2004;09;Frankreich;Europa ohne Deutschland;Ausland;1152;2220
2004;09;Italien;Europa ohne Deutschland;Ausland;1160;2255
2004;09;Niederlande;Europa ohne Deutschland;Ausland;884;2015
2004;09;Österreich;Europa ohne Deutschland;Ausland;1289;3161
2004;09;Polen;Europa ohne Deutschland;Ausland;298;550
2004;09;Schweden;Europa ohne Deutschland;Ausland;1208;1496
2004;09;Schweiz;Europa ohne Deutschland;Ausland;2411;6684
2004;09;Russland;Europa ohne Deutschland;Ausland;367;725
2004;09;Spanien;Europa ohne Deutschland;Ausland;643;1353
2004;09;Tschechische Republik;Europa ohne Deutschland;Ausland;282;532
2004;09;Großbritannien;Europa ohne Deutschland;Ausland;2251;4536
2004;09;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1265;2760
2004;09;afrikanische Länder;Sonst. Ausland;Ausland;107;238
2004;09;USA;Amerika;Ausland;2514;5722
2004;09;Kanada;Amerika;Ausland;261;516
2004;09;amerik. Länder (o.USA, Kanada);Amerika;Ausland;545;865
2004;09;China;Asien;Ausland;190;238
2004;09;Japan;Asien;Ausland;2764;4492
2004;09;asiatische Länder (o.China, Japan);Asien;Ausland;1077;2029
2004;09;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;303;539
2004;09;Ausländer ohne Angabe;Sonst. Ausland;Ausland;331;479
2004;10;Deutschland;Deutschland;Deutschland;107600;242221
2004;10;Belgien;Europa ohne Deutschland;Ausland;347;603
2004;10;Dänemark;Europa ohne Deutschland;Ausland;630;1508
2004;10;Frankreich;Europa ohne Deutschland;Ausland;968;3390
2004;10;Italien;Europa ohne Deutschland;Ausland;803;1931
2004;10;Niederlande;Europa ohne Deutschland;Ausland;809;1829
2004;10;Österreich;Europa ohne Deutschland;Ausland;1386;3380
2004;10;Polen;Europa ohne Deutschland;Ausland;339;456
2004;10;Schweden;Europa ohne Deutschland;Ausland;562;1033
2004;10;Schweiz;Europa ohne Deutschland;Ausland;1630;4323
2004;10;Russland;Europa ohne Deutschland;Ausland;635;1267
2004;10;Spanien;Europa ohne Deutschland;Ausland;366;722
2004;10;Tschechische Republik;Europa ohne Deutschland;Ausland;232;361
2004;10;Großbritannien;Europa ohne Deutschland;Ausland;1224;2382
2004;10;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;970;1983
2004;10;afrikanische Länder;Sonst. Ausland;Ausland;76;166
2004;10;USA;Amerika;Ausland;2087;5493
2004;10;Kanada;Amerika;Ausland;265;562
2004;10;amerik. Länder (o.USA, Kanada);Amerika;Ausland;361;615
2004;10;China;Asien;Ausland;107;268
2004;10;Japan;Asien;Ausland;2816;4081
2004;10;asiatische Länder (o.China, Japan);Asien;Ausland;745;1478
2004;10;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;212;436
2004;10;Ausländer ohne Angabe;Sonst. Ausland;Ausland;279;583
2004;11;Deutschland;Deutschland;Deutschland;83041;166720
2004;11;Belgien;Europa ohne Deutschland;Ausland;281;569
2004;11;Dänemark;Europa ohne Deutschland;Ausland;159;320
2004;11;Frankreich;Europa ohne Deutschland;Ausland;526;1287
2004;11;Italien;Europa ohne Deutschland;Ausland;499;1043
2004;11;Niederlande;Europa ohne Deutschland;Ausland;445;1016
2004;11;Österreich;Europa ohne Deutschland;Ausland;682;1542
2004;11;Polen;Europa ohne Deutschland;Ausland;331;433
2004;11;Schweden;Europa ohne Deutschland;Ausland;235;528
2004;11;Schweiz;Europa ohne Deutschland;Ausland;727;1825
2004;11;Russland;Europa ohne Deutschland;Ausland;150;350
2004;11;Spanien;Europa ohne Deutschland;Ausland;158;422
2004;11;Tschechische Republik;Europa ohne Deutschland;Ausland;399;675
2004;11;Großbritannien;Europa ohne Deutschland;Ausland;864;1568
2004;11;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1185;2772
2004;11;afrikanische Länder;Sonst. Ausland;Ausland;38;73
2004;11;USA;Amerika;Ausland;1146;3008
2004;11;Kanada;Amerika;Ausland;128;250
2004;11;amerik. Länder (o.USA, Kanada);Amerika;Ausland;182;319
2004;11;China;Asien;Ausland;154;312
2004;11;Japan;Asien;Ausland;2321;3482
2004;11;asiatische Länder (o.China, Japan);Asien;Ausland;386;688
2004;11;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;103;167
2004;11;Ausländer ohne Angabe;Sonst. Ausland;Ausland;179;310
2004;12;Deutschland;Deutschland;Deutschland;105135;214310
2004;12;Belgien;Europa ohne Deutschland;Ausland;225;520
2004;12;Dänemark;Europa ohne Deutschland;Ausland;103;191
2004;12;Frankreich;Europa ohne Deutschland;Ausland;563;1965
2004;12;Italien;Europa ohne Deutschland;Ausland;703;1400
2004;12;Niederlande;Europa ohne Deutschland;Ausland;1020;2515
2004;12;Österreich;Europa ohne Deutschland;Ausland;874;2167
2004;12;Polen;Europa ohne Deutschland;Ausland;216;371
2004;12;Schweden;Europa ohne Deutschland;Ausland;107;182
2004;12;Schweiz;Europa ohne Deutschland;Ausland;1124;3139
2004;12;Russland;Europa ohne Deutschland;Ausland;347;630
2004;12;Spanien;Europa ohne Deutschland;Ausland;243;492
2004;12;Tschechische Republik;Europa ohne Deutschland;Ausland;281;466
2004;12;Großbritannien;Europa ohne Deutschland;Ausland;728;1764
2004;12;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;623;1400
2004;12;afrikanische Länder;Sonst. Ausland;Ausland;60;123
2004;12;USA;Amerika;Ausland;1083;2822
2004;12;Kanada;Amerika;Ausland;76;156
2004;12;amerik. Länder (o.USA, Kanada);Amerika;Ausland;162;281
2004;12;China;Asien;Ausland;79;117
2004;12;Japan;Asien;Ausland;3128;4384
2004;12;asiatische Länder (o.China, Japan);Asien;Ausland;279;689
2004;12;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;120;226
2004;12;Ausländer ohne Angabe;Sonst. Ausland;Ausland;165;268
2005;01;Deutschland;Deutschland;Deutschland;47518;98860
2005;01;Belgien;Europa ohne Deutschland;Ausland;138;271
2005;01;Dänemark;Europa ohne Deutschland;Ausland;93;214
2005;01;Frankreich;Europa ohne Deutschland;Ausland;383;1775
2005;01;Italien;Europa ohne Deutschland;Ausland;454;911
2005;01;Niederlande;Europa ohne Deutschland;Ausland;538;962
2005;01;Österreich;Europa ohne Deutschland;Ausland;449;1296
2005;01;Polen;Europa ohne Deutschland;Ausland;255;418
2005;01;Schweden;Europa ohne Deutschland;Ausland;78;129
2005;01;Schweiz;Europa ohne Deutschland;Ausland;486;1476
2005;01;Russland;Europa ohne Deutschland;Ausland;176;363
2005;01;Spanien;Europa ohne Deutschland;Ausland;142;321
2005;01;Tschechische Republik;Europa ohne Deutschland;Ausland;203;414
2005;01;Großbritannien;Europa ohne Deutschland;Ausland;409;1000
2005;01;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;696;1473
2005;01;afrikanische Länder;Sonst. Ausland;Ausland;37;106
2005;01;USA;Amerika;Ausland;857;2656
2005;01;Kanada;Amerika;Ausland;61;194
2005;01;amerik. Länder (o.USA, Kanada);Amerika;Ausland;149;289
2005;01;China;Asien;Ausland;100;302
2005;01;Japan;Asien;Ausland;919;1848
2005;01;asiatische Länder (o.China, Japan);Asien;Ausland;537;973
2005;01;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;173;315
2005;01;Ausländer ohne Angabe;Sonst. Ausland;Ausland;63;142
2005;02;Deutschland;Deutschland;Deutschland;51303;102928
2005;02;Belgien;Europa ohne Deutschland;Ausland;188;364
2005;02;Dänemark;Europa ohne Deutschland;Ausland;100;177
2005;02;Frankreich;Europa ohne Deutschland;Ausland;482;1341
2005;02;Italien;Europa ohne Deutschland;Ausland;233;641
2005;02;Niederlande;Europa ohne Deutschland;Ausland;958;1792
2005;02;Österreich;Europa ohne Deutschland;Ausland;454;1096
2005;02;Polen;Europa ohne Deutschland;Ausland;314;498
2005;02;Schweden;Europa ohne Deutschland;Ausland;105;233
2005;02;Schweiz;Europa ohne Deutschland;Ausland;508;1164
2005;02;Russland;Europa ohne Deutschland;Ausland;128;340
2005;02;Spanien;Europa ohne Deutschland;Ausland;207;404
2005;02;Tschechische Republik;Europa ohne Deutschland;Ausland;219;478
2005;02;Großbritannien;Europa ohne Deutschland;Ausland;604;1439
2005;02;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;559;1449
2005;02;afrikanische Länder;Sonst. Ausland;Ausland;49;132
2005;02;USA;Amerika;Ausland;947;3430
2005;02;Kanada;Amerika;Ausland;80;180
2005;02;amerik. Länder (o.USA, Kanada);Amerika;Ausland;131;305
2005;02;China;Asien;Ausland;44;73
2005;02;Japan;Asien;Ausland;948;1966
2005;02;asiatische Länder (o.China, Japan);Asien;Ausland;352;891
2005;02;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;76;161
2005;02;Ausländer ohne Angabe;Sonst. Ausland;Ausland;68;149
2005;03;Deutschland;Deutschland;Deutschland;77275;166193
2005;03;Belgien;Europa ohne Deutschland;Ausland;352;619
2005;03;Dänemark;Europa ohne Deutschland;Ausland;361;846
2005;03;Frankreich;Europa ohne Deutschland;Ausland;524;1172
2005;03;Italien;Europa ohne Deutschland;Ausland;881;1414
2005;03;Niederlande;Europa ohne Deutschland;Ausland;628;1673
2005;03;Österreich;Europa ohne Deutschland;Ausland;971;2192
2005;03;Polen;Europa ohne Deutschland;Ausland;271;451
2005;03;Schweden;Europa ohne Deutschland;Ausland;267;499
2005;03;Schweiz;Europa ohne Deutschland;Ausland;772;1856
2005;03;Russland;Europa ohne Deutschland;Ausland;273;1077
2005;03;Spanien;Europa ohne Deutschland;Ausland;338;537
2005;03;Tschechische Republik;Europa ohne Deutschland;Ausland;255;428
2005;03;Großbritannien;Europa ohne Deutschland;Ausland;725;1720
2005;03;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;709;1558
2005;03;afrikanische Länder;Sonst. Ausland;Ausland;29;99
2005;03;USA;Amerika;Ausland;1458;4509
2005;03;Kanada;Amerika;Ausland;146;239
2005;03;amerik. Länder (o.USA, Kanada);Amerika;Ausland;166;321
2005;03;China;Asien;Ausland;72;163
2005;03;Japan;Asien;Ausland;1189;2290
2005;03;asiatische Länder (o.China, Japan);Asien;Ausland;430;923
2005;03;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;166;369
2005;03;Ausländer ohne Angabe;Sonst. Ausland;Ausland;199;349
2005;04;Deutschland;Deutschland;Deutschland;93745;201626
2005;04;Belgien;Europa ohne Deutschland;Ausland;424;893
2005;04;Dänemark;Europa ohne Deutschland;Ausland;247;410
2005;04;Frankreich;Europa ohne Deutschland;Ausland;865;1936
2005;04;Italien;Europa ohne Deutschland;Ausland;1334;2443
2005;04;Niederlande;Europa ohne Deutschland;Ausland;764;1802
2005;04;Österreich;Europa ohne Deutschland;Ausland;1051;2652
2005;04;Polen;Europa ohne Deutschland;Ausland;410;685
2005;04;Schweden;Europa ohne Deutschland;Ausland;686;850
2005;04;Schweiz;Europa ohne Deutschland;Ausland;1522;3647
2005;04;Russland;Europa ohne Deutschland;Ausland;320;573
2005;04;Spanien;Europa ohne Deutschland;Ausland;350;604
2005;04;Tschechische Republik;Europa ohne Deutschland;Ausland;328;530
2005;04;Großbritannien;Europa ohne Deutschland;Ausland;1271;2737
2005;04;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1407;2878
2005;04;afrikanische Länder;Sonst. Ausland;Ausland;51;97
2005;04;USA;Amerika;Ausland;1525;4364
2005;04;Kanada;Amerika;Ausland;181;409
2005;04;amerik. Länder (o.USA, Kanada);Amerika;Ausland;217;471
2005;04;China;Asien;Ausland;55;129
2005;04;Japan;Asien;Ausland;1951;3828
2005;04;asiatische Länder (o.China, Japan);Asien;Ausland;708;1400
2005;04;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;171;347
2005;04;Ausländer ohne Angabe;Sonst. Ausland;Ausland;272;545
2005;05;Deutschland;Deutschland;Deutschland;112260;263344
2005;05;Belgien;Europa ohne Deutschland;Ausland;598;1125
2005;05;Dänemark;Europa ohne Deutschland;Ausland;446;1039
2005;05;Frankreich;Europa ohne Deutschland;Ausland;1019;1936
2005;05;Italien;Europa ohne Deutschland;Ausland;1222;2044
2005;05;Niederlande;Europa ohne Deutschland;Ausland;1217;2980
2005;05;Österreich;Europa ohne Deutschland;Ausland;1567;3763
2005;05;Polen;Europa ohne Deutschland;Ausland;336;641
2005;05;Schweden;Europa ohne Deutschland;Ausland;842;1337
2005;05;Schweiz;Europa ohne Deutschland;Ausland;2179;5993
2005;05;Russland;Europa ohne Deutschland;Ausland;320;730
2005;05;Spanien;Europa ohne Deutschland;Ausland;360;801
2005;05;Tschechische Republik;Europa ohne Deutschland;Ausland;241;523
2005;05;Großbritannien;Europa ohne Deutschland;Ausland;1411;3157
2005;05;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1182;2709
2005;05;afrikanische Länder;Sonst. Ausland;Ausland;134;330
2005;05;USA;Amerika;Ausland;2156;5267
2005;05;Kanada;Amerika;Ausland;372;722
2005;05;amerik. Länder (o.USA, Kanada);Amerika;Ausland;220;447
2005;05;China;Asien;Ausland;164;320
2005;05;Japan;Asien;Ausland;1953;4327
2005;05;asiatische Länder (o.China, Japan);Asien;Ausland;799;1349
2005;05;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;298;651
2005;05;Ausländer ohne Angabe;Sonst. Ausland;Ausland;158;442
2005;06;Deutschland;Deutschland;Deutschland;103670;229712
2005;06;Belgien;Europa ohne Deutschland;Ausland;515;1293
2005;06;Dänemark;Europa ohne Deutschland;Ausland;502;1200
2005;06;Frankreich;Europa ohne Deutschland;Ausland;880;1922
2005;06;Italien;Europa ohne Deutschland;Ausland;1305;2363
2005;06;Niederlande;Europa ohne Deutschland;Ausland;970;2323
2005;06;Österreich;Europa ohne Deutschland;Ausland;1399;3142
2005;06;Polen;Europa ohne Deutschland;Ausland;395;689
2005;06;Schweden;Europa ohne Deutschland;Ausland;625;860
2005;06;Schweiz;Europa ohne Deutschland;Ausland;2113;4825
2005;06;Russland;Europa ohne Deutschland;Ausland;314;663
2005;06;Spanien;Europa ohne Deutschland;Ausland;319;731
2005;06;Tschechische Republik;Europa ohne Deutschland;Ausland;309;461
2005;06;Großbritannien;Europa ohne Deutschland;Ausland;1545;3204
