Jahr;Monat;Betriebsart;Tourismus_Betriebe gesamt;Tourismus_Betriebe;Tourismus_Betten gesamt;Tourismus_Betten;Tourismus_Ankünfte;Tourismus_Übernachtungen
2019;05;Pensionen;33;33;807;792;4923;13039
2019;05;Jugendherbergen, Hütten und Hostels;9;9;1075;1059;7691;18293
2019;05;Campingplätze;3;3;-;-;-;-
2019;05;sonstige;24;23;1153;1191;6257;19927
2019;06;Hotels;68;68;15812;15776;147350;295929
2019;06;Hotels garni;35;35;4928;4802;41717;83192
2019;06;Gasthöfe;15;14;345;334;2656;5409
2019;06;Pensionen;33;33;807;786;5270;13686
2019;06;Jugendherbergen, Hütten und Hostels;9;9;1075;1067;8802;19509
2019;06;Campingplätze;3;3;-;-;-;-
2019;06;sonstige;24;24;1245;1205;7274;21535
2019;07;Hotels;69;69;15907;15861;149266;294414
2019;07;Hotels garni;35;35;4934;4895;47048;90203
2019;07;Gasthöfe;15;14;350;338;2671;5244
2019;07;Pensionen;33;33;806;786;4907;12959
2019;07;Jugendherbergen, Hütten und Hostels;9;9;1075;1067;7784;18289
2019;07;Campingplätze;3;3;-;-;-;-
2019;07;sonstige;23;23;1236;1200;7512;21853
2019;08;Hotels;68;68;15895;15855;167572;330911
2019;08;Hotels garni;35;35;4938;4890;53920;104605
2019;08;Gasthöfe;15;14;349;337;3106;5920
2019;08;Pensionen;33;33;804;792;5736;14095
2019;08;Jugendherbergen, Hütten und Hostels;9;9;1075;1067;9140;20049
2019;08;Campingplätze;3;3;-;-;-;-
2019;08;sonstige;23;23;1243;1207;9010;25238
2019;09;Hotels;68;68;15895;15794;148386;294913
2019;09;Hotels garni;35;34;4938;4829;42572;91858
2019;09;Gasthöfe;15;14;349;334;2824;4918
2019;09;Pensionen;33;33;804;783;4824;12536
2019;09;Jugendherbergen, Hütten und Hostels;9;9;1075;1067;8400;20158
2019;09;Campingplätze;3;3;-;-;-;-
2019;09;sonstige;23;23;1238;1192;6039;18823
2019;10;Hotels;68;68;15896;15803;146437;303936
2019;10;Hotels garni;35;35;4926;4856;44028;97000
2019;10;Gasthöfe;15;14;349;335;2779;5380
2019;10;Pensionen;33;33;804;777;4865;12542
2019;10;Jugendherbergen, Hütten und Hostels;9;9;1073;1067;7309;16961
2019;10;Campingplätze;3;3;-;-;-;-
2019;10;sonstige;23;23;1238;1185;6470;19885
2019;11;Hotels;68;68;15889;15792;125040;238565
2019;11;Hotels garni;35;35;4926;4852;37151;72738
2019;11;Gasthöfe;15;13;349;310;2042;3788
2019;11;Pensionen;33;33;804;783;4103;10393
2019;11;Jugendherbergen, Hütten und Hostels;9;9;1073;1067;5533;11027
2019;11;Campingplätze;3;2;-;-;-;-
2019;11;sonstige;23;23;1230;1169;4075;10112
2019;12;Hotels;68;68;15886;15809;171124;339234
2019;12;Hotels garni;35;35;4923;4859;53115;103599
2019;12;Gasthöfe;15;14;349;332;2521;4956
2019;12;Pensionen;33;33;804;781;5403;12137
2019;12;Jugendherbergen, Hütten und Hostels;9;9;1073;1067;7921;15330
2019;12;Campingplätze;3;2;-;-;-;-
2019;12;sonstige;23;22;1234;1085;6205;16211
2020;01;Hotels;69;68;16181;15867;87972;161364
2020;01;Hotels garni;35;34;4923;4758;28976;51326
2020;01;Gasthöfe;15;14;349;332;1710;2821
2020;01;Pensionen;32;32;786;751;3107;8302
2020;01;Jugendherbergen, Hütten und Hostels;9;9;1067;1067;3215;8095
2020;01;Campingplätze;3;2;-;-;-;-
2020;01;sonstige;23;21;1222;1055;3322;10979
2020;02;Hotels;68;67;16125;15591;93997;181109
2020;02;Hotels garni;36;35;5154;4987;29332;58062
2020;02;Gasthöfe;15;14;349;332;1848;2834
2020;02;Pensionen;33;30;809;733;3084;7818
2020;02;Jugendherbergen, Hütten und Hostels;9;9;1074;1074;3726;10222
2020;02;Campingplätze;3;1;-;-;-;-
2020;02;sonstige;23;21;1223;1071;3245;11695
2020;03;Hotels;67;67;15900;15621;42285;83713
2020;03;Hotels garni;36;35;5154;4629;12901;25777
2020;03;Gasthöfe;15;14;349;332;990;1919
2020;03;Pensionen;33;32;812;781;1912;5887
2020;03;Jugendherbergen, Hütten und Hostels;9;9;1074;1074;1492;3895
2020;03;Campingplätze;3;1;-;-;-;-
2020;03;sonstige;23;21;1223;1067;1650;7236
2020;04;Hotels;67;40;15909;7369;3839;8926
2020;04;Hotels garni;36;26;5154;3926;1624;5330
2020;04;Gasthöfe;15;11;349;276;483;833
2020;04;Pensionen;33;25;814;630;651;2773
2020;04;Jugendherbergen, Hütten und Hostels;9;4;1074;271;61;850
2020;04;Campingplätze;3;1;-;-;0;0
2020;04;sonstige;23;19;1223;948;431;2066
2020;05;Hotels;67;61;15976;13550;23589;49320
2020;05;Hotels garni;36;31;5152;4616;9130;17811
2020;05;Gasthöfe;15;13;349;310;1010;1699
2020;05;Pensionen;32;30;800;743;1598;5469
2020;05;Jugendherbergen, Hütten und Hostels;9;8;1074;929;0;0
2020;05;Campingplätze;3;3;-;-;-;-
2020;05;sonstige;23;22;1223;1031;3032;9773
2020;06;Hotels;66;64;15853;15061;58594;126721
2020;06;Hotels garni;36;33;5152;4567;23728;48196
2020;06;Gasthöfe;15;14;355;344;1796;3905
2020;06;Pensionen;32;30;800;727;2988;8475
2020;06;Jugendherbergen, Hütten und Hostels;9;9;1074;1007;1876;4905
2020;06;Campingplätze;3;3;-;-;-;-
2020;06;sonstige;23;22;1242;1071;4772;14864
2020;07;Hotels;66;65;15892;15579;103286;228641
2020;07;Hotels garni;36;35;5146;4970;39689;80133
2020;07;Gasthöfe;15;14;355;342;2467;4871
2020;07;Pensionen;33;31;874;747;4003;11632
2020;07;Jugendherbergen, Hütten und Hostels;9;9;1074;1033;4230;9428
2020;07;Campingplätze;3;3;-;-;-;-
2020;07;sonstige;24;24;1250;1195;7427;23108
2020;08;Hotels;66;66;15898;15638;117288;265921
2020;08;Hotels garni;36;34;5196;4984;43006;90426
2020;08;Gasthöfe;15;13;356;335;3160;5758
2020;08;Pensionen;33;31;878;814;4679;14130
2020;08;Jugendherbergen, Hütten und Hostels;9;9;1074;1033;5539;11739
2020;08;Campingplätze;3;3;-;-;-;-
2020;08;sonstige;25;25;1272;1213;7491;23871
2020;09;Hotels;66;65;15866;15577;121657;275667
2020;09;Hotels garni;36;33;5112;4830;41428;89684
2020;09;Gasthöfe;15;14;356;342;2447;4909
2020;09;Pensionen;32;30;796;736;4114;11372
2020;09;Jugendherbergen, Hütten und Hostels;9;9;1074;1043;4553;9663
2020;09;Campingplätze;3;3;-;-;-;-
2020;09;sonstige;26;26;1342;1275;6472;21291
2020;10;Hotels;66;65;15869;14883;107363;251897
2020;10;Hotels garni;36;34;5112;4855;34807;80590
2020;10;Gasthöfe;15;14;356;342;2278;4891
2020;10;Pensionen;32;31;796;736;3770;11472
2020;10;Jugendherbergen, Hütten und Hostels;9;9;1074;1033;3122;9253
2020;10;Campingplätze;3;3;-;-;-;-
2020;10;sonstige;26;26;1322;1283;6228;22261
2020;11;Hotels;66;60;15870;14123;14620;29578
2020;11;Hotels garni;36;33;5203;4809;4158;10179
2020;11;Gasthöfe;15;13;358;322;270;678
2020;11;Pensionen;31;28;794;699;1056;4081
2020;11;Jugendherbergen, Hütten und Hostels;9;8;1074;955;413;2590
2020;11;Campingplätze;3;1;-;-;-;-
2020;11;sonstige;26;24;1322;1193;1333;8489
2020;12;Hotels;66;54;15902;12123;10066;19748
2020;12;Hotels garni;36;28;5201;4242;2546;6572
2020;12;Gasthöfe;15;10;358;276;181;446
2020;12;Pensionen;31;26;794;654;694;2506
2020;12;Jugendherbergen, Hütten und Hostels;9;7;1074;849;157;1443
2020;12;Campingplätze;3;1;-;-;0;0
2020;12;sonstige;26;23;1322;1147;735;4292
2021;01;Hotels;66;48;15703;10370;7704;16733
2021;01;Hotels garni;36;25;5200;3639;1626;5188
2021;01;Gasthöfe;15;10;358;264;176;535
2021;01;Pensionen;31;25;794;610;586;2274
2021;01;Jugendherbergen, Hütten und Hostels;9;5;-;-;-;-
2021;01;Campingplätze;3;1;-;-;-;-
2021;01;sonstige;26;20;2394;936;557;4572
2021;02;Hotels;66;48;15701;10942;10776;23841
2021;02;Hotels garni;36;25;5200;3806;2313;5837
2021;02;Gasthöfe;15;11;358;283;223;784
2021;02;Pensionen;31;27;794;670;863;2604
2021;02;Jugendherbergen, Hütten und Hostels;9;5;-;-;-;-
2021;02;Campingplätze;3;1;-;-;-;-
2021;02;sonstige;26;22;2394;1172;851;6068
2021;03;Hotels;66;48;15701;10651;15312;32724
2021;03;Hotels garni;35;26;5173;4102;3840;9746
2021;03;Gasthöfe;15;11;358;293;260;919
2021;03;Pensionen;30;26;778;633;1221;3856
2021;03;Jugendherbergen, Hütten und Hostels;9;6;1074;781;248;2212
2021;03;Campingplätze;3;1;-;-;-;-
2021;03;sonstige;26;22;1320;871;1357;8069
2021;04;Hotels;65;48;15405;10271;13898;28134
2021;04;Hotels garni;36;27;5543;4459;4030;10583
2021;04;Gasthöfe;15;12;358;308;263;821
2021;04;Pensionen;30;27;778;652;1002;3973
2021;04;Jugendherbergen, Hütten und Hostels;9;6;1043;781;191;1405
2021;04;Campingplätze;3;1;-;-;-;-
2021;04;sonstige;26;22;1320;867;1221;6846
2021;05;Hotels;64;48;15347;10644;15453;29875
2021;05;Hotels garni;36;29;5551;4948;5373;11587
2021;05;Gasthöfe;15;12;358;308;456;1219
2021;05;Pensionen;30;27;776;646;1266;4749
2021;05;Jugendherbergen, Hütten und Hostels;9;6;1043;781;299;1593
2021;05;Campingplätze;3;3;-;-;-;-
2021;05;sonstige;26;24;1320;1246;1923;9272
2021;06;Hotels;63;60;15304;14799;45745;92260
2021;06;Hotels garni;36;32;5551;5097;16960;33876
2021;06;Gasthöfe;15;14;358;340;1387;2392
2021;06;Pensionen;30;28;774;695;1999;6259
2021;06;Jugendherbergen, Hütten und Hostels;9;7;1043;859;1012;3230
2021;06;Campingplätze;3;3;-;-;-;-
2021;06;sonstige;26;26;1320;1272;4298;15750
2021;07;Hotels;63;60;15300;15022;99597;208032
2021;07;Hotels garni;35;33;5507;5323;35305;74734
2021;07;Gasthöfe;15;14;358;340;2178;4422
2021;07;Pensionen;30;29;791;739;3623;10513
2021;07;Jugendherbergen, Hütten und Hostels;8;8;1005;1005;4583;11556
2021;07;Campingplätze;3;3;-;-;-;-
2021;07;sonstige;26;26;1320;1298;7871;28854
2021;08;Hotels;63;60;15385;15102;126919;283066
2021;08;Hotels garni;35;34;5502;5432;43470;98241
2021;08;Gasthöfe;15;14;358;340;2555;5855
2021;08;Pensionen;30;29;791;741;4532;12296
2021;08;Jugendherbergen, Hütten und Hostels;8;8;1029;1029;6454;13848
2021;08;Campingplätze;3;3;-;-;-;-
2021;08;sonstige;26;26;1325;1305;7798;27982
2021;09;Hotels;63;61;15384;15075;119787;257679
2021;09;Hotels garni;34;33;5368;5330;39216;87725
2021;09;Gasthöfe;15;13;355;330;2213;4860
2021;09;Pensionen;31;29;815;684;3832;9978
2021;09;Jugendherbergen, Hütten und Hostels;8;8;1029;1029;6293;15450
2021;09;Campingplätze;3;3;-;-;-;-
2021;09;sonstige;27;26;1381;1290;5966;22338
2021;10;Hotels;63;61;15384;15202;127655;275998
2021;10;Hotels garni;35;35;5372;5352;42380;94677
2021;10;Gasthöfe;14;13;345;330;2323;5035
2021;10;Pensionen;31;30;815;712;4146;11656
2021;10;Jugendherbergen, Hütten und Hostels;8;8;1030;1030;6772;16630
2021;10;Campingplätze;3;3;-;-;-;-
2021;10;sonstige;27;27;1381;1354;6902;28090
2021;11;Hotels;63;61;15380;15173;60748;123534
2021;11;Hotels garni;35;35;5368;5296;19242;41652
2021;11;Gasthöfe;14;13;345;330;871;1743
2021;11;Pensionen;31;30;815;762;2232;6478
2021;11;Jugendherbergen, Hütten und Hostels;8;8;1030;1030;2422;5942
2021;11;Campingplätze;3;2;-;-;-;-
2021;11;sonstige;27;27;1373;1342;2840;12006
2021;12;Hotels;63;59;15380;14569;17973;32978
2021;12;Hotels garni;35;33;5358;5028;4860;10585
2021;12;Gasthöfe;12;11;310;293;454;838
2021;12;Pensionen;30;28;801;734;813;2964
2021;12;Jugendherbergen, Hütten und Hostels;8;7;1030;923;302;1425
2021;12;Campingplätze;3;0;-;-;-;-
2021;12;sonstige;27;25;1373;1217;1200;6693
2022;01;Hotels;62;60;15275;13833;23347;42727
2022;01;Hotels garni;34;31;5339;4810;6746;14682
2022;01;Gasthöfe;12;11;308;291;481;1059
2022;01;Pensionen;30;28;789;733;1135;3811
2022;01;Jugendherbergen, Hütten und Hostels;8;7;1030;923;568;3100
2022;01;Campingplätze;3;0;-;-;-;-
2022;01;sonstige;25;24;1332;1283;1620;8303
2022;02;Hotels;62;58;15275;13671;41911;78059
2022;02;Hotels garni;34;32;5339;5100;11892;23448
2022;02;Gasthöfe;12;11;308;288;945;1857
2022;02;Pensionen;30;28;794;735;1699;4732
2022;02;Jugendherbergen, Hütten und Hostels;8;7;1030;870;909;3840
2022;02;Campingplätze;3;0;-;-;-;-
2022;02;sonstige;25;22;1332;1209;1996;9226
2022;03;Hotels;62;61;15268;14907;63755;129682
2022;03;Hotels garni;34;34;5339;5324;22370;46161
2022;03;Gasthöfe;12;11;308;293;984;1968
2022;03;Pensionen;30;29;774;746;2520;6701
2022;03;Jugendherbergen, Hütten und Hostels;8;8;1030;976;2495;6581
2022;03;Campingplätze;3;2;-;-;-;-
2022;03;sonstige;25;23;1332;1219;2881;13853
2022;04;Hotels;62;61;15268;15120;93230;203843
2022;04;Hotels garni;34;33;5341;5092;32340;68359
2022;04;Gasthöfe;12;11;308;288;1883;4094
2022;04;Pensionen;30;30;794;782;3500;9399
2022;04;Jugendherbergen, Hütten und Hostels;8;8;1045;991;6549;19397
2022;04;Campingplätze;3;3;-;-;1188;3956
2022;04;sonstige;25;24;1332;1238;4120;16337
2022;05;Hotels;62;61;15268;15080;108588;231229
2022;05;Hotels garni;34;34;5341;5332;40091;80969
2022;05;Gasthöfe;12;11;308;288;2127;4385
2022;05;Pensionen;30;30;794;781;3692;10028
2022;05;Jugendherbergen, Hütten und Hostels;8;8;1045;976;6979;16593
2022;05;Campingplätze;3;3;-;-;1931;6355
2022;05;sonstige;25;25;1332;1294;4339;17956
2022;06;Hotels;62;61;15270;15131;112459;230394
2022;06;Hotels garni;34;34;5341;5317;42117;84932
2022;06;Gasthöfe;12;11;308;288;2223;4736
2022;06;Pensionen;29;29;781;770;4042;11159
2022;06;Jugendherbergen, Hütten und Hostels;8;8;1052;985;7848;18723
2022;06;Campingplätze;3;3;-;-;2781;7287
2022;06;sonstige;25;25;1334;1293;4738;17677
2022;07;Hotels;62;61;15333;15254;134542;263285
2022;07;Hotels garni;34;34;5349;5340;49794;94015
2022;07;Gasthöfe;12;12;310;305;2564;5056
2022;07;Pensionen;28;28;758;749;4844;11711
2022;07;Jugendherbergen, Hütten und Hostels;8;8;1052;985;8592;19412
2022;07;Campingplätze;3;3;-;-;3542;10026
2022;07;sonstige;24;24;1314;1283;5830;18772
2022;08;Hotels;62;61;15368;15284;136263;273014
2022;08;Hotels garni;34;34;5350;5318;49905;97230
2022;08;Gasthöfe;12;12;310;305;2540;4995
2022;08;Pensionen;28;28;758;747;4876;11921
2022;08;Jugendherbergen, Hütten und Hostels;8;8;1052;985;7704;19053
2022;08;Campingplätze;3;3;-;-;3537;9646
2022;08;sonstige;24;24;1310;1288;6188;19676
2022;09;Hotels;62;61;15373;15256;123775;255879
2022;09;Hotels garni;34;34;5352;5293;45273;89618
2022;09;Gasthöfe;12;12;310;305;2398;4838
2022;09;Pensionen;28;28;751;747;3845;9901
2022;09;Jugendherbergen, Hütten und Hostels;8;8;1052;984;7099;18386
2022;09;Campingplätze;3;3;-;-;2873;7500
2022;09;sonstige;24;24;1302;1274;4758;16558
2022;10;Hotels;63;61;15738;15226;118361;256052
2022;10;Hotels garni;35;34;6071;5302;44727;90566
2022;10;Gasthöfe;12;12;310;305;2409;5063
2022;10;Pensionen;27;27;731;727;3761;9748
2022;10;Jugendherbergen, Hütten und Hostels;8;8;1052;984;6213;15799
2022;10;Campingplätze;3;3;-;-;1744;5205
2022;10;sonstige;24;24;1302;1280;5541;19098
2022;11;Hotels;63;62;15738;15581;102870;197743
2022;11;Hotels garni;35;35;6071;6049;38513;70762
2022;11;Gasthöfe;12;12;310;305;1839;3336
2022;11;Pensionen;27;27;731;727;3005;6944
2022;11;Jugendherbergen, Hütten und Hostels;8;8;1052;984;4214;10413
2022;11;Campingplätze;3;2;-;-;-;-
2022;11;sonstige;23;23;1272;1243;4311;15147
2022;12;Hotels;63;62;15738;15414;142324;273232
2022;12;Hotels garni;35;35;6073;6065;49035;94914
2022;12;Gasthöfe;12;12;310;303;2121;4257
2022;12;Pensionen;27;27;731;677;3985;9234
2022;12;Jugendherbergen, Hütten und Hostels;8;8;1052;984;5889;13346
2022;12;Campingplätze;3;2;-;-;-;-
2022;12;sonstige;23;23;1272;1244;5789;17648
2023;01;Hotels;64;63;15750;15490;66975;131341
2023;01;Hotels garni;34;32;5758;5244;21711;40332
2023;01;Gasthöfe;12;12;310;305;1216;2064
2023;01;Pensionen;27;26;731;711;2229;6670
2023;01;Jugendherbergen, Hütten und Hostels;8;8;1000;984;2805;8367
2023;01;Campingplätze;3;2;-;-;-;-
2023;01;sonstige;23;23;1268;1225;3520;13246
2023;02;Hotels;65;63;16048;15108;70586;138600
2023;02;Hotels garni;34;32;5758;5236;21681;43211
2023;02;Gasthöfe;12;12;310;305;1001;1955
2023;02;Pensionen;28;26;741;711;2388;6929
2023;02;Jugendherbergen, Hütten und Hostels;8;8;1000;982;3244;9602
2023;02;Campingplätze;3;1;-;-;-;-
2023;02;sonstige;28;22;1508;1211;3316;11772
2023;03;Hotels;65;64;16071;15411;101550;207260
2023;03;Hotels garni;34;33;5758;5273;28910;61370
2023;03;Gasthöfe;12;12;310;305;1515;3050
2023;03;Pensionen;29;29;759;757;3132;8222
2023;03;Jugendherbergen, Hütten und Hostels;8;8;1007;989;6354;16157
2023;03;Campingplätze;3;2;-;-;-;-
2023;03;sonstige;28;27;1496;1441;6048;19412
2023;04;Hotels;65;64;16086;15240;115763;245942
2023;04;Hotels garni;34;34;5759;5749;39500;89245
2023;04;Gasthöfe;12;12;305;305;2039;4392
2023;04;Pensionen;29;29;759;757;3546;9773
2023;04;Jugendherbergen, Hütten und Hostels;8;8;1007;981;6315;16619
2023;04;Campingplätze;3;3;-;-;940;2184
2023;04;sonstige;28;28;1551;1511;6831;22483
2023;05;Hotels;65;64;15976;15367;130282;269432
2023;05;Hotels garni;34;34;5759;5725;41377;89558
2023;05;Gasthöfe;12;12;311;311;2604;5152
2023;05;Pensionen;29;29;759;747;4269;11328
2023;05;Jugendherbergen, Hütten und Hostels;8;8;992;981;6995;16320
2023;05;Campingplätze;3;3;-;-;2811;8037
2023;05;sonstige;28;28;1553;1500;7200;22349
2023;06;Hotels;65;64;16000;15399;125187;252143
2023;06;Hotels garni;34;34;5761;5749;40893;87380
2023;06;Gasthöfe;12;12;305;305;2445;4720
2023;06;Pensionen;29;29;763;751;3980;10419
2023;06;Jugendherbergen, Hütten und Hostels;9;8;1027;981;7411;18057
2023;06;Campingplätze;3;3;-;-;2972;8183
2023;06;sonstige;28;28;1553;1498;7167;21125
2023;07;Hotels;65;64;16029;15361;131026;260069
2023;07;Hotels garni;34;33;5781;5511;43119;87293
2023;07;Gasthöfe;12;12;311;311;2468;4573
2023;07;Pensionen;29;29;780;764;4158;10383
2023;07;Jugendherbergen, Hütten und Hostels;9;9;1028;1017;7886;17407
2023;07;Campingplätze;3;3;-;-;5319;8436
2023;07;sonstige;28;28;1561;1518;8442;23109
2023;08;Hotels;66;65;16065;15399;140944;285026
2023;08;Hotels garni;34;33;5781;5515;47056;97281
2023;08;Gasthöfe;12;12;311;311;3016;5252
2023;08;Pensionen;29;29;784;770;4438;10897
2023;08;Jugendherbergen, Hütten und Hostels;9;9;1028;1017;6977;16453
2023;08;Campingplätze;3;3;-;-;3665;8354
2023;08;sonstige;28;28;1564;1514;8710;24560
2023;09;Hotels;66;65;16036;15369;142068;284845
2023;09;Hotels garni;34;33;5780;5522;44631;92626
2023;09;Gasthöfe;12;12;311;311;2805;5166
2023;09;Pensionen;29;29;784;774;4492;10635
2023;09;Jugendherbergen, Hütten und Hostels;9;9;1027;1017;7572;18359
2023;09;Campingplätze;3;3;-;-;2861;7057
2023;09;sonstige;28;28;1562;1516;7304;21038
2023;10;Hotels;66;65;16034;15445;127799;277153
2023;10;Hotels garni;34;33;5780;5520;40841;91985
2023;10;Gasthöfe;12;12;311;311;2497;5348
2023;10;Pensionen;29;29;784;774;4065;10880
2023;10;Jugendherbergen, Hütten und Hostels;9;9;1027;1017;6424;15997
2023;10;Campingplätze;3;3;-;-;2226;7038
2023;10;sonstige;28;28;1562;1512;7266;22167
2023;11;Hotels;65;64;16011;15432;105762;202732
2023;11;Hotels garni;35;33;6234;5881;33362;63874
2023;11;Gasthöfe;12;12;311;311;1746;3123
2023;11;Pensionen;29;29;784;770;3351;8265
2023;11;Jugendherbergen, Hütten und Hostels;9;9;1027;1017;4348;9400
2023;11;Campingplätze;3;2;-;-;-;-
2023;11;sonstige;28;28;1562;1502;5494;16672
2023;12;Hotels;65;64;16011;15352;148652;299085
2023;12;Hotels garni;35;34;6178;5928;52856;105104
2023;12;Gasthöfe;12;12;311;311;2587;4991
2023;12;Pensionen;30;30;863;853;5237;12404
2023;12;Jugendherbergen, Hütten und Hostels;9;9;1027;1017;7133;13635
2023;12;Campingplätze;3;2;-;-;-;-
2023;12;sonstige;28;28;1562;1495;8454;23413
2024;01;Hotels;65;63;15899;15191;68696;132193
2024;01;Hotels garni;35;34;6224;6177;23875;44366
2024;01;Gasthöfe;12;12;311;311;1179;2041
2024;01;Pensionen;30;30;866;845;2338;6391
2024;01;Jugendherbergen, Hütten und Hostels;9;9;1027;1016;2329;5789
2024;01;Campingplätze;3;2;-;-;-;-
2024;01;sonstige;28;27;1536;1481;4837;14783
2024;02;Hotels;65;65;15691;15339;79602;154177
2024;02;Hotels garni;35;34;6284;6240;27352;56583
2024;02;Gasthöfe;12;12;311;311;1177;2265
2024;02;Pensionen;30;28;866;793;2783;6953
2024;02;Jugendherbergen, Hütten und Hostels;9;9;1025;1016;2985;7305
2024;02;Campingplätze;3;1;-;-;-;-
2024;02;sonstige;28;27;1555;1497;5132;14225
2024;03;Hotels;65;65;15660;15484;116057;233179
2024;03;Hotels garni;35;35;6224;6208;40680;80569
2024;03;Gasthöfe;12;12;311;311;1778;3569
2024;03;Pensionen;30;30;867;849;3641;8904
2024;03;Jugendherbergen, Hütten und Hostels;9;9;1025;1016;5520;13131
2024;03;Campingplätze;3;3;-;-;1074;3066
2024;03;sonstige;28;27;1555;1499;6544;18807
2024;04;Hotels;65;65;15735;15568;112254;223152
2024;04;Hotels garni;35;35;6224;6212;38003;79409
2024;04;Gasthöfe;12;12;311;311;2063;3627
2024;04;Pensionen;30;30;867;848;3257;8666
2024;04;Jugendherbergen, Hütten und Hostels;9;9;1017;1016;5620;13739
2024;04;Campingplätze;3;3;-;-;1852;4902
2024;04;sonstige;28;28;1574;1535;6782;17913
2024;05;Hotels;65;65;15959;15866;150795;297567
2024;05;Hotels garni;35;35;6276;6269;52093;104782
2024;05;Gasthöfe;12;12;311;311;2716;5463
2024;05;Pensionen;30;30;857;848;5354;13049
2024;05;Jugendherbergen, Hütten und Hostels;9;9;1017;1016;8301;17182
2024;05;Campingplätze;3;3;-;-;3771;10227
2024;05;sonstige;28;28;1569;1534;8189;21685
2024;06;Hotels;65;65;16001;15869;138341;263913
2024;06;Hotels garni;36;35;6528;6265;48087;94946
2024;06;Gasthöfe;12;12;311;311;2460;4808
2024;06;Pensionen;30;30;857;848;4814;12181
2024;06;Jugendherbergen, Hütten und Hostels;9;9;1017;1016;7147;15644
2024;06;Campingplätze;3;3;-;-;3004;6355
2024;06;sonstige;28;28;1569;1526;7658;20016
2024;07;Hotels;65;65;15985;15878;130296;254459
2024;07;Hotels garni;35;35;6476;6467;46113;93580
2024;07;Gasthöfe;12;12;311;311;2222;4436
2024;07;Pensionen;29;29;845;834;4676;11646
2024;07;Jugendherbergen, Hütten und Hostels;9;9;1017;1016;6621;14890
2024;07;Campingplätze;3;3;-;-;3440;7320
2024;07;sonstige;28;28;1569;1526;7332;20881
2024;08;Hotels;65;65;15985;15885;157422;304483
2024;08;Hotels garni;35;35;6476;6467;55237;109993
2024;08;Gasthöfe;12;12;311;311;2597;5077
2024;08;Pensionen;29;29;845;832;4927;11084
2024;08;Jugendherbergen, Hütten und Hostels;9;9;1017;1016;6976;14208
2024;08;Campingplätze;3;3;-;-;3787;9482
2024;08;sonstige;28;28;1564;1531;7890;21530
2024;09;Hotels;65;65;15955;15911;133363;274079
2024;09;Hotels garni;35;35;6473;6414;46195;97655
2024;09;Gasthöfe;12;12;311;311;2382;4830
2024;09;Pensionen;29;29;845;784;3816;9528
2024;09;Jugendherbergen, Hütten und Hostels;9;9;1017;1016;7126;18634
2024;09;Campingplätze;3;3;-;-;2653;6447
2024;09;sonstige;28;28;1560;1525;6725;19755
2024;10;Hotels;65;65;16066;16015;133751;280462
2024;10;Hotels garni;35;35;6473;6405;50766;110178
2024;10;Gasthöfe;12;12;311;311;2372;4908
2024;10;Pensionen;29;29;845;786;3948;10146
2024;10;Jugendherbergen, Hütten und Hostels;9;9;1017;1017;6875;16813
2024;10;Campingplätze;3;3;-;-;2120;5552
2024;10;sonstige;27;27;1558;1525;6902;20609
2024;11;Hotels;65;65;16066;15998;111990;218796
2024;11;Hotels garni;35;34;6473;6395;39423;77171
2024;11;Gasthöfe;12;12;311;311;1987;3697
2024;11;Pensionen;28;28;821;807;3387;8223
2024;11;Jugendherbergen, Hütten und Hostels;9;9;1017;1017;4520;10028
2024;11;Campingplätze;3;2;-;-;-;-
2024;11;sonstige;27;27;1552;1525;6464;18411
2024;12;Hotels;65;65;16058;15991;159948;318672
2024;12;Hotels garni;35;35;6473;6415;59266;116082
2024;12;Gasthöfe;12;12;311;311;2550;5066
2024;12;Pensionen;28;28;821;808;5003;12071
2024;12;Jugendherbergen, Hütten und Hostels;9;9;1017;1016;6620;13139
2024;12;Campingplätze;3;2;-;-;-;-
2024;12;sonstige;27;27;1545;1523;9045;23142
2025;01;Hotels;65;65;16042;15934;76851;152109
2025;01;Hotels garni;35;34;6473;6394;26321;48950
2025;01;Gasthöfe;12;12;315;315;981;1910
2025;01;Pensionen;28;27;829;807;2417;5993
2025;01;Jugendherbergen, Hütten und Hostels;9;9;1016;1016;2131;5543
2025;01;Campingplätze;3;2;-;-;-;-
2025;01;sonstige;27;26;1545;1513;5324;15244
2025;02;Hotels;65;64;16081;15846;75979;142246
2025;02;Hotels garni;35;35;6473;6399;25553;49296
2025;02;Gasthöfe;12;12;315;315;1151;2121
2025;02;Pensionen;28;27;829;805;2384;6827
2025;02;Jugendherbergen, Hütten und Hostels;9;9;1016;1016;2314;6280
2025;02;Campingplätze;3;1;-;-;-;-
2025;02;sonstige;27;26;1539;1513;4112;12681
2025;03;Hotels;64;63;16051;15768;101604;201976
2025;03;Hotels garni;35;35;6474;6402;35179;71183
2025;03;Gasthöfe;12;12;315;315;1661;2995
2025;03;Pensionen;28;27;829;807;2892;7884
2025;03;Jugendherbergen, Hütten und Hostels;9;9;1016;1016;4468;10349
2025;03;Campingplätze;3;2;-;-;-;-
2025;03;sonstige;27;26;1540;1512;5311;17368
2025;04;Hotels;64;62;16052;15749;116535;240713
2025;04;Hotels garni;34;34;6438;6361;41164;90961
2025;04;Gasthöfe;12;12;315;315;1965;3957
2025;04;Pensionen;28;28;829;819;3352;9619
