Jahr;Stadtraum;Heizenergie;Anteil in %
2022;15 Cotta, Löbtau, Naußlitz, Dölzschen;Gas;"86,5 "
2022;15 Cotta, Löbtau, Naußlitz, Dölzschen;Öl;"1    "
2022;15 Cotta, Löbtau, Naußlitz, Dölzschen;Strom;"7,2  "
2022;15 Cotta, Löbtau, Naußlitz, Dölzschen;sonstige;"2,2  "
2022;16 Gorbitz;Kohle;"k.A. "
2022;16 Gorbitz;Gas;"k.A. "
2022;16 Gorbitz;Öl;"k.A. "
2022;16 Gorbitz;Strom;"k.A. "
2022;16 Gorbitz;sonstige;"k.A. "
2022;17 Briesnitz und westliche OS;Kohle;"0,4  "
2022;17 Briesnitz und westliche OS;Gas;"68,8 "
2022;17 Briesnitz und westliche OS;Öl;"8,6  "
2022;17 Briesnitz und westliche OS;Strom;"14,4 "
2022;17 Briesnitz und westliche OS;sonstige;"7,7  "
2022;18 Dresden gesamt;Kohle;"0,8  "
2022;18 Dresden gesamt;Gas;"81,1 "
2022;18 Dresden gesamt;Öl;"4,6  "
2022;18 Dresden gesamt;Strom;"8,6  "
2022;18 Dresden gesamt;sonstige;"4,9  "
2024;01 StB Altstadt ohne Johannstadt;Kohle;"0,9  "
2024;01 StB Altstadt ohne Johannstadt;Gas;"78,2 "
2024;01 StB Altstadt ohne Johannstadt;Öl;"1,7  "
2024;01 StB Altstadt ohne Johannstadt;Strom;"16,2 "
2024;01 StB Altstadt ohne Johannstadt;sonstige;"3    "
2024;02 Johannstadt;Kohle;"2    "
2024;02 Johannstadt;Gas;"78,9 "
2024;02 Johannstadt;Öl;"0    "
2024;02 Johannstadt;Strom;"16,9 "
2024;02 Johannstadt;sonstige;"2,2  "
2024;03 StB Neustadt ohne Leipziger Vorstadt;Kohle;"2    "
2024;03 StB Neustadt ohne Leipziger Vorstadt;Gas;"82   "
2024;03 StB Neustadt ohne Leipziger Vorstadt;Öl;"2,3  "
2024;03 StB Neustadt ohne Leipziger Vorstadt;Strom;"11,7 "
2024;03 StB Neustadt ohne Leipziger Vorstadt;sonstige;"2    "
2024;04 Leipziger Vorstadt, Pieschen;Kohle;"0    "
2024;04 Leipziger Vorstadt, Pieschen;Gas;"82,3 "
2024;04 Leipziger Vorstadt, Pieschen;Öl;"1,6  "
2024;04 Leipziger Vorstadt, Pieschen;Strom;"7,4  "
2024;04 Leipziger Vorstadt, Pieschen;sonstige;"8,7  "
2024;05 Mickten, Kaditz, Trachau;Kohle;"1,2  "
2024;05 Mickten, Kaditz, Trachau;Gas;"84,7 "
2024;05 Mickten, Kaditz, Trachau;Öl;"5,1  "
2024;05 Mickten, Kaditz, Trachau;Strom;"8,2  "
2024;05 Mickten, Kaditz, Trachau;sonstige;"0,9  "
2024;06 StB Klotzsche und nördliche OS;Kohle;"0    "
2024;06 StB Klotzsche und nördliche OS;Gas;"73   "
2024;06 StB Klotzsche und nördliche OS;Öl;"5,5  "
2024;06 StB Klotzsche und nördliche OS;Strom;"18,3 "
2024;06 StB Klotzsche und nördliche OS;sonstige;"3,2  "
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Kohle;"0    "
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Gas;"78,7 "
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Öl;"10   "
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Strom;"6,9  "
2024;07 StB Loschwitz und OS Schönfeld-Weißig;sonstige;"4,4  "
2024;08 Blasewitz, Striesen;Kohle;"0    "
2024;08 Blasewitz, Striesen;Gas;"90,1 "
2024;08 Blasewitz, Striesen;Öl;"1,5  "
2024;08 Blasewitz, Striesen;Strom;"6,8  "
2024;08 Blasewitz, Striesen;sonstige;"1,5  "
2024;09 Tolkewitz, Seidnitz, Gruna;Kohle;"0    "
2024;09 Tolkewitz, Seidnitz, Gruna;Gas;"91   "
2024;09 Tolkewitz, Seidnitz, Gruna;Öl;"2,3  "
2024;09 Tolkewitz, Seidnitz, Gruna;Strom;"4,2  "
2024;09 Tolkewitz, Seidnitz, Gruna;sonstige;"2,6  "
2024;10 StB Leuben;Kohle;"0    "
2024;10 StB Leuben;Gas;"91,9 "
2024;10 StB Leuben;Öl;"1,3  "
2024;10 StB Leuben;Strom;"4    "
2024;10 StB Leuben;sonstige;"2,8  "
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Kohle;"k.A. "
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Gas;"k.A. "
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Öl;"k.A. "
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Strom;"k.A. "
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);sonstige;"k.A. "
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Kohle;"0    "
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Gas;"84,8 "
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Öl;"4,9  "
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Strom;"8,3  "
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);sonstige;"2    "
2024;13 Südvorstadt, Zschertnitz;Kohle;"0    "
2024;13 Südvorstadt, Zschertnitz;Gas;"75,7 "
2024;13 Südvorstadt, Zschertnitz;Öl;"3,5  "
2024;13 Südvorstadt, Zschertnitz;Strom;"19,9 "
2024;13 Südvorstadt, Zschertnitz;sonstige;"0,9  "
2024;14 Mockritz, Coschütz, Plauen;Kohle;"0    "
2024;14 Mockritz, Coschütz, Plauen;Gas;"84,4 "
2024;14 Mockritz, Coschütz, Plauen;Öl;"3,1  "
2024;14 Mockritz, Coschütz, Plauen;Strom;"9,4  "
2024;14 Mockritz, Coschütz, Plauen;sonstige;"3,1  "
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Kohle;"0    "
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Gas;"89,7 "
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Öl;"4    "
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Strom;"6,2  "
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;sonstige;"0,2  "
2024;16 Gorbitz;Kohle;"k.A. "
2024;16 Gorbitz;Gas;"k.A. "
2024;16 Gorbitz;Öl;"k.A. "
2024;16 Gorbitz;Strom;"k.A. "
2024;16 Gorbitz;sonstige;"k.A. "
2024;17 Briesnitz und westliche OS;Kohle;"0,8  "
2024;17 Briesnitz und westliche OS;Gas;"74   "
2024;17 Briesnitz und westliche OS;Öl;"6,9  "
2024;17 Briesnitz und westliche OS;Strom;"15,7 "
2024;17 Briesnitz und westliche OS;sonstige;"2,6  "
2024;18 Dresden gesamt;Kohle;"0,3  "
2024;18 Dresden gesamt;Gas;"83,2 "
2024;18 Dresden gesamt;Öl;"4    "
2024;18 Dresden gesamt;Strom;"9,5  "
2024;18 Dresden gesamt;sonstige;"3    "
