Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Bautätigkeit - Art;Genehmigungsjahr;Anzahl Gebäude;Wohnungen gesamt
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;1999;3;25
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2000;2;1
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2001;1;0
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2004;2;2
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2005;40;217
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2006;9;35
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2007;19;159
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2008;4;35
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2009;11;46
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2010;6;40
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2011;5;19
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2012;4;8
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2013;1;2
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2014;2;6
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2015;3;6
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2016;2;1
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2017;6;4
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2018;1;12
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2019;4;35
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2020;11;50
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2021;11;90
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2022;11;55
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2023;1;6
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2024;1;0
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2025;4;13
77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2026;2;0
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1993;6;29
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1994;9;15
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1995;2;75
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1996;12;62
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1997;7;18
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1998;1;32
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1999;2;0
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2000;1;0
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2001;1;0
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2002;2;7
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2003;1;2
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2004;4;9
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2005;2;0
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2006;1;1
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2007;1;2
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2008;4;16
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2009;4;26
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2010;1;0
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2011;6;9
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2012;4;191
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2013;3;29
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2014;5;9
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2015;9;84
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2016;8;89
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2017;12;382
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2018;10;53
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2019;2;9
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2020;1;10
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2022;1;0
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2023;2;137
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2024;1;0
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2025;20;273
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2026;4;0
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1992;4;4
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1993;8;7
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1994;4;35
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1995;5;46
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1996;7;90
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1997;11;701
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1998;10;126
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1999;59;657
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2000;85;891
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2001;13;103
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2002;5;40
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2003;4;40
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2004;13;102
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2005;3;30
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2006;18;146
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2007;9;48
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2008;3;21
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2009;6;26
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2010;10;72
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2011;13;119
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2012;5;31
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2013;3;64
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2014;6;52
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2015;31;233
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2016;3;8
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2017;25;191
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2018;8;96
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2019;2;8
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2020;2;26
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2021;9;66
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2022;2;15
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2023;2;0
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2024;11;118
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2025;3;12
81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2026;1;4
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1992;3;22
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1993;12;62
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1994;4;40
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1995;5;31
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1996;4;54
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1997;2;1
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1998;3;14
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1999;4;16
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2000;3;4
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2001;48;93
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2003;1;1
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2004;1;1
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2006;9;9
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2007;9;17
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2008;6;8
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2009;4;77
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2010;1;0
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2011;3;9
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2012;14;105
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2013;3;36
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2014;4;82
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2015;5;54
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2016;1;15
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2017;3;30
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2018;4;40
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2019;3;46
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2020;4;18
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2021;2;16
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2022;2;2
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2024;1;7
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2025;2;12
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1992;2;3
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1993;1;1
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1994;2;0
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1996;1;6
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1997;4;59
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1998;1;0
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1999;2;8
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2000;1;2
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2001;7;254
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2002;3;23
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2003;2;3
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2004;2;4
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2005;2;224
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2006;3;162
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2007;8;300
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2008;14;296
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2009;6;34
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2010;1;5
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2011;3;68
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2012;2;90
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2013;2;39
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2014;4;78
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2015;2;3
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2016;1;0
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2017;7;203
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2018;7;161
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2020;15;594
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2021;2;20
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2022;3;5
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2023;1;0
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2024;5;643
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2025;2;28
82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2026;1;1
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1994;4;10
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1995;10;116
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1996;15;271
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1997;2;0
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1998;2;9
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;1999;4;5
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2000;1;0
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2002;1;1
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2003;4;2
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2004;1;1
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2005;2;1
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2006;14;13
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2007;8;7
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2008;7;1
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2011;2;22
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2012;4;0
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2013;1;0
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2014;5;71
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2016;1;0
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2018;12;95
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2020;4;2
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2021;5;1
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2022;3;1
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2024;2;0
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2025;6;18
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Neubau;2026;2;2
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1994;1;3
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1995;2;12
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1996;2;17
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1997;3;25
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1998;5;28
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;1999;4;15
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2000;2;5
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2001;1;1
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2002;3;187
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2003;9;43
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2004;8;62
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2005;4;5
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2006;3;5
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2007;5;58
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2008;3;2
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2009;7;55
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2010;9;54
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2011;10;100
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2012;8;48
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2013;11;120
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2014;7;47
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2015;6;48
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2016;15;142
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2017;18;341
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2018;9;87
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2019;3;17
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2020;8;80
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2021;17;154
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2022;1;0
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2023;11;280
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2024;10;100
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2025;1;0
83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;Umbau;2026;6;249
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1992;9;39
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1993;12;23
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1994;39;290
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1995;16;40
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1996;7;89
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1997;92;177
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1998;16;25
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1999;15;16
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2000;3;1
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2001;3;3
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2002;4;5
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2003;9;11
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2004;11;11
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2005;26;26
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2006;20;18
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2007;3;3
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2008;5;8
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2009;6;6
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2010;11;12
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2011;12;60
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2012;11;11
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2014;21;131
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2015;1;3
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2016;2;2
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2017;4;3
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2018;2;2
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2019;1;3
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2020;5;41
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2021;3;2
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2022;2;0
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2023;8;51
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;1992;1;0
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;1993;1;1
84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;1994;2;6
