Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Bautätigkeit - Art;Genehmigungsjahr;Anzahl Gebäude;Wohnungen gesamt
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2010;10;40
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2011;26;202
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2012;25;233
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2013;6;20
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2014;13;70
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2015;7;20
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2016;17;91
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2017;21;164
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2018;13;45
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2019;26;252
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2020;10;52
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2021;11;104
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2022;12;77
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2023;3;14
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2024;10;37
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2025;6;35
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2026;6;42
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1992;4;23
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1993;16;59
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1994;8;30
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1995;11;11
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1996;8;14
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1997;4;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1998;6;6
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1999;3;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2000;3;0
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2001;1;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2002;2;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2003;3;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2004;3;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2005;4;3
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2006;1;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2007;4;5
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2008;5;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2009;5;5
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2010;5;4
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2011;5;3
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2012;5;6
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2013;11;9
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2014;5;21
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2015;2;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2016;3;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2017;4;4
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2018;5;116
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2019;2;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2021;1;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2022;2;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2023;9;13
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2024;5;38
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2025;25;116
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2026;2;19
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1992;2;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1993;7;21
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1994;8;27
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1995;9;36
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1996;19;122
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1997;25;156
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1998;15;117
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1999;3;22
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2000;5;23
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2001;10;42
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2002;4;16
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2003;5;19
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2004;9;17
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2005;3;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2006;16;165
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2007;14;57
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2008;4;10
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2009;3;4
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2010;6;5
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2011;7;31
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2012;3;4
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2013;5;11
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2014;4;5
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2015;10;32
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2016;3;15
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2017;6;11
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2018;7;30
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2019;18;118
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2020;12;23
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2021;2;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2022;3;3
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2023;4;4
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2024;6;21
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2025;3;3
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2026;8;51
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1992;3;10
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1993;14;53
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1994;9;68
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1995;4;33
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1996;9;76
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1997;5;19
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1998;3;16
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1999;1;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2000;1;2
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2001;6;8
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2002;3;9
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2003;4;4
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2004;9;6
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2005;4;3
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2006;1;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2007;1;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2008;1;0
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2009;3;9
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2010;5;3
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2011;2;7
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2012;1;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2013;2;9
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2014;11;16
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2015;2;2
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2016;1;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2017;6;6
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2018;1;2
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2019;4;25
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2020;1;7
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2021;3;15
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2022;1;6
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2023;6;31
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2024;2;0
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2025;1;8
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1992;7;14
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1993;5;15
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1994;5;28
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1995;10;64
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1996;6;32
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1997;23;168
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1998;23;218
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1999;11;73
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2000;9;65
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2001;3;18
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2002;26;174
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2003;5;27
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2004;11;52
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2005;3;8
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2006;6;22
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2007;6;28
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2008;9;40
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2009;17;85
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2010;4;28
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2011;3;10
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2012;1;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2013;6;13
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2014;7;41
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2015;5;21
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2016;9;40
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2017;1;8
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2018;2;10
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2019;4;11
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2020;2;13
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2021;5;24
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2022;4;10
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2023;2;8
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2025;4;12
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2026;4;4
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1992;2;4
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1993;4;32
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1994;19;261
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1995;20;205
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1996;10;74
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1997;16;144
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1998;20;193
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1999;17;163
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2000;13;12
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2001;3;3
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2002;3;4
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2003;12;9
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2004;4;0
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2005;3;2
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2006;8;11
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2007;1;1
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2008;4;3
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2009;9;14
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2010;2;2
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2011;9;8
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2012;10;8
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2013;6;2
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2014;7;30
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2015;9;22
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2016;24;24
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2017;15;56
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2018;4;26
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2019;12;21
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2020;5;2
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2021;1;1
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2022;3;9
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2023;8;38
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2024;2;18
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2025;5;8
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2026;11;101
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1992;4;1
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1993;14;74
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1994;7;30
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1995;25;218
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1996;12;148
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1997;27;246
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1998;23;241
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1999;19;175
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2000;11;89
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2001;16;124
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2002;7;73
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2003;4;15
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2004;8;52
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2005;8;29
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2006;26;183
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2007;9;51
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2008;28;260
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2009;8;90
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2010;19;131
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2011;7;35
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2012;9;41
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2013;6;44
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2014;7;135
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2015;9;46
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2016;7;42
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2017;6;74
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2018;10;64
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2019;1;8
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2020;4;1
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2021;4;24
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2022;4;21
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2023;8;58
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2024;7;47
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2025;7;64
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2026;4;36
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1992;31;146
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1993;26;279
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1994;52;214
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1995;51;212
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1996;57;486
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1997;37;412
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1998;101;106
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1999;46;37
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2000;46;40
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2001;19;19
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2002;32;67
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2003;41;32
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2004;36;35
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2005;25;30
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2006;33;39
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2007;29;32
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2008;21;17
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2009;18;14
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2010;22;26
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2011;16;17
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2012;19;25
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2013;12;9
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2014;26;58
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2015;16;36
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2016;104;168
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2017;34;97
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2018;21;90
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2019;17;64
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2020;16;50
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2021;22;29
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2022;8;6
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2023;20;102
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2024;10;23
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2025;6;34
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2026;3;2
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Umbau;1992;13;15
