Jahr;Quartal;Monat;Wirtschaftszweig 2-Steller;Anzahl Betriebe;Tätige Personen (absolut);"Tätige Personen (Anteil an Gesamtbeschäftigten; in Prozent)";Geleistete Arbeitsstunden (gesamt in 1000h);Geleistete Arbeitsstunden je tätiger Person;Brutto-Entgelte (in 1000 EUR);Brutto-Entgelte je tätiger Person;Gesamtumsatz (in 1000 EUR);"Umsatzanteil Ausland am Gesamtumsatz (absolut; in 1000 EUR)";"Umsatzanteil Eurozone am Gesamtumsatz (absolut; in 1000 EUR)";Gesamtumsatz je tätiger Person;"Umsatzanteil (Anteil an Gesamtsumme des Verarb. Gewerbes; in Prozent)";Umsatz aus eigenen Erzeugnissen gesamt (in 1000 EUR);Umsatz aus eigenen Erzeugnissen Ausland (in 1000 EUR);Umsatz aus eigenen Erzeugnissen je tätiger Person
2023;1. Quartal;01;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;01;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;971;3,6;131;135;2729;2811;10797;-;-;11119;1,7;9983;-;10281
2023;1. Quartal;01;20-Herst. von chemischen Erzeugnissen;4;315;1,2;43;137;1034;3283;7806;2658;1663;24781;1,2;5403;2571;17152
2023;1. Quartal;01;21-Herst. von pharmazeutischen Erzeugnissen;5;1635;6;218;133;7771;4753;37925;22479;21098;23196;6,1;26208;22240;16029
2023;1. Quartal;01;22-Herst. von Gummi- und Kunststoffwaren;3;358;1,3;50;140;1049;2930;6641;-;-;18550;1,1;6631;-;18522
2023;1. Quartal;01;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;01;25-Herst. von Metallerzeugnissen;8;752;2,8;109;145;2173;2890;6376;-;-;8479;1;6317;-;8400
2023;1. Quartal;01;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;10726;39,3;1551;145;62414;5819;329851;206235;35240;30752;52,7;311473;199552;29039
2023;1. Quartal;01;27-Herst. von elektrischen Ausrüstungen;8;1271;4,7;181;142;6061;4769;21354;7185;1551;16801;3,4;19900;6393;15657
2023;1. Quartal;01;28-Maschinenbau;23;5300;19,4;759;143;23252;4387;63954;43831;5908;12067;10,2;61674;43183;11637
2023;1. Quartal;01;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;01;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;01;32-Herst. von sonstigen Waren;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;01;33-Rep. + Install. v. Maschinen + Ausrüstungen;11;1209;4,4;173;143;6529;5400;36611;4461;3520;30282;5,9;35195;3790;29111
2023;1. Quartal;02;Verarbeitendes Gewerbe gesamt;115;27372;100;3515;128;117385;4289;566687;292318;102422;20703;100;527014;283947;19254
2023;1. Quartal;02;10-Herst. von Nahrungs- und Futtermitteln;9;673;2,5;84;125;2071;3077;13755;-;-;20438;2,4;13237;-;19669
2023;1. Quartal;02;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;02;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;02;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;968;3,5;122;126;2689;2778;11231;-;-;11602;2;10397;-;10741
2023;1. Quartal;02;20-Herst. von chemischen Erzeugnissen;4;316;1,2;39;123;1034;3272;8448;3059;1804;26734;1,5;6183;3005;19566
2023;1. Quartal;02;21-Herst. von pharmazeutischen Erzeugnissen;5;1645;6;203;123;7954;4835;34917;-;-;21226;6,2;24503;-;14895
2023;1. Quartal;02;22-Herst. von Gummi- und Kunststoffwaren;3;355;1,3;45;127;981;2763;6762;-;-;19048;1,2;6754;-;19025
2023;1. Quartal;02;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;02;25-Herst. von Metallerzeugnissen;8;749;2,7;96;128;2136;2852;5373;-;-;7174;0,9;5279;-;7048
2023;1. Quartal;02;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;10777;39,4;1431;133;48603;4510;275852;150588;33377;25596;48,7;258630;145553;23998
2023;1. Quartal;02;27-Herst. von elektrischen Ausrüstungen;8;1283;4,7;179;140;5309;4138;24551;10070;1743;19136;4,3;23356;9582;18204
2023;1. Quartal;02;28-Maschinenbau;23;5329;19,5;691;130;21294;3996;50855;28285;6514;9543;9;48507;26844;9102
2023;1. Quartal;02;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;02;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;02;32-Herst. von sonstigen Waren;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;02;33-Rep. + Install. v. Maschinen + Ausrüstungen;11;1218;4,4;163;134;6524;5356;19568;4203;3372;16066;3,5;18639;3777;15303
2023;1. Quartal;03;Verarbeitendes Gewerbe gesamt;115;27555;100;3989;145;136909;4969;721096;385439;117305;26169;100;665826;371020;24164
2023;1. Quartal;03;10-Herst. von Nahrungs- und Futtermitteln;9;680;2,5;92;135;2339;3440;15733;-;-;23137;2,2;15243;-;22416
2023;1. Quartal;03;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;03;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;03;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;959;3,5;140;146;2845;2967;13474;-;-;14050;1,9;12528;-;13064
2023;1. Quartal;03;20-Herst. von chemischen Erzeugnissen;4;313;1,1;46;147;1045;3339;10776;3213;2100;34428;1,5;7213;3027;23045
2023;1. Quartal;03;21-Herst. von pharmazeutischen Erzeugnissen;5;1652;6;225;136;12480;7554;44439;26967;24944;26900;6,2;31324;26442;18961
2023;1. Quartal;03;22-Herst. von Gummi- und Kunststoffwaren;3;360;1,3;49;136;1129;3136;-;-;-;-;-;-;-;-
2023;1. Quartal;03;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;03;25-Herst. von Metallerzeugnissen;8;748;2,7;112;150;2279;3047;8923;-;-;11929;1,2;8888;-;11882
2023;1. Quartal;03;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;10864;39,4;1589;146;65299;6011;348466;204198;39772;32075;48,3;325214;197877;29935
2023;1. Quartal;03;27-Herst. von elektrischen Ausrüstungen;8;1284;4,7;204;159;5241;4082;37896;17953;2606;29514;5,3;36617;17437;28518
2023;1. Quartal;03;28-Maschinenbau;23;5382;19,5;791;147;21552;4004;72286;40570;8315;13431;10;65132;34874;12102
2023;1. Quartal;03;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;03;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;03;32-Herst. von sonstigen Waren;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;03;33-Rep. + Install. v. Maschinen + Ausrüstungen;11;1225;4,4;186;152;6362;5193;22982;5650;4564;18761;3,2;22054;5225;18003
2023;2. Quartal;04;Verarbeitendes Gewerbe gesamt;115;27684;100;3321;120;134323;4852;633901;342967;99739;22898;100;589932;335152;21309
2023;2. Quartal;04;10-Herst. von Nahrungs- und Futtermitteln;9;680;2,5;80;118;2201;3237;13521;3181;2254;19884;2,1;13154;3170;19344
2023;2. Quartal;04;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;04;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;04;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;952;3,4;108;113;2736;2874;11243;-;-;11810;1,8;10448;-;10975
2023;2. Quartal;04;20-Herst. von chemischen Erzeugnissen;4;298;1,1;35;117;1068;3584;8353;2802;1756;28030;1,3;5829;2583;19560
2023;2. Quartal;04;21-Herst. von pharmazeutischen Erzeugnissen;5;1662;6;193;116;8290;4988;36734;-;-;22102;5,8;25843;-;15549
2023;2. Quartal;04;22-Herst. von Gummi- und Kunststoffwaren;3;365;1,3;44;121;1063;2912;5540;-;-;15178;0,9;5528;-;15145
2023;2. Quartal;04;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;04;25-Herst. von Metallerzeugnissen;8;747;2,7;86;115;2207;2954;5676;751;721;7598;0,9;5580;751;7470
2023;2. Quartal;04;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;10916;39,4;1376;126;60438;5537;324894;196935;20162;29763;51,3;304935;192011;27935
2023;2. Quartal;04;27-Herst. von elektrischen Ausrüstungen;8;1275;4,6;162;127;5617;4405;27074;14077;1592;21235;4,3;26080;13794;20455
2023;2. Quartal;04;28-Maschinenbau;23;5472;19,8;663;121;25174;4601;52255;31978;6256;9550;8,2;49446;31383;9036
2023;2. Quartal;04;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;04;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;04;32-Herst. von sonstigen Waren;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;04;33-Rep. + Install. v. Maschinen + Ausrüstungen;11;1224;4,4;158;129;6288;5137;28469;6928;5035;23259;4,5;27157;6130;22187
2023;2. Quartal;05;Verarbeitendes Gewerbe gesamt;115;27794;100;3585;129;130754;4704;601081;309542;79404;21626;100;552476;299221;19878
2023;2. Quartal;05;10-Herst. von Nahrungs- und Futtermitteln;9;712;2,6;96;135;2113;2968;14743;-;-;20706;2,5;14409;-;20237
2023;2. Quartal;05;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;05;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;05;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;937;3,4;118;126;2736;2920;11623;-;-;12404;1,9;10709;-;11429
2023;2. Quartal;05;20-Herst. von chemischen Erzeugnissen;4;310;1,1;38;123;1137;3668;9176;3222;2055;29600;1,5;6452;3088;20813
2023;2. Quartal;05;21-Herst. von pharmazeutischen Erzeugnissen;5;1658;6;204;123;7626;4600;41639;22683;21146;25114;6,9;27392;22245;16521
2023;2. Quartal;05;22-Herst. von Gummi- und Kunststoffwaren;3;363;1,3;44;121;1104;3041;-;-;-;-;-;-;-;-
2023;2. Quartal;05;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;05;25-Herst. von Metallerzeugnissen;8;743;2,7;93;125;2214;2980;5652;440;406;7607;0,9;5623;440;7568
2023;2. Quartal;05;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;10914;39,3;1465;134;54383;4983;310916;182556;24853;28488;51,7;289383;176505;26515
2023;2. Quartal;05;27-Herst. von elektrischen Ausrüstungen;8;1285;4,6;178;139;5719;4451;24495;11755;2282;19062;4,1;22067;9806;17173
2023;2. Quartal;05;28-Maschinenbau;23;5525;19,9;730;132;26580;4811;73628;44147;8700;13326;12,2;72536;43794;13129
2023;2. Quartal;05;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;05;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;05;32-Herst. von sonstigen Waren;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;05;33-Rep. + Install. v. Maschinen + Ausrüstungen;11;1238;4,5;166;134;6103;4930;23070;7462;3595;18635;3,8;21900;6858;17690
2023;2. Quartal;06;Verarbeitendes Gewerbe gesamt;115;27823;100;3775;136;131441;4724;738794;428841;109356;26553;100;692693;420886;24896
2023;2. Quartal;06;10-Herst. von Nahrungs- und Futtermitteln;9;726;2,6;97;134;2112;2909;15561;-;-;21434;2,1;15099;-;20798
2023;2. Quartal;06;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;06;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;06;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;933;3,4;127;136;2753;2951;11529;-;-;12357;1,6;10693;-;11461
2023;2. Quartal;06;20-Herst. von chemischen Erzeugnissen;4;314;1,1;44;140;1174;3739;9132;2813;1879;29083;1,2;5723;2597;18226
2023;2. Quartal;06;21-Herst. von pharmazeutischen Erzeugnissen;5;1664;6;211;127;9021;5421;39221;22937;20678;23570;5,3;27254;22751;16379
2023;2. Quartal;06;22-Herst. von Gummi- und Kunststoffwaren;3;361;1,3;48;133;1273;3526;6329;-;-;17532;0,9;6310;-;17479
2023;2. Quartal;06;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;06;25-Herst. von Metallerzeugnissen;8;740;2,7;102;138;2371;3204;6392;418;382;8638;0,9;6366;418;8603
2023;2. Quartal;06;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;10887;39,1;1495;137;57473;5279;384791;244402;40669;35344;52,1;364903;239485;33517
2023;2. Quartal;06;27-Herst. von elektrischen Ausrüstungen;8;1288;4,6;181;141;5781;4488;36401;13319;3570;28262;4,9;34943;12607;27130
2023;2. Quartal;06;28-Maschinenbau;23;5559;20;788;142;23689;4261;94898;58072;12672;17071;12,8;92875;57531;16707
2023;2. Quartal;06;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;06;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;06;32-Herst. von sonstigen Waren;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;06;33-Rep. + Install. v. Maschinen + Ausrüstungen;11;1235;4,4;177;143;6674;5404;23077;4935;4136;18686;3,1;21982;4329;17799
2023;3. Quartal;07;Verarbeitendes Gewerbe gesamt;115;27800;100;3431;123;121572;4373;589188;323855;81309;21194;100;546788;312960;19669
2023;3. Quartal;07;10-Herst. von Nahrungs- und Futtermitteln;9;718;2,6;89;124;2126;2961;13565;-;-;18893;2,3;13040;-;18162
2023;3. Quartal;07;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;07;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;07;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;944;3,4;114;121;2737;2899;10280;-;-;10890;1,7;9558;-;10125
2023;3. Quartal;07;20-Herst. von chemischen Erzeugnissen;4;310;1,1;38;123;1111;3584;8604;3137;1857;27755;1,5;5942;2833;19168
2023;3. Quartal;07;21-Herst. von pharmazeutischen Erzeugnissen;5;1663;6;192;115;7432;4469;35236;-;-;21188;6;25092;-;15088
2023;3. Quartal;07;22-Herst. von Gummi- und Kunststoffwaren;3;359;1,3;42;117;1200;3343;6349;-;-;17685;1,1;6335;-;17646
2023;3. Quartal;07;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;07;25-Herst. von Metallerzeugnissen;8;746;2,7;92;123;2164;2901;6515;305;282;8733;1,1;6498;305;8710
2023;3. Quartal;07;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;10858;39,1;1380;127;51708;4762;329938;194459;18828;30387;56;313854;190291;28905
2023;3. Quartal;07;27-Herst. von elektrischen Ausrüstungen;8;1298;4,7;180;139;5498;4236;28208;12279;2687;21732;4,8;25492;10654;19639
2023;3. Quartal;07;28-Maschinenbau;23;5540;19,9;708;128;22229;4012;64039;38363;9448;11559;10,9;61354;36334;11075
2023;3. Quartal;07;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;07;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;07;32-Herst. von sonstigen Waren;6;718;2,6;84;117;2279;3174;5120;-;-;7131;0,9;2674;-;3724
2023;3. Quartal;07;33-Rep. + Install. v. Maschinen + Ausrüstungen;11;1239;4,5;164;132;6554;5290;24060;7545;6174;19419;4,1;21519;5652;17368
2023;3. Quartal;08;Verarbeitendes Gewerbe gesamt;115;27969;100;3695;132;121550;4346;685268;353440;115359;24501;100;649248;347706;23213
2023;3. Quartal;08;10-Herst. von Nahrungs- und Futtermitteln;9;728;2,6;98;135;2136;2934;19123;-;-;26268;2,8;18648;-;25615
2023;3. Quartal;08;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;08;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;08;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;973;3,5;126;129;2758;2835;11508;-;-;11827;1,7;10680;-;10976
2023;3. Quartal;08;20-Herst. von chemischen Erzeugnissen;4;314;1,1;43;137;1116;3554;9212;2878;2141;29338;1,3;6581;2757;20959
2023;3. Quartal;08;21-Herst. von pharmazeutischen Erzeugnissen;5;1665;6;178;107;7513;4512;39213;25501;24560;23551;5,7;30000;25351;18018
2023;3. Quartal;08;22-Herst. von Gummi- und Kunststoffwaren;3;359;1,3;44;123;1081;3011;6112;-;-;17025;0,9;6099;-;16989
2023;3. Quartal;08;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;08;25-Herst. von Metallerzeugnissen;8;743;2,7;104;140;2250;3028;6904;-;-;9292;1;6849;-;9218
2023;3. Quartal;08;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;10857;38,8;1472;136;51649;4757;365912;214210;35430;33703;53,4;352770;211791;32492
2023;3. Quartal;08;27-Herst. von elektrischen Ausrüstungen;8;1316;4,7;189;144;5733;4356;32989;14346;785;25068;4,8;31451;13410;23899
2023;3. Quartal;08;28-Maschinenbau;23;5603;20;778;139;23958;4276;83326;43210;21013;14872;12,2;80590;42527;14383
2023;3. Quartal;08;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;08;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;08;32-Herst. von sonstigen Waren;6;728;2,6;93;128;2198;3019;5208;-;-;7154;0,8;2814;-;3865
2023;3. Quartal;08;33-Rep. + Install. v. Maschinen + Ausrüstungen;11;1254;4,5;174;139;6389;5095;23707;3740;2698;18905;3,5;22455;3062;17907
2023;3. Quartal;09;Verarbeitendes Gewerbe gesamt;115;28179;100;3672;130;121305;4305;716147;382854;103656;25414;100;675946;374494;23988
2023;3. Quartal;09;10-Herst. von Nahrungs- und Futtermitteln;9;726;2,6;97;134;2086;2873;20830;3379;2722;28691;2,9;20260;3367;27906
2023;3. Quartal;09;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;09;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;09;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;966;3,4;124;128;2754;2851;12052;-;-;12476;1,7;11172;-;11565
2023;3. Quartal;09;20-Herst. von chemischen Erzeugnissen;4;316;1,1;42;133;1093;3459;9915;2523;1935;31377;1,4;7215;2359;22832
2023;3. Quartal;09;21-Herst. von pharmazeutischen Erzeugnissen;5;1662;5,9;190;114;7397;4451;39580;-;-;23815;5,5;27750;-;16697
2023;3. Quartal;09;22-Herst. von Gummi- und Kunststoffwaren;3;357;1,3;46;129;1068;2992;5474;-;-;15333;0,8;5459;-;15291
2023;3. Quartal;09;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;09;25-Herst. von Metallerzeugnissen;8;746;2,6;97;130;2234;2995;8419;-;-;11286;1,2;8134;-;10903
2023;3. Quartal;09;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;10979;39;1476;134;51880;4725;366958;230727;33854;33424;51,2;354303;227868;32271
2023;3. Quartal;09;27-Herst. von elektrischen Ausrüstungen;8;1320;4,7;177;134;6058;4589;46201;16355;6612;35001;6,5;44385;15130;33625
2023;3. Quartal;09;28-Maschinenbau;23;5656;20,1;771;136;22919;4052;76026;41221;9774;13442;10,6;72466;38844;12812
2023;3. Quartal;09;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;09;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;09;32-Herst. von sonstigen Waren;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;09;33-Rep. + Install. v. Maschinen + Ausrüstungen;11;1258;4,5;172;137;6399;5087;33111;8487;6907;26320;4,6;31833;7822;25304
2023;4. Quartal;10;Verarbeitendes Gewerbe gesamt;115;28307;100;3485;123;121306;4285;690418;400053;108770;24390;100;651384;393520;23011
2023;4. Quartal;10;10-Herst. von Nahrungs- und Futtermitteln;9;740;2,6;95;128;2135;2885;21812;-;-;29476;3,2;21387;-;28901
2023;4. Quartal;10;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;10;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;10;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;976;3,4;118;121;2805;2874;12653;-;-;12964;1,8;11680;-;11967
2023;4. Quartal;10;20-Herst. von chemischen Erzeugnissen;4;309;1,1;36;117;1207;3906;10937;2917;2123;35395;1,6;8168;2762;26434
2023;4. Quartal;10;21-Herst. von pharmazeutischen Erzeugnissen;5;1664;5,9;182;109;7634;4588;43565;23713;22479;26181;6,3;30150;23374;18119
2023;4. Quartal;10;22-Herst. von Gummi- und Kunststoffwaren;3;355;1,3;44;124;1117;3146;5505;-;-;15507;0,8;5455;-;15366
2023;4. Quartal;10;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;10;25-Herst. von Metallerzeugnissen;8;740;2,6;91;123;2301;3109;6825;-;-;9223;1;6779;-;9161
2023;4. Quartal;10;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;10990;38,8;1410;128;49904;4541;345052;217637;17542;31397;50;333683;214929;30362
2023;4. Quartal;10;27-Herst. von elektrischen Ausrüstungen;8;1332;4,7;171;128;5564;4177;25931;8099;1784;19468;3,8;23991;6562;18011
2023;4. Quartal;10;28-Maschinenbau;23;5699;20,1;737;129;24069;4223;88556;62579;20925;15539;12,8;85516;62011;15005
2023;4. Quartal;10;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;10;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;10;32-Herst. von sonstigen Waren;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;10;33-Rep. + Install. v. Maschinen + Ausrüstungen;11;1276;4,5;163;128;7102;5566;25022;6715;3174;19610;3,6;24033;6315;18835
2023;4. Quartal;11;Verarbeitendes Gewerbe gesamt;115;28396;100;3787;133;160437;5650;684197;333788;91779;24095;100;643563;329328;22664
2023;4. Quartal;11;10-Herst. von Nahrungs- und Futtermitteln;9;743;2,6;104;140;2698;3631;25426;-;-;34221;3,7;24903;-;33517
2023;4. Quartal;11;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;11;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;11;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;978;3,4;130;133;2853;2917;14233;-;-;14553;2,1;13023;-;13316
2023;4. Quartal;11;20-Herst. von chemischen Erzeugnissen;4;312;1,1;42;135;1272;4077;10685;2875;2253;34247;1,6;7868;2741;25218
2023;4. Quartal;11;21-Herst. von pharmazeutischen Erzeugnissen;5;1665;5,9;198;119;13023;7822;40296;22596;22060;24202;5,9;27853;22257;16729
2023;4. Quartal;11;22-Herst. von Gummi- und Kunststoffwaren;3;357;1,3;48;134;1169;3275;6021;-;-;16866;0,9;5973;-;16731
2023;4. Quartal;11;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;11;25-Herst. von Metallerzeugnissen;8;735;2,6;98;133;2660;3619;7873;-;-;10712;1,2;7829;-;10652
2023;4. Quartal;11;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;11041;38,9;1491;135;66949;6064;342970;196044;28454;31063;50,1;333217;194670;30180
2023;4. Quartal;11;27-Herst. von elektrischen Ausrüstungen;8;1337;4,7;180;135;6161;4608;36786;9797;4440;27514;5,4;34445;9228;25763
2023;4. Quartal;11;28-Maschinenbau;23;5731;20,2;814;142;29674;5178;75919;38631;9442;13247;11,1;70557;37691;12311
2023;4. Quartal;11;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;11;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;11;32-Herst. von sonstigen Waren;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;11;33-Rep. + Install. v. Maschinen + Ausrüstungen;11;1271;4,5;179;141;8061;6342;26701;6215;3936;21008;3,9;26047;5822;20493
2023;4. Quartal;12;Verarbeitendes Gewerbe gesamt;115;28210;100;3170;112;139799;4956;1095851;672508;142051;38846;100;1058667;662210;37528
2023;4. Quartal;12;10-Herst. von Nahrungs- und Futtermitteln;9;686;2,4;79;115;2056;2997;14917;2315;1950;21745;1,4;14605;2315;21290
2023;4. Quartal;12;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;12;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;12;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";5;976;3,5;109;112;3163;3241;13148;-;-;13471;1,2;12504;-;12811
2023;4. Quartal;12;20-Herst. von chemischen Erzeugnissen;4;311;1,1;36;116;1125;3617;9366;2487;1905;30116;0,9;6740;2445;21672
