Jahr;Quartal;Einwohnerbewegung;Wanderungsgebiet;Staatsangehörigkeit;Geschlecht;Anzahl Einwohner
2004;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;724
2004;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;116
2004;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;65
2004;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;272
2004;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;314
2004;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;21
2004;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;28
2004;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;259
2004;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;259
2004;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;20
2004;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;18
2004;3. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;688
2004;3. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;750
2004;3. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;30
2004;3. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;9
2004;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5528
2004;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5545
2004;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;556
2004;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;377
2004;4. Quartal;Zuzug;unbekannt;Deutsche;männlich;23
2004;4. Quartal;Zuzug;unbekannt;Deutsche;weiblich;5
2004;4. Quartal;Zuzug;unbekannt;Ausländer;männlich;24
2004;4. Quartal;Zuzug;unbekannt;Ausländer;weiblich;5
2004;4. Quartal;Zuzug;Ausland;Deutsche;männlich;69
2004;4. Quartal;Zuzug;Ausland;Deutsche;weiblich;32
2004;4. Quartal;Zuzug;Ausland;Ausländer;männlich;630
2004;4. Quartal;Zuzug;Ausland;Ausländer;weiblich;516
2004;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;626
2004;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;560
2004;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;80
2004;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;71
2004;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;591
2004;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;524
2004;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;46
2004;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;44
2004;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;560
2004;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;515
2004;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;32
2004;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;19
2004;4. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;790
2004;4. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;734
2004;4. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;34
2004;4. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;22
2004;4. Quartal;Fortzug;unbekannt;Deutsche;männlich;212
2004;4. Quartal;Fortzug;unbekannt;Deutsche;weiblich;64
2004;4. Quartal;Fortzug;unbekannt;Ausländer;männlich;357
2004;4. Quartal;Fortzug;unbekannt;Ausländer;weiblich;211
2004;4. Quartal;Fortzug;Ausland;Deutsche;männlich;73
2004;4. Quartal;Fortzug;Ausland;Deutsche;weiblich;62
2004;4. Quartal;Fortzug;Ausland;Ausländer;männlich;255
2004;4. Quartal;Fortzug;Ausland;Ausländer;weiblich;116
2004;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;602
2004;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;616
2004;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;144
2004;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;79
2004;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;266
2004;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;329
2004;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;53
2004;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;36
2004;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;273
2004;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;244
2004;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;19
2004;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;13
2004;4. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;790
2004;4. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;773
2004;4. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;25
2004;4. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;25
2004;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;6136
2004;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5765
2004;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;666
2004;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;482
2005;1. Quartal;Zuzug;unbekannt;Deutsche;männlich;27
2005;1. Quartal;Zuzug;unbekannt;Deutsche;weiblich;5
2005;1. Quartal;Zuzug;unbekannt;Ausländer;männlich;12
2005;1. Quartal;Zuzug;unbekannt;Ausländer;weiblich;4
2005;1. Quartal;Zuzug;Ausland;Deutsche;männlich;46
2005;1. Quartal;Zuzug;Ausland;Deutsche;weiblich;21
2005;1. Quartal;Zuzug;Ausland;Ausländer;männlich;440
2005;1. Quartal;Zuzug;Ausland;Ausländer;weiblich;343
2005;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;444
2005;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;407
2005;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;65
2005;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;33
2005;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;375
2005;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;337
2005;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;25
2005;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;23
2005;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;397
2005;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;397
2005;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;25
2005;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;18
2005;1. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;681
2005;1. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;676
2005;1. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;38
2005;1. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;25
2005;1. Quartal;Fortzug;unbekannt;Deutsche;männlich;211
2005;1. Quartal;Fortzug;unbekannt;Deutsche;weiblich;74
2005;1. Quartal;Fortzug;unbekannt;Ausländer;männlich;185
2005;1. Quartal;Fortzug;unbekannt;Ausländer;weiblich;105
2005;1. Quartal;Fortzug;Ausland;Deutsche;männlich;60
2005;1. Quartal;Fortzug;Ausland;Deutsche;weiblich;60
2005;1. Quartal;Fortzug;Ausland;Ausländer;männlich;176
2005;1. Quartal;Fortzug;Ausland;Ausländer;weiblich;125
2005;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;519
2005;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;469
2005;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;101
2005;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;49
2005;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;228
2005;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;236
2005;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;22
2005;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;28
2005;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;238
2005;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;180
2005;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;14
2005;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;13
2005;1. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;686
2005;1. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;607
2005;1. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;20
2005;1. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;11
2005;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;4956
2005;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4705
2005;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;520
2005;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;364
2005;2. Quartal;Zuzug;unbekannt;Deutsche;männlich;23
2005;2. Quartal;Zuzug;unbekannt;Deutsche;weiblich;11
2005;2. Quartal;Zuzug;unbekannt;Ausländer;männlich;17
2005;2. Quartal;Zuzug;unbekannt;Ausländer;weiblich;6
2005;2. Quartal;Zuzug;Ausland;Deutsche;männlich;58
2005;2. Quartal;Zuzug;Ausland;Deutsche;weiblich;33
2005;2. Quartal;Zuzug;Ausland;Ausländer;männlich;377
2005;2. Quartal;Zuzug;Ausland;Ausländer;weiblich;288
2005;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;502
2005;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;415
2005;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;66
2005;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;31
2005;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;359
2005;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;385
2005;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;20
2005;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;14
2005;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;366
2005;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;375
2005;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;17
2005;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;17
2005;2. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;682
2005;2. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;665
2005;2. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;27
2005;2. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;18
2005;2. Quartal;Fortzug;unbekannt;Deutsche;männlich;193
2005;2. Quartal;Fortzug;unbekannt;Deutsche;weiblich;70
2005;2. Quartal;Fortzug;unbekannt;Ausländer;männlich;210
2005;2. Quartal;Fortzug;unbekannt;Ausländer;weiblich;134
2005;2. Quartal;Fortzug;Ausland;Deutsche;männlich;68
2005;2. Quartal;Fortzug;Ausland;Deutsche;weiblich;58
2005;2. Quartal;Fortzug;Ausland;Ausländer;männlich;147
2005;2. Quartal;Fortzug;Ausland;Ausländer;weiblich;134
2005;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;459
2005;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;434
2005;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;86
2005;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;70
2005;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;229
2005;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;216
2005;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;29
2005;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;19
2005;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;178
2005;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;179
2005;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;18
2005;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;15
2005;2. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;569
2005;2. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;559
2005;2. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;13
2005;2. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;11
2005;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5184
2005;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5302
2005;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;528
2005;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;426
2005;3. Quartal;Zuzug;unbekannt;Deutsche;männlich;32
2005;3. Quartal;Zuzug;unbekannt;Deutsche;weiblich;8
2005;3. Quartal;Zuzug;unbekannt;Ausländer;männlich;16
2005;3. Quartal;Zuzug;unbekannt;Ausländer;weiblich;2
2005;3. Quartal;Zuzug;Ausland;Deutsche;männlich;64
2005;3. Quartal;Zuzug;Ausland;Deutsche;weiblich;50
2005;3. Quartal;Zuzug;Ausland;Ausländer;männlich;541
2005;3. Quartal;Zuzug;Ausland;Ausländer;weiblich;473
2005;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;622
2005;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;582
2005;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;75
2005;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;66
2005;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;530
2005;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;544
2005;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;26
2005;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;27
2005;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;631
2005;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;655
2005;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;28
2005;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;27
2005;3. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;793
2005;3. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;887
2005;3. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;44
2005;3. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;36
2005;3. Quartal;Fortzug;unbekannt;Deutsche;männlich;261
2005;3. Quartal;Fortzug;unbekannt;Deutsche;weiblich;114
2005;3. Quartal;Fortzug;unbekannt;Ausländer;männlich;228
2005;3. Quartal;Fortzug;unbekannt;Ausländer;weiblich;128
2005;3. Quartal;Fortzug;Ausland;Deutsche;männlich;98
2005;3. Quartal;Fortzug;Ausland;Deutsche;weiblich;75
2005;3. Quartal;Fortzug;Ausland;Ausländer;männlich;348
2005;3. Quartal;Fortzug;Ausland;Ausländer;weiblich;307
2005;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;639
2005;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;657
2005;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;113
2005;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;82
2005;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;293
2005;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;327
2005;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;35
2005;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;29
2005;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;267
2005;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;283
2005;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;18
2005;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;10
2005;3. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;644
2005;3. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;671
2005;3. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;14
2005;3. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;20
2005;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5371
2005;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5472
2005;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;538
2005;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;396
2005;4. Quartal;Zuzug;unbekannt;Deutsche;männlich;63
2005;4. Quartal;Zuzug;unbekannt;Deutsche;weiblich;23
2005;4. Quartal;Zuzug;unbekannt;Ausländer;männlich;11
2005;4. Quartal;Zuzug;unbekannt;Ausländer;weiblich;2
2005;4. Quartal;Zuzug;Ausland;Deutsche;männlich;56
2005;4. Quartal;Zuzug;Ausland;Deutsche;weiblich;30
2005;4. Quartal;Zuzug;Ausland;Ausländer;männlich;563
2005;4. Quartal;Zuzug;Ausland;Ausländer;weiblich;495
2005;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;802
2005;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;627
2005;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;66
2005;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;49
2005;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;1190
2005;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;912
2005;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;35
2005;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;33
2005;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;1223
2005;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;1027
2005;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;36
2005;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;23
2005;4. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;1109
2005;4. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;1011
2005;4. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;41
2005;4. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;40
2005;4. Quartal;Fortzug;unbekannt;Deutsche;männlich;206
2005;4. Quartal;Fortzug;unbekannt;Deutsche;weiblich;64
2005;4. Quartal;Fortzug;unbekannt;Ausländer;männlich;175
2005;4. Quartal;Fortzug;unbekannt;Ausländer;weiblich;99
2005;4. Quartal;Fortzug;Ausland;Deutsche;männlich;75
2005;4. Quartal;Fortzug;Ausland;Deutsche;weiblich;53
2005;4. Quartal;Fortzug;Ausland;Ausländer;männlich;175
2005;4. Quartal;Fortzug;Ausland;Ausländer;weiblich;105
2005;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;573
2005;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;572
2005;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;105
2005;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;73
2005;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;292
2005;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;302
2005;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;41
2005;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;27
2005;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;253
2005;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;245
2005;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;15
2005;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;23
2005;4. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;678
2005;4. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;687
2005;4. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;33
2005;4. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;28
2005;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5610
2005;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5636
2005;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;576
2005;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;460
2006;1. Quartal;Zuzug;unbekannt;Deutsche;männlich;121
2006;1. Quartal;Zuzug;unbekannt;Deutsche;weiblich;30
2006;1. Quartal;Zuzug;unbekannt;Ausländer;männlich;27
2006;1. Quartal;Zuzug;unbekannt;Ausländer;weiblich;5
2006;1. Quartal;Zuzug;Ausland;Deutsche;männlich;49
2006;1. Quartal;Zuzug;Ausland;Deutsche;weiblich;36
2006;1. Quartal;Zuzug;Ausland;Ausländer;männlich;418
2006;1. Quartal;Zuzug;Ausland;Ausländer;weiblich;334
2006;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;589
2006;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;487
2006;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;53
2006;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;38
2006;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;791
2006;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;692
2006;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;21
2006;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;19
2006;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;927
2006;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;978
2006;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;35
2006;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;33
2006;1. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;1015
2006;1. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;1036
2006;1. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;35
2006;1. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;30
2006;1. Quartal;Fortzug;unbekannt;Deutsche;männlich;274
2006;1. Quartal;Fortzug;unbekannt;Deutsche;weiblich;118
2006;1. Quartal;Fortzug;unbekannt;Ausländer;männlich;277
2006;1. Quartal;Fortzug;unbekannt;Ausländer;weiblich;189
2006;1. Quartal;Fortzug;Ausland;Deutsche;männlich;88
2006;1. Quartal;Fortzug;Ausland;Deutsche;weiblich;86
2006;1. Quartal;Fortzug;Ausland;Ausländer;männlich;185
2006;1. Quartal;Fortzug;Ausland;Ausländer;weiblich;150
2006;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;493
2006;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;460
2006;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;72
