Jahr;WZ-Abschnitt 2008 (1 Buchstabe) zus.;WZ-Abschnitt 2008 (1 Buchstabe);WZ-Abteilung 2008 (2 Ziffern);Anzahl Betriebe
2011;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;37-Abwasserentsorgung;18
2011;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";74
2011;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;39-Beseit. v. Umweltverschmutz.+sonst. Entsorg.;7
2011;X - übrige Wirtschaftszweige;O - Öff. Verwaltung,Verteidigung - Sozialvers.;"84-Öff. Verw.,Verteidigung;Sozialversicherung";13
2011;X - übrige Wirtschaftszweige;P - Erziehung u. Unterricht;85-Erziehung und Unterricht;482
2011;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;86-Gesundheitswesen;223
2011;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;87-Heime (ohne Erholungs- und Ferienheime);17
2011;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;88-Sozialwesen (ohne Heime);511
2011;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;90-Kreative,künstler.+ unterhaltende Tätigk.;466
2011;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;28
2011;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;92-Spiel-, Wett- und Lotteriewesen;77
2011;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;93-DL des Sports, der Unterhaltung+Erholung;303
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;10-Herst. von Nahrungs- und Futtermitteln;59
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;11-Getränkeherstellung;11
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;12-TabakVerarb.;2
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;13-Herst. von Textilien;50
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;14-Herst. von Bekleidung;19
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;15-Herst. von Leder, Lederwaren und Schuhen;1
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);28
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;17-Herst. von Papier, Pappe und Waren daraus;13
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";135
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;19-Kokerei und MineralölVerarb.;2
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;20-Herst. von chemischen Erzeugnissen;26
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;21-Herst. von pharmazeutischen Erzeugnissen;10
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;22-Herst. von Gummi- und Kunststoffwaren;48
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;48
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;24-Metallerzeugung und -bearbeitung;11
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;25-Herst. von Metallerzeugnissen;109
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;149
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;27-Herst. von elektrischen Ausrüstungen;64
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;28-Maschinenbau;93
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;29-Herst. von Kraftwagen und Kraftwagenteilen;14
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;30-Sonstiger Fahrzeugbau;11
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;31-Herst. von Möbeln;9
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;32-Herst. von sonstigen Waren;218
2012;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;33-Rep. + Install. v. Maschinen + Ausrüstungen;110
2012;F - Baugewerbe;F - Baugewerbe;41-Hochbau;276
2012;F - Baugewerbe;F - Baugewerbe;42-Tiefbau;24
2012;F - Baugewerbe;F - Baugewerbe;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;1201
2012;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";719
2012;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;46-Großhandel (ohne Handel mit Kraftfahrzeugen);2395
2012;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);5115
2012;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;"49-Landverkehr; Transport in Rohrfernleitungen";595
2012;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;50-Schifffahrt;5
2012;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;51-Luftfahrt;9
2012;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;52-Lagerei sowie sonst. DL für den Verkehr;222
2012;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;53-Post-, Kurier- und Expressdienste;254
2012;I - Gastgewerbe;I - Gastgewerbe;55-Beherbergung;324
2012;I - Gastgewerbe;I - Gastgewerbe;56-Gastronomie;1774
2012;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;58-Verlagswesen;152
2012;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";157
2012;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;60-Rundfunkveranstalter;13
2012;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;61-Telekommunikation;71
2012;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;62-Erbr. von DL der Informationstechnologie;1579
2012;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;63-InformationsDL;316
2012;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;64-Erbr. von FinanzDL;262
2012;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);50
2012;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;1547
2012;L - Grundstücks- u. Wohnungswesen;L - Grundstücks- u. Wohnungswesen;68-Grundstücks- und Wohnungswesen;1659
2012;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;451
2012;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";1543
2012;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";929
2012;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;72-Forschung und Entwicklung;114
2012;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;73-Werbung und Marktforschung;2488
2012;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;74-Sonst. freiber., wiss. + techn. Tätigkeiten;1029
2012;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;75-Veterinärwesen;5
2012;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;77-Verm. von beweglichen Sachen;301
2012;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;78-Vermittl. + Überlassung von Arbeitskräften;275
2012;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;79-Reisebüros,-veranstalter,sonst. Reservier.DL;470
2012;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;80-Wach- + Sicherheitsdienste sowie Detekteien;103
2012;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;"81-Gebäudebetreuung;Garten- und Landschaftsbau";1722
2012;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;2441
2012;S - Sonstige DL;S - Sonstige DL;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);6
2012;S - Sonstige DL;S - Sonstige DL;95-Rep. von DVgeräten und Gebrauchsgütern;80
2012;S - Sonstige DL;S - Sonstige DL;96-sonstige überwiegend persönliche DL;3296
2012;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;01-Landwirtschaft,Jagd,damit verb. Tätigkeiten;50
2012;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;02-Forstwirtschaft und Holzeinschlag;12
2012;X - übrige Wirtschaftszweige;B - Bergbau u. Gewinn. v. Steinen u. Erden;08-Gewinn. v. Steinen+Erden, sonstiger Bergbau;7
2012;X - übrige Wirtschaftszweige;D - Energieversorgung;35-Energieversorgung;298
2012;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;36-Wasserversorgung;1
2012;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;37-Abwasserentsorgung;20
2012;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";73
2012;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;39-Beseit. v. Umweltverschmutz.+sonst. Entsorg.;6
2012;X - übrige Wirtschaftszweige;O - Öff. Verwaltung,Verteidigung - Sozialvers.;"84-Öff. Verw.,Verteidigung;Sozialversicherung";11
2012;X - übrige Wirtschaftszweige;P - Erziehung u. Unterricht;85-Erziehung und Unterricht;514
2012;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;86-Gesundheitswesen;237
2012;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;87-Heime (ohne Erholungs- und Ferienheime);16
2012;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;88-Sozialwesen (ohne Heime);537
2012;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;90-Kreative,künstler.+ unterhaltende Tätigk.;537
2012;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;26
2012;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;92-Spiel-, Wett- und Lotteriewesen;82
2012;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;93-DL des Sports, der Unterhaltung+Erholung;295
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;10-Herst. von Nahrungs- und Futtermitteln;58
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;11-Getränkeherstellung;8
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;12-TabakVerarb.;2
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;13-Herst. von Textilien;52
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;14-Herst. von Bekleidung;18
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;15-Herst. von Leder, Lederwaren und Schuhen;2
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);32
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;17-Herst. von Papier, Pappe und Waren daraus;10
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";147
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;19-Kokerei und MineralölVerarb.;2
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;20-Herst. von chemischen Erzeugnissen;32
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;21-Herst. von pharmazeutischen Erzeugnissen;10
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;22-Herst. von Gummi- und Kunststoffwaren;47
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;47
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;24-Metallerzeugung und -bearbeitung;12
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;25-Herst. von Metallerzeugnissen;116
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;153
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;27-Herst. von elektrischen Ausrüstungen;61
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;28-Maschinenbau;96
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;29-Herst. von Kraftwagen und Kraftwagenteilen;11
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;30-Sonstiger Fahrzeugbau;14
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;31-Herst. von Möbeln;9
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;32-Herst. von sonstigen Waren;247
2013;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;33-Rep. + Install. v. Maschinen + Ausrüstungen;114
2013;F - Baugewerbe;F - Baugewerbe;41-Hochbau;261
2013;F - Baugewerbe;F - Baugewerbe;42-Tiefbau;29
2013;F - Baugewerbe;F - Baugewerbe;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;1287
2013;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";722
2013;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;46-Großhandel (ohne Handel mit Kraftfahrzeugen);2344
2013;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);5067
2013;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;"49-Landverkehr; Transport in Rohrfernleitungen";572
2013;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;50-Schifffahrt;4
2013;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;51-Luftfahrt;6
2013;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;52-Lagerei sowie sonst. DL für den Verkehr;222
2013;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;53-Post-, Kurier- und Expressdienste;236
2013;I - Gastgewerbe;I - Gastgewerbe;55-Beherbergung;324
2013;I - Gastgewerbe;I - Gastgewerbe;56-Gastronomie;1842
2013;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;58-Verlagswesen;154
2013;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";163
2013;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;60-Rundfunkveranstalter;12
2013;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;61-Telekommunikation;62
2013;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;62-Erbr. von DL der Informationstechnologie;1659
2013;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;63-InformationsDL;331
2013;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;64-Erbr. von FinanzDL;245
2013;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);55
2013;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;1519
2013;L - Grundstücks- u. Wohnungswesen;L - Grundstücks- u. Wohnungswesen;68-Grundstücks- und Wohnungswesen;1713
2013;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;441
2013;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";1595
2013;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";946
2013;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;72-Forschung und Entwicklung;117
2013;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;73-Werbung und Marktforschung;2504
2013;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;74-Sonst. freiber., wiss. + techn. Tätigkeiten;1061
2013;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;75-Veterinärwesen;6
2013;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;77-Verm. von beweglichen Sachen;308
2013;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;78-Vermittl. + Überlassung von Arbeitskräften;273
2013;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;79-Reisebüros,-veranstalter,sonst. Reservier.DL;479
2013;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;80-Wach- + Sicherheitsdienste sowie Detekteien;97
2013;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;"81-Gebäudebetreuung;Garten- und Landschaftsbau";1746
2013;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;2510
2013;S - Sonstige DL;S - Sonstige DL;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);6
2013;S - Sonstige DL;S - Sonstige DL;95-Rep. von DVgeräten und Gebrauchsgütern;86
2013;S - Sonstige DL;S - Sonstige DL;96-sonstige überwiegend persönliche DL;3392
2013;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;01-Landwirtschaft,Jagd,damit verb. Tätigkeiten;53
2013;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;02-Forstwirtschaft und Holzeinschlag;13
2013;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;03-Fischerei und Aquakultur;1
2013;X - übrige Wirtschaftszweige;B - Bergbau u. Gewinn. v. Steinen u. Erden;08-Gewinn. v. Steinen+Erden, sonstiger Bergbau;8
2013;X - übrige Wirtschaftszweige;D - Energieversorgung;35-Energieversorgung;318
2013;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;36-Wasserversorgung;1
2013;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;37-Abwasserentsorgung;19
2013;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";71
2013;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;39-Beseit. v. Umweltverschmutz.+sonst. Entsorg.;5
2013;X - übrige Wirtschaftszweige;O - Öff. Verwaltung,Verteidigung - Sozialvers.;"84-Öff. Verw.,Verteidigung;Sozialversicherung";8
2013;X - übrige Wirtschaftszweige;P - Erziehung u. Unterricht;85-Erziehung und Unterricht;555
2013;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;86-Gesundheitswesen;271
2013;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;87-Heime (ohne Erholungs- und Ferienheime);18
2013;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;88-Sozialwesen (ohne Heime);560
2013;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;90-Kreative,künstler.+ unterhaltende Tätigk.;586
2013;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;27
2013;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;92-Spiel-, Wett- und Lotteriewesen;79
2013;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;93-DL des Sports, der Unterhaltung+Erholung;307
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;10-Herst. von Nahrungs- und Futtermitteln;51
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;11-Getränkeherstellung;9
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;12-TabakVerarb.;2
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;13-Herst. von Textilien;61
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;14-Herst. von Bekleidung;17
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;15-Herst. von Leder, Lederwaren und Schuhen;2
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);31
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;17-Herst. von Papier, Pappe und Waren daraus;12
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";147
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;19-Kokerei und MineralölVerarb.;2
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;20-Herst. von chemischen Erzeugnissen;32
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;21-Herst. von pharmazeutischen Erzeugnissen;9
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;22-Herst. von Gummi- und Kunststoffwaren;46
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;47
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;24-Metallerzeugung und -bearbeitung;11
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;25-Herst. von Metallerzeugnissen;111
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;153
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;27-Herst. von elektrischen Ausrüstungen;57
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;28-Maschinenbau;99
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;29-Herst. von Kraftwagen und Kraftwagenteilen;15
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;30-Sonstiger Fahrzeugbau;14
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;31-Herst. von Möbeln;9
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;32-Herst. von sonstigen Waren;244
2014;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;33-Rep. + Install. v. Maschinen + Ausrüstungen;114
2014;F - Baugewerbe;F - Baugewerbe;41-Hochbau;267
2014;F - Baugewerbe;F - Baugewerbe;42-Tiefbau;35
2014;F - Baugewerbe;F - Baugewerbe;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;1323
2014;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";722
2014;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;46-Großhandel (ohne Handel mit Kraftfahrzeugen);2271
2014;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);4892
2014;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;"49-Landverkehr; Transport in Rohrfernleitungen";564
2014;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;50-Schifffahrt;4
2014;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;51-Luftfahrt;6
2014;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;52-Lagerei sowie sonst. DL für den Verkehr;217
2014;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;53-Post-, Kurier- und Expressdienste;230
2014;I - Gastgewerbe;I - Gastgewerbe;55-Beherbergung;311
2014;I - Gastgewerbe;I - Gastgewerbe;56-Gastronomie;1857
2014;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;58-Verlagswesen;151
2014;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";162
2014;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;60-Rundfunkveranstalter;12
2014;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;61-Telekommunikation;65
2014;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;62-Erbr. von DL der Informationstechnologie;1674
2014;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;63-InformationsDL;345
2014;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;64-Erbr. von FinanzDL;271
2014;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);42
2014;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;1478
2014;L - Grundstücks- u. Wohnungswesen;L - Grundstücks- u. Wohnungswesen;68-Grundstücks- und Wohnungswesen;1748
2014;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;439
2014;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";1560
2014;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";953
2014;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;72-Forschung und Entwicklung;112
2014;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;73-Werbung und Marktforschung;2285
2014;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;74-Sonst. freiber., wiss. + techn. Tätigkeiten;1113
2014;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;75-Veterinärwesen;8
