Jahr;Quartal;Stadtbezirk mit zugeordneten Ortschaften;BedarfsGem. -insgesamt;BedarfsGem. -1 Person-;BedarfsGem. -2 Personen-;BedarfsGem. -3 u.mehr Personen-;Single-BG;Alleinerziehenden-BG;Partner-BG ohne Kinder;Partner-BG mit Kindern;BG mit Zahlungsanspruch Gesamtregelleistung;BG mit Zahlungsanspruch KdU;Personen in BG - insgesamt;Kinder in BG - insgesamt;Leistungsberechtigte (LB) - insgesamt;Nicht Leistungsberechtigte (NLB) - insgesamt;Regelleistungsberechtigte (RLB) - insgesamt;Erwerbsfähige Leistungsberechtigte (ELB) - insgesamt;Erwerbsfähige Leistungsberechtigte (ELB) - Männer;Erwerbsfähige Leistungsberechtigte (ELB) - Frauen;Erwerbsfähige Leistungsberechtigte (ELB) - Deutsche;Erwerbsfähige Leistungsberechtigte (ELB) - Ausländer;Erwerbsfähige Leistungsberechtigte (ELB) - unter 25 Jahre;Erwerbsfähige Leistungsberechtigte (ELB) - 25 bis unter 35 Jahre;Erwerbsfähige Leistungsberechtigte (ELB) - 35 bis unter 45 Jahre;Erwerbsfähige Leistungsberechtigte (ELB) - 45 bis unter 55 Jahre;Erwerbsfähige Leistungsberechtigte (ELB) - über 55 Jahre;Erwerbsfähige Leistungsberechtigte (ELB) - alleinerziehend;Erwerbsfähige Leistungsberechtigte (ELB) - erwerbstätig;"Nichterwerbsfähige Leistungsberechtigte (NEF) - insgesamt ";Sonstige Leistungsberechtigte (SLB) - insgesamt
2021;3. Quartal;StB 8 Plauen;2004;1127;265;612;1126;288;126;434;2000;1938;4277;1557;4136;141;4115;2810;1501;1309;1243;1567;561;756;664;407;422;286;603;1305;21
2021;3. Quartal;StB 9 Cotta/westliche Ortschaften;4097;2532;698;867;2530;741;283;500;4084;3928;7278;2247;6964;314;6913;5120;2630;2490;3789;1331;877;1159;1232;811;1041;738;1313;1793;51
2021;3. Quartal;unbekannt;296;275;12;9;275;15;1;4;295;47;334;30;332;2;331;306;230;76;271;35;72;97;82;39;16;15;19;25;1
2021;4. Quartal;StB 0 Altstadt;2913;1781;453;679;1781;392;223;482;2911;2831;5452;1676;5264;188;5241;3829;1990;1839;1986;1843;713;928;848;587;753;383;1048;1412;23
2021;4. Quartal;StB 1 Neustadt;2001;1373;313;315;1373;356;93;152;2001;1938;3171;851;3065;106;3038;2350;1313;1037;1802;548;326;597;651;406;370;349;693;688;27
2021;4. Quartal;StB 2 Pieschen;2274;1476;438;360;1476;459;138;174;2270;2187;3660;1005;3500;160;3474;2689;1362;1327;2339;350;348;568;773;431;569;457;800;785;26
2021;4. Quartal;StB 3 Klotzsche/nördliche Ortschaften;423;303;62;58;303;61;25;27;423;398;631;143;603;28;598;495;293;202;457;38;59;80;124;89;143;61;125;103;5
2021;4. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;396;291;63;42;291;55;25;23;394;364;570;120;550;20;545;445;254;191;411;34;34;75;112;95;129;55;144;100;5
2021;4. Quartal;StB 5 Blasewitz;2075;1349;399;327;1348;355;153;179;2072;2017;3328;846;3200;128;3173;2480;1217;1263;1994;486;346;492;583;437;622;350;723;693;27
2021;4. Quartal;StB 6 Leuben;1336;801;288;247;800;307;80;128;1333;1301;2328;739;2225;103;2212;1630;782;848;1425;205;267;376;352;285;350;306;441;582;13
2021;4. Quartal;StB 7 Prohlis;3277;2040;508;729;2040;578;206;412;3275;3144;5992;1950;5698;294;5651;4120;2168;1952;2824;1296;661;984;962;701;812;573;932;1531;47
2021;4. Quartal;StB 8 Plauen;1914;1054;267;593;1054;288;129;418;1911;1850;4144;1540;4014;130;3985;2684;1439;1245;1177;1507;517;711;648;404;404;284;638;1301;29
2021;4. Quartal;StB 9 Cotta/westliche Ortschaften;4002;2484;668;850;2483;721;280;480;3994;3852;7131;2220;6825;306;6765;4997;2575;2422;3669;1328;860;1135;1183;809;1010;718;1343;1768;60
