Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Baujahrgr-18-45-69-90-;Gebäudeart;Anzahl Wohnungen;Anzahl leerstehende Wohnungen
2016;85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1970 - 1990;Eigenheim;33;0
2016;85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1970 - 1990;Mehrfamilienhaus;8;0
2016;85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;ab 1991;Eigenheim;273;1
2016;85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;ab 1991;Mehrfamilienhaus;486;46
2016;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;" bis 1918";Eigenheim;97;9
2016;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;" bis 1918";Mehrfamilienhaus;2127;154
2016;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1919 - 1945;Eigenheim;120;2
2016;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1919 - 1945;Mehrfamilienhaus;1098;69
2016;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1946 - 1969;Eigenheim;37;4
2016;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1946 - 1969;Mehrfamilienhaus;1090;25
2016;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1970 - 1990;Eigenheim;32;0
2016;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1970 - 1990;Mehrfamilienhaus;107;3
2016;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;ab 1991;Eigenheim;107;0
2016;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;ab 1991;Mehrfamilienhaus;1067;72
2016;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;" bis 1918";Eigenheim;540;25
2016;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;" bis 1918";Mehrfamilienhaus;788;206
2016;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1919 - 1945;Eigenheim;358;14
2016;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1919 - 1945;Mehrfamilienhaus;295;61
2016;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1946 - 1969;Eigenheim;67;3
2016;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1946 - 1969;Mehrfamilienhaus;194;18
2016;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1970 - 1990;Eigenheim;140;6
2016;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1970 - 1990;Mehrfamilienhaus;293;5
2016;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;ab 1991;Eigenheim;542;8
2016;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;ab 1991;Mehrfamilienhaus;617;31
2016;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Eigenheim;97;7
2016;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Mehrfamilienhaus;3351;365
2016;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Eigenheim;13;0
2016;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Mehrfamilienhaus;1626;96
2016;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Eigenheim;5;0
2016;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Mehrfamilienhaus;341;12
2016;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Eigenheim;2;0
2016;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Mehrfamilienhaus;19;1
2016;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Eigenheim;155;9
2016;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Mehrfamilienhaus;896;48
2016;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Eigenheim;16;0
2016;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Mehrfamilienhaus;3210;312
2016;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Eigenheim;1;0
2016;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Mehrfamilienhaus;806;18
2016;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Eigenheim;4;0
2016;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Mehrfamilienhaus;39;3
2016;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Eigenheim;2;0
2016;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Mehrfamilienhaus;257;5
2016;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Eigenheim;25;0
2016;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Mehrfamilienhaus;826;55
2016;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Eigenheim;8;2
2016;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Mehrfamilienhaus;4188;285
2016;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Eigenheim;4;0
2016;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Mehrfamilienhaus;1057;50
2016;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Eigenheim;5;1
2016;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Mehrfamilienhaus;84;6
2016;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Eigenheim;2;0
2016;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Mehrfamilienhaus;21;0
2016;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Eigenheim;7;0
2016;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Mehrfamilienhaus;1040;47
2016;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Eigenheim;266;18
2016;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Mehrfamilienhaus;1348;221
2016;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Eigenheim;753;17
2016;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Mehrfamilienhaus;1774;206
2016;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Eigenheim;48;2
2016;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Mehrfamilienhaus;68;4
2016;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Eigenheim;93;6
2016;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Mehrfamilienhaus;3;0
2016;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Eigenheim;487;3
2016;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Mehrfamilienhaus;298;17
2016;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;" bis 1918";Eigenheim;26;1
2016;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;" bis 1918";Mehrfamilienhaus;42;10
2016;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1919 - 1945;Eigenheim;212;10
2016;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1919 - 1945;Mehrfamilienhaus;21;2
2016;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1946 - 1969;Eigenheim;2;0
2016;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1970 - 1990;Eigenheim;1;0
2016;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1970 - 1990;Mehrfamilienhaus;4785;185
2016;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;ab 1991;Eigenheim;15;0
2016;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;ab 1991;Mehrfamilienhaus;75;3
2016;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;" bis 1918";Eigenheim;4;2
2016;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;" bis 1918";Mehrfamilienhaus;4;0
2016;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1970 - 1990;Eigenheim;23;2
2016;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1970 - 1990;Mehrfamilienhaus;3758;334
2016;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;ab 1991;Mehrfamilienhaus;5;0
2016;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;" bis 1918";Eigenheim;7;2
2016;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1919 - 1945;Eigenheim;2;0
2016;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1970 - 1990;Eigenheim;1;0
2016;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1970 - 1990;Mehrfamilienhaus;3857;218
2016;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;ab 1991;Eigenheim;7;0
2016;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;ab 1991;Mehrfamilienhaus;1;0
2016;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;" bis 1918";Eigenheim;478;20
2016;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;" bis 1918";Mehrfamilienhaus;1742;316
2016;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1919 - 1945;Eigenheim;807;22
2016;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1919 - 1945;Mehrfamilienhaus;1271;154
2016;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1946 - 1969;Eigenheim;38;0
2016;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1946 - 1969;Mehrfamilienhaus;51;0
2016;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1970 - 1990;Eigenheim;92;6
2016;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1970 - 1990;Mehrfamilienhaus;40;7
2016;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;ab 1991;Eigenheim;452;2
2016;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;ab 1991;Mehrfamilienhaus;993;67
2016;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;" bis 1918";Eigenheim;145;12
2016;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;" bis 1918";Mehrfamilienhaus;163;33
2016;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1919 - 1945;Eigenheim;97;3
2016;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1919 - 1945;Mehrfamilienhaus;34;10
2016;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1946 - 1969;Eigenheim;35;2
2016;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1946 - 1969;Mehrfamilienhaus;27;2
2016;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1970 - 1990;Eigenheim;72;2
2016;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1970 - 1990;Mehrfamilienhaus;15;2
2016;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;ab 1991;Eigenheim;950;5
2016;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;ab 1991;Mehrfamilienhaus;426;28
2017;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1919 - 1945;Mehrfamilienhaus;2;2
2017;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Mehrfamilienhaus;872;57
2017;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Mehrfamilienhaus;244;102
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Mehrfamilienhaus;7;0
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Mehrfamilienhaus;3790;285
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Mehrfamilienhaus;84;0
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Mehrfamilienhaus;82;0
2017;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Eigenheim;15;2
2017;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Mehrfamilienhaus;68;7
2017;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1919 - 1945;Eigenheim;15;1
2017;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1919 - 1945;Mehrfamilienhaus;39;8
2017;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Eigenheim;6;0
2017;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Mehrfamilienhaus;3229;53
2017;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Eigenheim;1;0
2017;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Mehrfamilienhaus;497;5
2017;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Eigenheim;18;1
2017;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Mehrfamilienhaus;669;80
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Eigenheim;2;1
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Mehrfamilienhaus;304;22
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1919 - 1945;Mehrfamilienhaus;44;5
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Eigenheim;1;0
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Mehrfamilienhaus;4250;96
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Mehrfamilienhaus;80;0
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Eigenheim;12;1
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Mehrfamilienhaus;797;205
2017;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Eigenheim;11;1
2017;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Mehrfamilienhaus;2129;212
2017;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1919 - 1945;Eigenheim;3;0
2017;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1919 - 1945;Mehrfamilienhaus;251;18
2017;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Eigenheim;3;0
2017;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Mehrfamilienhaus;193;26
2017;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Eigenheim;1;0
2017;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Mehrfamilienhaus;540;7
2017;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Eigenheim;60;10
2017;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Mehrfamilienhaus;1230;100
2017;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;" bis 1918";Mehrfamilienhaus;1134;29
2017;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;1919 - 1945;Eigenheim;7;0
2017;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;1919 - 1945;Mehrfamilienhaus;687;26
2017;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;1946 - 1969;Mehrfamilienhaus;48;3
2017;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;1970 - 1990;Mehrfamilienhaus;3592;98
2017;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;ab 1991;Eigenheim;1;0
2017;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;ab 1991;Mehrfamilienhaus;868;68
2017;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;" bis 1918";Mehrfamilienhaus;117;5
2017;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;1919 - 1945;Eigenheim;2;0
2017;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;1919 - 1945;Mehrfamilienhaus;16;1
2017;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;1946 - 1969;Eigenheim;2;0
2017;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;1946 - 1969;Mehrfamilienhaus;3063;80
2017;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;1970 - 1990;Mehrfamilienhaus;3389;57
2017;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;ab 1991;Mehrfamilienhaus;551;42
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Eigenheim;76;4
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Mehrfamilienhaus;7263;495
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Eigenheim;3;1
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Mehrfamilienhaus;611;16
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Eigenheim;1;0
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Mehrfamilienhaus;203;10
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Mehrfamilienhaus;461;4
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Eigenheim;16;0
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Mehrfamilienhaus;1257;111
2017;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Eigenheim;146;7
2017;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Mehrfamilienhaus;1178;127
2017;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Eigenheim;60;3
2017;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Mehrfamilienhaus;379;47
2017;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Eigenheim;16;0
2017;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Mehrfamilienhaus;260;24
2017;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Eigenheim;20;0
2017;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Mehrfamilienhaus;1149;60
2017;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Eigenheim;98;0
2017;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Mehrfamilienhaus;1431;132
2017;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Eigenheim;21;4
2017;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Mehrfamilienhaus;1405;142
2017;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Mehrfamilienhaus;60;8
2017;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Mehrfamilienhaus;336;11
2017;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Mehrfamilienhaus;1584;27
2017;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Eigenheim;12;0
2017;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Mehrfamilienhaus;670;74
2017;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;" bis 1918";Eigenheim;33;1
2017;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;" bis 1918";Mehrfamilienhaus;4041;216
2017;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Eigenheim;107;3
2017;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Mehrfamilienhaus;1508;49
2017;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Eigenheim;8;0
2017;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Mehrfamilienhaus;211;6
2017;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Mehrfamilienhaus;2;0
2017;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;ab 1991;Eigenheim;17;0
2017;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;ab 1991;Mehrfamilienhaus;604;18
2017;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Eigenheim;7;1
2017;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Mehrfamilienhaus;450;35
2017;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Mehrfamilienhaus;254;48
2017;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Eigenheim;5;0
2017;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Mehrfamilienhaus;27;1
