Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Baujahrgr-18-45-69-90-;Gebäudeart;Anzahl Wohnungen;Anzahl leerstehende Wohnungen
2017;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Eigenheim;12;0
2017;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Mehrfamilienhaus;252;18
2017;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Eigenheim;134;2
2017;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Mehrfamilienhaus;316;21
2017;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Eigenheim;24;1
2017;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Mehrfamilienhaus;4233;315
2017;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Eigenheim;8;2
2017;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Mehrfamilienhaus;1222;84
2017;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Eigenheim;4;0
2017;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Mehrfamilienhaus;45;5
2017;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Mehrfamilienhaus;12;2
2017;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Eigenheim;51;1
2017;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Mehrfamilienhaus;1008;101
2017;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Eigenheim;121;11
2017;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Mehrfamilienhaus;2591;300
2017;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Eigenheim;17;1
2017;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Mehrfamilienhaus;1399;52
2017;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Eigenheim;7;2
2017;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Mehrfamilienhaus;677;18
2017;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Eigenheim;2;0
2017;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Mehrfamilienhaus;731;12
2017;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Eigenheim;104;3
2017;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Mehrfamilienhaus;1601;77
2017;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Eigenheim;126;4
2017;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Mehrfamilienhaus;1207;149
2017;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Eigenheim;399;10
2017;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Mehrfamilienhaus;772;29
2017;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Eigenheim;25;4
2017;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Mehrfamilienhaus;332;13
2017;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Eigenheim;18;0
2017;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Eigenheim;82;4
2017;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Mehrfamilienhaus;149;9
2017;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Eigenheim;91;5
2017;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Mehrfamilienhaus;1734;148
2017;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Eigenheim;450;13
2017;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Mehrfamilienhaus;2511;87
2017;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Eigenheim;9;1
2017;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Mehrfamilienhaus;129;6
2017;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Eigenheim;11;1
2017;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Mehrfamilienhaus;1;0
2017;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Eigenheim;55;3
2017;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Mehrfamilienhaus;353;40
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Eigenheim;122;14
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Mehrfamilienhaus;3537;298
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Eigenheim;204;10
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Mehrfamilienhaus;1680;88
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Eigenheim;26;3
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Mehrfamilienhaus;18;0
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Eigenheim;30;0
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Mehrfamilienhaus;330;6
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Eigenheim;95;2
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Mehrfamilienhaus;939;44
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;376;16
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;1038;154
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;485;16
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;712;80
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;35;2
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;179;10
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;65;3
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Mehrfamilienhaus;2494;113
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;664;6
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;1588;87
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;703;42
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;342;80
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;790;27
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;248;37
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;135;13
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;4;2
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;181;9
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Mehrfamilienhaus;80;6
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;468;6
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;107;12
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;544;27
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;170;41
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;639;23
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;165;44
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;87;5
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;23;2
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;139;3
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;824;12
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;225;14
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;441;21
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;430;96
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;260;4
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;99;20
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;15;0
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;5;1
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;69;0
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Mehrfamilienhaus;4;0
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;505;8
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;187;11
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;589;43
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;840;163
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;326;10
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;235;43
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;84;4
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;14;6
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;44;2
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;17;4
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;220;5
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;602;41
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;555;40
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;1881;299
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;784;38
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;792;128
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;141;11
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;60;4
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;195;6
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;422;8
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;866;62
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;369;25
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;358;76
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;250;14
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;92;22
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;76;3
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;85;8
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;45;1
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;15;0
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;223;3
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;194;13
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;234;4
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;87;21
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;160;5
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;63;12
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;49;3
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;53;3
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;27;1
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;746;13
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;1642;116
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;169;13
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;70;32
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;115;10
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;51;17
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;55;5
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;8;3
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;81;2
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;7;2
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;920;16
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;344;23
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;493;38
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;134;31
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;134;12
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;68;15
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;59;3
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;35;8
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;64;0
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;44;5
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;449;6
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;58;2
2017;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Eigenheim;410;21
2017;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Mehrfamilienhaus;2112;239
2017;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Eigenheim;63;3
2017;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Mehrfamilienhaus;408;36
2017;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Eigenheim;18;0
2017;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Mehrfamilienhaus;146;3
2017;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Eigenheim;20;1
2017;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Mehrfamilienhaus;214;8
2017;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Eigenheim;102;1
2017;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Mehrfamilienhaus;1777;142
2017;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Eigenheim;80;0
2017;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Mehrfamilienhaus;4754;273
2017;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Eigenheim;4;0
2017;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Mehrfamilienhaus;596;48
2017;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Eigenheim;3;0
2017;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Mehrfamilienhaus;508;29
2017;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Eigenheim;2;0
2017;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Mehrfamilienhaus;6;0
2017;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Eigenheim;64;0
2017;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Mehrfamilienhaus;1632;106
2017;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Eigenheim;11;0
2017;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Mehrfamilienhaus;855;28
2017;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Eigenheim;22;2
2017;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Mehrfamilienhaus;850;29
2017;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Eigenheim;3;0
2017;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Mehrfamilienhaus;2320;48
2017;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Eigenheim;1;0
2017;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Mehrfamilienhaus;1201;44
2017;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Eigenheim;33;0
2017;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Mehrfamilienhaus;1225;99
2017;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Eigenheim;14;2
2017;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Mehrfamilienhaus;1494;104
2017;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Eigenheim;2;2
2017;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Mehrfamilienhaus;213;21
2017;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Eigenheim;15;1
2017;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Mehrfamilienhaus;3269;52
2017;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Mehrfamilienhaus;31;0
2017;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Eigenheim;34;0
