Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Bautätigkeit - Art;Fertigstellungsjahr;Anzahl Gebäude;Wohnungen gesamt
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2016;26;169
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2017;5;23
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2018;12;99
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2019;19;185
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2020;8;176
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2021;16;192
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2022;6;58
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2023;8;179
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2024;8;22
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2025;1;1
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;unbekannt;77;944
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1992;2;1
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1993;3;15
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1994;1;17
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1995;3;11
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1996;9;60
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1997;3;47
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1998;5;42
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1999;8;56
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2000;2;99
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2001;3;8
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2002;3;17
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2003;1;0
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2004;3;1
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2005;3;26
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2006;3;20
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2007;15;112
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2008;11;72
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2009;4;11
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2010;5;25
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2011;15;94
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2012;4;33
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2013;10;113
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2014;8;103
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2015;13;146
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2016;7;70
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2017;7;89
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2018;9;29
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2019;14;123
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2020;7;43
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2021;8;72
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2022;3;36
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2023;4;63
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2024;9;25
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2025;5;10
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;unbekannt;32;231
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1994;1;19
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1995;7;91
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1996;10;273
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1997;3;11
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1998;8;116
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1999;2;12
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2000;8;51
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2001;7;18
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2002;4;9
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2003;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2004;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2005;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2006;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2007;2;8
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2008;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2009;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2010;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2012;3;1
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2013;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2014;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2015;4;129
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2016;4;20
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2017;3;11
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2019;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2020;23;393
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2021;2;4
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2022;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2023;12;120
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2025;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;unbekannt;10;89
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1993;1;4
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1995;3;23
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1996;2;27
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1997;3;1
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1998;14;220
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1999;3;24
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2000;16;141
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2001;9;102
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2002;5;54
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2004;18;434
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2005;7;124
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2006;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2007;3;24
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2008;6;54
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2009;3;37
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2010;7;211
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2011;20;338
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2012;5;33
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2013;2;11
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2014;6;33
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2015;12;115
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2016;4;37
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2017;1;10
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2018;3;50
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2019;4;51
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2020;22;600
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2021;13;520
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2022;2;38
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2023;3;11
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2024;5;10
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2025;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;unbekannt;15;386
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;1994;2;12
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;1995;3;35
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;1997;9;259
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;1998;14;151
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;1999;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2000;2;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2003;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2005;2;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2006;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2010;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2013;2;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2014;3;56
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2015;3;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2016;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2017;2;30
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2018;3;55
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2019;2;24
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2020;6;110
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2022;6;61
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2023;9;234
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;unbekannt;2;41
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;1993;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;1994;7;95
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;1995;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;1996;1;203
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;1998;2;14
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;1999;1;14
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2000;24;464
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2001;21;259
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2002;5;131
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2003;26;468
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2004;31;607
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2005;3;12
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2007;1;7
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2008;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2009;16;175
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2011;33;314
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2012;31;310
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2013;19;366
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2014;16;150
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2015;2;80
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2016;10;100
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2017;5;76
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2018;2;8
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2019;9;229
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2020;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2021;4;321
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2023;2;293
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2024;1;43
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2025;2;128
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;unbekannt;2;13
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1992;2;0
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1993;1;3
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1994;5;17
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1995;20;147
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1996;5;50
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1997;24;265
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1998;6;68
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1999;8;90
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2000;3;21
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2001;3;47
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2002;4;42
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2003;1;9
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2004;5;18
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2006;1;2
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2008;2;1
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2009;1;14
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2010;4;6
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2011;2;1
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2012;2;7
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2013;4;4
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2014;4;15
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2015;10;56
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2016;22;113
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2017;7;104
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2018;7;45
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2019;6;112
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2020;9;113
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2021;7;55
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2022;4;23
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2023;3;48
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2024;6;49
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2025;6;73
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;unbekannt;9;30
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1992;3;4
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1993;9;64
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1994;6;56
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1995;9;59
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1996;9;52
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1997;14;134
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1998;17;139
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1999;36;295
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2000;34;258
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2001;22;136
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2002;13;92
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2003;9;99
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2004;10;108
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2005;15;120
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2006;3;18
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2007;7;36
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2008;8;54
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2009;10;65
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2010;22;144
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2011;6;47
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2012;14;120
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2013;16;58
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2014;12;82
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2015;12;103
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2016;10;45
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2017;19;123
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2018;10;70
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2019;9;49
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2020;14;100
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2021;1;10
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2022;4;12
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2023;6;15
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2024;10;63
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2025;14;186
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2026;1;1
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;unbekannt;34;206
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1994;2;0
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1995;5;73
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1996;40;365
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1997;36;455
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1998;16;142
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1999;1;3
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2000;10;43
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2001;12;11
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2002;6;26
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2003;3;8
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2004;6;18
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2005;5;19
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2006;15;18
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2007;11;11
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2008;12;14
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2009;2;0
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2010;4;15
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2011;13;29
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2012;13;21
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2013;4;12
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2014;1;1
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2015;11;21
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2016;14;68
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2017;5;15
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2018;6;37
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2020;2;2
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2021;2;20
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2022;3;3
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2023;4;32
