Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Bautätigkeit - Art;Fertigstellungsjahr;Anzahl Gebäude;Wohnungen gesamt
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2014;12;25
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2015;15;55
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2016;10;34
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2017;10;16
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2018;11;45
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2019;8;23
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2020;10;43
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2021;2;68
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2022;7;15
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2023;8;23
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2024;8;11
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2025;7;8
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2026;1;3
85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;unbekannt;24;95
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1993;1;2
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1994;3;41
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1995;15;89
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1996;21;282
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1997;28;239
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1998;9;99
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;1999;11;58
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2000;4;21
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2001;9;23
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2002;5;18
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2003;4;9
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2004;12;28
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2005;11;12
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2006;12;115
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2007;3;8
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2008;1;3
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2009;5;21
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2010;8;8
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2011;6;6
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2012;9;11
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2013;6;4
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2014;2;8
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2015;4;9
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2016;8;45
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2017;5;16
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2018;4;10
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2019;4;23
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2020;5;18
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2021;3;11
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2022;1;10
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2023;2;13
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2024;2;1
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;2025;3;1
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Neubau;unbekannt;8;16
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;1993;2;6
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;1994;7;33
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;1995;4;15
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;1996;7;24
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;1997;21;150
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;1998;21;128
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;1999;33;247
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2000;63;640
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2001;14;100
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2002;20;131
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2003;17;95
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2004;15;75
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2005;10;34
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2006;6;28
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2007;16;93
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2008;19;128
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2009;8;62
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2010;11;63
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2011;5;23
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2012;4;16
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2013;7;10
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2014;10;82
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2015;9;93
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2016;12;58
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2017;10;61
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2018;17;91
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2019;8;76
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2020;4;11
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2021;9;22
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2022;7;31
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2023;4;34
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2024;4;19
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;2025;1;6
86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;Umbau;unbekannt;10;37
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;1998;19;33
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;1999;16;19
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2000;20;19
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2001;36;70
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2002;29;63
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2003;12;13
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2004;19;18
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2005;24;23
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2006;14;13
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2007;15;16
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2008;10;9
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2009;16;14
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2010;13;12
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2011;17;15
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2012;14;13
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2013;15;14
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2014;12;14
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2015;12;12
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2016;19;19
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2017;35;35
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2018;17;31
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2019;26;32
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2020;20;23
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2021;3;3
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2022;9;6
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2023;17;16
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2024;9;9
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2025;8;9
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;2026;6;6
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Neubau;unbekannt;29;29
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;1998;2;11
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;1999;8;13
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2000;6;13
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2001;8;14
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2002;5;7
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2003;10;33
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2004;7;12
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2005;15;16
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2006;29;184
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2007;13;16
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2008;13;47
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2009;8;35
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2010;11;43
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2011;15;67
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2012;14;38
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2013;8;32
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2014;12;19
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2015;11;17
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2016;15;20
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2017;8;17
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2018;9;26
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2019;12;36
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2020;6;9
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2021;15;61
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2022;14;32
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2023;15;24
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2024;11;14
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2025;13;19
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;2026;2;4
90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;Umbau;unbekannt;33;81
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1992;1;0
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1993;1;9
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1994;6;30
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1995;12;192
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1996;15;189
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1997;19;230
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1998;3;24
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1999;6;73
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2000;13;27
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2001;26;26
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2002;26;25
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2003;1;0
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2004;6;14
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2005;21;20
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2006;15;13
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2007;20;20
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2008;1;1
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2009;1;1
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2010;5;7
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2011;3;1
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2012;11;31
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2013;3;2
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2014;8;14
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2015;5;15
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2016;21;48
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2017;11;38
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2018;3;17
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2019;6;29
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2020;6;5
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2021;5;25
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2022;5;21
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2023;3;25
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2024;1;0
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2025;3;4
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;unbekannt;31;166
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;1992;1;5
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;1993;3;10
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;1994;3;13
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;1995;3;10
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;1996;7;79
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;1997;26;235
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;1998;37;309
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;1999;32;279
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2000;44;343
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2001;18;122
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2002;24;149
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2003;19;139
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2004;21;152
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2005;9;37
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2006;6;49
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2007;11;109
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2008;27;196
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2009;9;67
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2010;11;98
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2011;14;66
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2012;16;127
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2013;5;38
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2014;10;54
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2015;13;113
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2016;5;42
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2017;12;53
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2018;12;86
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2019;6;19
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2020;7;62
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2021;7;96
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2022;5;20
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2023;8;50
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2024;7;45
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2025;8;73
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;2026;1;12
91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Umbau;unbekannt;12;57
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1994;3;62
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1995;5;68
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1996;10;154
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1997;17;249
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1998;6;70
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;1999;3;25
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2000;4;67
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2001;1;15
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2002;3;28
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2003;1;0
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2004;1;0
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2005;2;1
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2006;3;3
92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;Neubau;2007;4;1
