Jahr;Quartal;Monat;Wirtschaftszweig 2-Steller;Auftragseingang insgesamt (in 1000 EUR);Auftragseingang Ausland (in 1000 EUR);Auftragseingang Eurozone (in 1000 EUR);Umsatz insgesamt aus Auftragseingang (in 1000 EUR);Umsatz Ausland aus Auftragseingang (in 1000 EUR);Umsatz Eurozone aus Auftragseingang (in 1000 EUR)
2023;1. Quartal;01;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2023;1. Quartal;02;Verarbeitendes Gewerbe gesamt;456386;255471;90639;441991;259337;88160
2023;1. Quartal;02;20-Herst. von chemischen Erzeugnissen;5819;2857;1639;6183;3005;1756
2023;1. Quartal;02;21-Herst. von pharmazeutischen Erzeugnissen;-;-;-;24503;-;-
2023;1. Quartal;02;25-Herst. von Metallerzeugnissen;6779;-;-;5730;-;-
2023;1. Quartal;02;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;264427;153559;22740;259038;145808;29936
2023;1. Quartal;02;27-Herst. von elektrischen Ausrüstungen;43175;-;-;23824;-;-
2023;1. Quartal;02;28-Maschinenbau;58294;34352;18498;45336;25523;6129
2023;1. Quartal;02;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2023;1. Quartal;02;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2023;1. Quartal;03;Verarbeitendes Gewerbe gesamt;719820;420512;133251;565216;340234;99816
2023;1. Quartal;03;20-Herst. von chemischen Erzeugnissen;6897;3025;1982;7213;3027;1977
2023;1. Quartal;03;21-Herst. von pharmazeutischen Erzeugnissen;29804;-;-;31324;-;-
2023;1. Quartal;03;25-Herst. von Metallerzeugnissen;8842;-;-;9543;-;-
2023;1. Quartal;03;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;323156;191288;48307;326397;198304;35292
2023;1. Quartal;03;27-Herst. von elektrischen Ausrüstungen;-;-;-;36130;-;-
2023;1. Quartal;03;28-Maschinenbau;200228;109885;15391;63041;33474;7091
2023;1. Quartal;03;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2023;1. Quartal;03;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2023;2. Quartal;04;Verarbeitendes Gewerbe gesamt;491638;257312;62475;499824;310945;84769
2023;2. Quartal;04;20-Herst. von chemischen Erzeugnissen;5686;2302;1590;5829;2583;1667
2023;2. Quartal;04;21-Herst. von pharmazeutischen Erzeugnissen;-;-;-;25843;-;-
2023;2. Quartal;04;25-Herst. von Metallerzeugnissen;10040;-;-;6174;-;-
2023;2. Quartal;04;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;256806;151225;20494;305696;192537;17090
2023;2. Quartal;04;27-Herst. von elektrischen Ausrüstungen;61237;11950;5483;25718;13472;1550
2023;2. Quartal;04;28-Maschinenbau;85895;54129;7405;47577;30630;5136
2023;2. Quartal;04;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2023;2. Quartal;04;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2023;2. Quartal;05;Verarbeitendes Gewerbe gesamt;774073;580389;144313;475486;271106;66251
2023;2. Quartal;05;20-Herst. von chemischen Erzeugnissen;5834;2979;2190;6452;3088;1955
2023;2. Quartal;05;21-Herst. von pharmazeutischen Erzeugnissen;25112;22018;21192;27392;22245;21073
2023;2. Quartal;05;25-Herst. von Metallerzeugnissen;6360;-;-;6318;-;-
2023;2. Quartal;05;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;263301;161828;30963;289966;176843;22096
2023;2. Quartal;05;27-Herst. von elektrischen Ausrüstungen;-;-;-;21740;-;-
2023;2. Quartal;05;28-Maschinenbau;72211;51562;20869;67990;40221;8426
2023;2. Quartal;05;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2023;2. Quartal;05;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2023;2. Quartal;06;Verarbeitendes Gewerbe gesamt;1131974;896313;101722;600007;380216;94720
2023;2. Quartal;06;20-Herst. von chemischen Erzeugnissen;6133;2728;1888;5723;2597;1745
2023;2. Quartal;06;21-Herst. von pharmazeutischen Erzeugnissen;25507;20882;20056;27254;22751;20605
2023;2. Quartal;06;25-Herst. von Metallerzeugnissen;9650;-;-;7232;-;-
2023;2. Quartal;06;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;333880;197153;32303;366199;240206;38321
2023;2. Quartal;06;27-Herst. von elektrischen Ausrüstungen;39745;-;-;34428;-;-
2023;2. Quartal;06;28-Maschinenbau;100078;67627;33939;72765;39284;12390
2023;2. Quartal;06;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2023;2. Quartal;06;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2023;3. Quartal;07;Verarbeitendes Gewerbe gesamt;509077;288540;71532;475840;288650;65436
2023;3. Quartal;07;20-Herst. von chemischen Erzeugnissen;6059;2388;1836;5942;2833;1776
2023;3. Quartal;07;21-Herst. von pharmazeutischen Erzeugnissen;-;-;-;25092;-;-
2023;3. Quartal;07;25-Herst. von Metallerzeugnissen;5542;-;-;7288;-;-
2023;3. Quartal;07;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;316118;188502;14463;315449;191045;17188
2023;3. Quartal;07;27-Herst. von elektrischen Ausrüstungen;41100;-;-;24496;-;-
2023;3. Quartal;07;28-Maschinenbau;51026;23770;14113;58808;34034;7929
2023;3. Quartal;07;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2023;3. Quartal;07;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2023;3. Quartal;08;Verarbeitendes Gewerbe gesamt;595720;314925;103669;569200;324628;105100
2023;3. Quartal;08;20-Herst. von chemischen Erzeugnissen;9260;2587;2032;6581;2757;2027
2023;3. Quartal;08;21-Herst. von pharmazeutischen Erzeugnissen;25399;22496;21955;30000;25351;24471
2023;3. Quartal;08;25-Herst. von Metallerzeugnissen;7955;-;-;7440;-;-
2023;3. Quartal;08;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;344707;195250;33359;353693;212155;34155
2023;3. Quartal;08;27-Herst. von elektrischen Ausrüstungen;49702;4670;1280;30547;13262;662
2023;3. Quartal;08;28-Maschinenbau;108873;65027;31173;77315;39564;20425
2023;3. Quartal;08;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2023;3. Quartal;08;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2023;3. Quartal;09;Verarbeitendes Gewerbe gesamt;668293;446220;81966;584746;345133;85873
2023;3. Quartal;09;20-Herst. von chemischen Erzeugnissen;6135;2419;1574;7215;2359;1771
2023;3. Quartal;09;21-Herst. von pharmazeutischen Erzeugnissen;-;-;-;27750;-;-
2023;3. Quartal;09;25-Herst. von Metallerzeugnissen;6507;662;405;8796;-;-
2023;3. Quartal;09;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;333374;212804;24945;355216;228295;31778
2023;3. Quartal;09;27-Herst. von elektrischen Ausrüstungen;58916;-;-;43598;-;-
2023;3. Quartal;09;28-Maschinenbau;199394;175109;21706;67767;35523;7523
2023;3. Quartal;09;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2023;3. Quartal;09;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2023;4. Quartal;10;Verarbeitendes Gewerbe gesamt;521682;277979;61721;567981;367799;97136
2023;4. Quartal;10;20-Herst. von chemischen Erzeugnissen;6771;2801;2245;8168;2762;2022
2023;4. Quartal;10;21-Herst. von pharmazeutischen Erzeugnissen;-;-;-;30150;-;-
2023;4. Quartal;10;25-Herst. von Metallerzeugnissen;6991;1394;612;7505;-;-
2023;4. Quartal;10;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;314261;187521;18726;334473;215440;16327
2023;4. Quartal;10;27-Herst. von elektrischen Ausrüstungen;33381;4117;1639;23301;6211;1559
2023;4. Quartal;10;28-Maschinenbau;81415;38972;12249;81974;59657;20582
2023;4. Quartal;10;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2023;4. Quartal;10;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2023;4. Quartal;11;Verarbeitendes Gewerbe gesamt;534641;297266;102031;552112;301598;80134
2023;4. Quartal;11;20-Herst. von chemischen Erzeugnissen;8085;2671;1967;7868;2741;2175
2023;4. Quartal;11;21-Herst. von pharmazeutischen Erzeugnissen;23383;-;-;27853;-;-
2023;4. Quartal;11;25-Herst. von Metallerzeugnissen;7939;-;-;8556;-;-
2023;4. Quartal;11;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;322278;187856;28466;334329;195222;28247
2023;4. Quartal;11;27-Herst. von elektrischen Ausrüstungen;51921;11843;6192;33561;8802;4076
2023;4. Quartal;11;28-Maschinenbau;82607;57736;37679;66496;34557;8715
2023;4. Quartal;11;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2023;4. Quartal;11;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2023;4. Quartal;12;Verarbeitendes Gewerbe gesamt;631167;376702;159121;927214;609210;115290
2023;4. Quartal;12;20-Herst. von chemischen Erzeugnissen;6334;2277;1796;6740;2445;1863
2023;4. Quartal;12;21-Herst. von pharmazeutischen Erzeugnissen;-;-;-;-;-;-
2023;4. Quartal;12;25-Herst. von Metallerzeugnissen;4698;-;-;22473;-;-
2023;4. Quartal;12;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;365776;208301;31412;376687;201274;36261
2023;4. Quartal;12;27-Herst. von elektrischen Ausrüstungen;-;-;-;32732;-;-
2023;4. Quartal;12;28-Maschinenbau;132482;103958;76218;357812;-;-
2023;4. Quartal;12;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2023;4. Quartal;12;30-Sonstiger Fahrzeugbau;35957;12516;5514;-;-;-
2024;1. Quartal;01;Verarbeitendes Gewerbe gesamt;574132;288761;79976;527619;313900;119245
2024;1. Quartal;01;20-Herst. von chemischen Erzeugnissen;6421;2978;1815;6307;2619;1782
2024;1. Quartal;01;21-Herst. von pharmazeutischen Erzeugnissen;24961;-;-;29957;-;-
2024;1. Quartal;01;25-Herst. von Metallerzeugnissen;7031;379;238;8160;405;234
2024;1. Quartal;01;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;311555;170861;36068;307671;180910;33842
2024;1. Quartal;01;27-Herst. von elektrischen Ausrüstungen;-;-;-;35738;-;-
2024;1. Quartal;01;28-Maschinenbau;71034;45505;7723;55753;38472;20393
2024;1. Quartal;01;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;1. Quartal;01;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2024;1. Quartal;02;Verarbeitendes Gewerbe gesamt;559877;320387;80141;465892;282559;85865
2024;1. Quartal;02;20-Herst. von chemischen Erzeugnissen;7116;2714;1972;5891;2364;1757
2024;1. Quartal;02;21-Herst. von pharmazeutischen Erzeugnissen;24882;-;-;26272;-;-
2024;1. Quartal;02;25-Herst. von Metallerzeugnissen;9527;-;-;6910;-;-
2024;1. Quartal;02;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;318678;191006;33050;276438;164055;23811
2024;1. Quartal;02;27-Herst. von elektrischen Ausrüstungen;75629;-;-;34345;-;-
2024;1. Quartal;02;28-Maschinenbau;68830;47667;11296;49369;26862;7325
2024;1. Quartal;02;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;1. Quartal;02;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2024;1. Quartal;03;Verarbeitendes Gewerbe gesamt;603350;289453;73255;544529;320282;101796
2024;1. Quartal;03;20-Herst. von chemischen Erzeugnissen;7304;3600;2118;7374;2833;1741
2024;1. Quartal;03;21-Herst. von pharmazeutischen Erzeugnissen;24997;-;-;27620;-;-
2024;1. Quartal;03;25-Herst. von Metallerzeugnissen;8335;359;119;5875;-;-
2024;1. Quartal;03;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;340815;203618;29811;316103;191690;38135
2024;1. Quartal;03;27-Herst. von elektrischen Ausrüstungen;-;-;-;33811;-;-
2024;1. Quartal;03;28-Maschinenbau;76371;31046;11254;72904;45045;20470
2024;1. Quartal;03;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;1. Quartal;03;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2024;2. Quartal;04;Verarbeitendes Gewerbe gesamt;554620;291634;70077;554174;341188;75616
2024;2. Quartal;04;20-Herst. von chemischen Erzeugnissen;6631;2581;1819;6644;3011;1924
2024;2. Quartal;04;21-Herst. von pharmazeutischen Erzeugnissen;23729;20068;19363;27791;22891;21074
2024;2. Quartal;04;25-Herst. von Metallerzeugnissen;6071;638;328;7295;722;328
2024;2. Quartal;04;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;315225;186128;23583;317432;202095;23180
2024;2. Quartal;04;27-Herst. von elektrischen Ausrüstungen;-;-;-;38550;-;-
2024;2. Quartal;04;28-Maschinenbau;63639;34683;12293;68920;50016;11830
2024;2. Quartal;04;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;2. Quartal;04;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2024;2. Quartal;05;Verarbeitendes Gewerbe gesamt;577136;290302;52535;555834;350786;102722
2024;2. Quartal;05;20-Herst. von chemischen Erzeugnissen;5619;2526;1368;5566;2351;1371
2024;2. Quartal;05;21-Herst. von pharmazeutischen Erzeugnissen;24090;20393;20259;26552;21222;20935
2024;2. Quartal;05;25-Herst. von Metallerzeugnissen;5008;320;160;5560;538;219
2024;2. Quartal;05;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;315141;193901;17150;291622;174481;19625
2024;2. Quartal;05;27-Herst. von elektrischen Ausrüstungen;-;-;-;27813;-;-
2024;2. Quartal;05;28-Maschinenbau;64502;25414;10038;109558;92220;28376
2024;2. Quartal;05;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;2. Quartal;05;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2024;2. Quartal;06;Verarbeitendes Gewerbe gesamt;552833;302424;124457;662882;411140;128451
2024;2. Quartal;06;20-Herst. von chemischen Erzeugnissen;6303;2936;1833;5687;-;-
2024;2. Quartal;06;21-Herst. von pharmazeutischen Erzeugnissen;24357;-;-;26440;-;-
2024;2. Quartal;06;25-Herst. von Metallerzeugnissen;7551;522;277;6079;651;256
2024;2. Quartal;06;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;338900;183389;47895;388376;235843;55928
2024;2. Quartal;06;27-Herst. von elektrischen Ausrüstungen;44416;13420;6340;36049;-;-
2024;2. Quartal;06;28-Maschinenbau;91794;66803;38523;94600;71227;11818
2024;2. Quartal;06;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;2. Quartal;06;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2024;3. Quartal;07;Verarbeitendes Gewerbe gesamt;666663;422110;163894;467399;322889;101100
2024;3. Quartal;07;20-Herst. von chemischen Erzeugnissen;7013;3177;2114;6846;2958;2049
2024;3. Quartal;07;21-Herst. von pharmazeutischen Erzeugnissen;25654;-;-;25950;-;-
2024;3. Quartal;07;25-Herst. von Metallerzeugnissen;5678;392;274;5987;506;295
2024;3. Quartal;07;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;258575;-;-;212983;-;-
2024;3. Quartal;07;27-Herst. von elektrischen Ausrüstungen;-;-;-;28558;-;-
2024;3. Quartal;07;28-Maschinenbau;121288;62070;19661;121106;89731;26030
2024;3. Quartal;07;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;3. Quartal;07;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2024;3. Quartal;08;Verarbeitendes Gewerbe gesamt;706820;290828;61716;539389;325620;84022
2024;3. Quartal;08;20-Herst. von chemischen Erzeugnissen;7968;1999;1384;5647;2205;1378
2024;3. Quartal;08;21-Herst. von pharmazeutischen Erzeugnissen;20264;-;-;25542;-;-
2024;3. Quartal;08;25-Herst. von Metallerzeugnissen;12201;-;-;6446;-;-
2024;3. Quartal;08;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;301251;-;-;300239;-;-
2024;3. Quartal;08;27-Herst. von elektrischen Ausrüstungen;-;-;-;29748;-;-
2024;3. Quartal;08;28-Maschinenbau;228335;37330;6888;90245;64419;22194
2024;3. Quartal;08;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;3. Quartal;08;30-Sonstiger Fahrzeugbau;40270;22984;8200;-;-;-
2024;3. Quartal;09;Verarbeitendes Gewerbe gesamt;627065;326973;91558;625016;406631;114331
2024;3. Quartal;09;20-Herst. von chemischen Erzeugnissen;6895;2327;1267;7432;2200;1381
2024;3. Quartal;09;21-Herst. von pharmazeutischen Erzeugnissen;25249;-;-;28381;-;-
2024;3. Quartal;09;25-Herst. von Metallerzeugnissen;6229;552;233;9202;427;232
2024;3. Quartal;09;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;362080;240234;45999;291235;175398;48645
2024;3. Quartal;09;27-Herst. von elektrischen Ausrüstungen;32863;-;-;44935;-;-
2024;3. Quartal;09;28-Maschinenbau;154537;29140;10123;105308;80706;12136
2024;3. Quartal;09;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;3. Quartal;09;30-Sonstiger Fahrzeugbau;18454;6337;3103;-;-;-
2024;4. Quartal;10;Verarbeitendes Gewerbe gesamt;496212;322422;67920;513206;337159;75931
2024;4. Quartal;10;20-Herst. von chemischen Erzeugnissen;6957;2437;1468;8820;2418;1451
2024;4. Quartal;10;21-Herst. von pharmazeutischen Erzeugnissen;25093;21414;21316;27646;21601;20226
2024;4. Quartal;10;25-Herst. von Metallerzeugnissen;6723;563;179;5333;497;237
2024;4. Quartal;10;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;303452;208951;15369;278361;189808;15806
2024;4. Quartal;10;27-Herst. von elektrischen Ausrüstungen;17952;8859;2297;31428;19073;3165
2024;4. Quartal;10;28-Maschinenbau;78257;50670;14106;109473;79617;20521
2024;4. Quartal;10;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;4. Quartal;10;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2024;4. Quartal;11;Verarbeitendes Gewerbe gesamt;565892;321602;48086;540334;334961;87924
2024;4. Quartal;11;20-Herst. von chemischen Erzeugnissen;8711;3578;2004;6851;2554;1578
2024;4. Quartal;11;21-Herst. von pharmazeutischen Erzeugnissen;15711;12974;12876;21788;16985;16447
2024;4. Quartal;11;25-Herst. von Metallerzeugnissen;6348;-;-;5340;-;-
2024;4. Quartal;11;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;282741;166708;11689;275354;162702;11684
2024;4. Quartal;11;27-Herst. von elektrischen Ausrüstungen;-;-;-;34553;-;-
2024;4. Quartal;11;28-Maschinenbau;101872;65467;13296;119233;94760;21557
2024;4. Quartal;11;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;4. Quartal;11;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2024;4. Quartal;12;Verarbeitendes Gewerbe gesamt;621220;357431;86935;724644;478507;93677
2024;4. Quartal;12;20-Herst. von chemischen Erzeugnissen;6121;2368;1496;5984;2126;1290
2024;4. Quartal;12;21-Herst. von pharmazeutischen Erzeugnissen;15032;11429;11359;13711;10293;10164
2024;4. Quartal;12;25-Herst. von Metallerzeugnissen;6923;-;-;5864;-;-
2024;4. Quartal;12;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;405021;257962;56764;519485;358982;53632
2024;4. Quartal;12;27-Herst. von elektrischen Ausrüstungen;-;-;-;28482;-;-
2024;4. Quartal;12;28-Maschinenbau;70743;43565;4867;76419;41098;17250
2024;4. Quartal;12;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2024;4. Quartal;12;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2025;1. Quartal;01;Verarbeitendes Gewerbe gesamt;532153;307739;59637;459662;274673;71667
2025;1. Quartal;01;20-Herst. von chemischen Erzeugnissen;5367;2155;1308;5959;2453;1370
2025;1. Quartal;01;21-Herst. von pharmazeutischen Erzeugnissen;22201;18907;18785;27675;22737;21008
2025;1. Quartal;01;25-Herst. von Metallerzeugnissen;5665;-;-;5548;-;-
2025;1. Quartal;01;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;270131;153372;16919;240696;159753;17422
2025;1. Quartal;01;27-Herst. von elektrischen Ausrüstungen;79996;-;-;31594;-;-
2025;1. Quartal;01;28-Maschinenbau;89181;61829;8083;77906;37097;15474
2025;1. Quartal;01;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;1. Quartal;01;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2025;1. Quartal;02;Verarbeitendes Gewerbe gesamt;505565;289782;68852;544513;340593;83334
2025;1. Quartal;02;20-Herst. von chemischen Erzeugnissen;6483;2476;1231;5745;2121;1345
2025;1. Quartal;02;21-Herst. von pharmazeutischen Erzeugnissen;23620;-;-;24490;-;-
2025;1. Quartal;02;25-Herst. von Metallerzeugnissen;5411;281;215;5936;374;219
2025;1. Quartal;02;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;321483;194973;19349;325056;214697;19246
2025;1. Quartal;02;27-Herst. von elektrischen Ausrüstungen;28217;-;-;32782;-;-
2025;1. Quartal;02;28-Maschinenbau;67614;34620;14603;65380;38384;12028
2025;1. Quartal;02;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;1. Quartal;02;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2025;1. Quartal;03;Verarbeitendes Gewerbe gesamt;582883;312665;87791;720571;432983;108048
2025;1. Quartal;03;20-Herst. von chemischen Erzeugnissen;7516;2415;1325;7651;2571;1451
2025;1. Quartal;03;21-Herst. von pharmazeutischen Erzeugnissen;24364;19744;18938;29207;23727;20681
2025;1. Quartal;03;25-Herst. von Metallerzeugnissen;5769;-;-;6493;-;-
2025;1. Quartal;03;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;374584;225987;49968;402895;262600;51532
2025;1. Quartal;03;27-Herst. von elektrischen Ausrüstungen;42681;6033;1708;40757;16512;6734
2025;1. Quartal;03;28-Maschinenbau;66252;32034;8176;122125;55868;20298
2025;1. Quartal;03;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;1. Quartal;03;30-Sonstiger Fahrzeugbau;38485;15618;4611;-;-;-
2025;2. Quartal;04;Verarbeitendes Gewerbe gesamt;525831;324798;86711;483863;291595;87676
2025;2. Quartal;04;20-Herst. von chemischen Erzeugnissen;5498;2003;1441;6441;2396;1378
2025;2. Quartal;04;21-Herst. von pharmazeutischen Erzeugnissen;23923;20521;20443;28724;24266;23772
2025;2. Quartal;04;25-Herst. von Metallerzeugnissen;6722;-;-;5616;-;-
2025;2. Quartal;04;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;343049;219722;46841;234642;144334;18170
2025;2. Quartal;04;27-Herst. von elektrischen Ausrüstungen;29722;-;-;31319;-;-
2025;2. Quartal;04;28-Maschinenbau;64939;46522;6756;63847;30600;13602
2025;2. Quartal;04;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;2. Quartal;04;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2025;2. Quartal;05;Verarbeitendes Gewerbe gesamt;510736;273532;60714;516567;297955;63247
2025;2. Quartal;05;20-Herst. von chemischen Erzeugnissen;5553;2036;1389;5474;2244;1408
2025;2. Quartal;05;21-Herst. von pharmazeutischen Erzeugnissen;27945;-;-;26544;-;-
2025;2. Quartal;05;25-Herst. von Metallerzeugnissen;5435;-;-;5436;-;-
2025;2. Quartal;05;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;296206;169964;17190;287294;166862;14835
2025;2. Quartal;05;27-Herst. von elektrischen Ausrüstungen;43902;3951;1119;29760;-;-
2025;2. Quartal;05;28-Maschinenbau;53603;33230;9564;76651;39594;10547
2025;2. Quartal;05;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;2. Quartal;05;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2025;2. Quartal;06;Verarbeitendes Gewerbe gesamt;673189;479769;81024;646762;423924;93510
2025;2. Quartal;06;20-Herst. von chemischen Erzeugnissen;5248;2388;1367;5454;2380;1358
2025;2. Quartal;06;21-Herst. von pharmazeutischen Erzeugnissen;24157;-;-;25285;-;-
2025;2. Quartal;06;25-Herst. von Metallerzeugnissen;10393;289;155;5748;326;204
2025;2. Quartal;06;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;307072;181494;26262;372834;249976;23765
2025;2. Quartal;06;27-Herst. von elektrischen Ausrüstungen;34940;-;-;39770;-;-
2025;2. Quartal;06;28-Maschinenbau;76793;50617;25952;102937;84052;17368
2025;2. Quartal;06;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;2. Quartal;06;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2025;3. Quartal;07;Verarbeitendes Gewerbe gesamt;534385;288158;54281;511940;323241;62253
2025;3. Quartal;07;20-Herst. von chemischen Erzeugnissen;6080;2376;1776;5421;2415;1480
2025;3. Quartal;07;21-Herst. von pharmazeutischen Erzeugnissen;23102;-;-;29660;-;-
2025;3. Quartal;07;25-Herst. von Metallerzeugnissen;11893;601;306;7715;-;-
2025;3. Quartal;07;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;289822;174395;16974;281720;189092;18073
2025;3. Quartal;07;27-Herst. von elektrischen Ausrüstungen;76690;17940;3206;34070;16889;4938
2025;3. Quartal;07;28-Maschinenbau;52665;34522;6744;79326;52665;10930
2025;3. Quartal;07;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;3. Quartal;07;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2025;3. Quartal;08;Verarbeitendes Gewerbe gesamt;554575;285613;49070;563539;316366;57194
2025;3. Quartal;08;20-Herst. von chemischen Erzeugnissen;8391;1866;1162;5542;2104;1336
2025;3. Quartal;08;21-Herst. von pharmazeutischen Erzeugnissen;-;-;-;26510;-;-
2025;3. Quartal;08;25-Herst. von Metallerzeugnissen;5619;362;260;5713;507;291
2025;3. Quartal;08;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;297176;179879;10344;332468;191398;15496
2025;3. Quartal;08;27-Herst. von elektrischen Ausrüstungen;-;-;-;46039;-;-
2025;3. Quartal;08;28-Maschinenbau;69016;47122;8289;75491;48393;10908
2025;3. Quartal;08;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;3. Quartal;08;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2025;3. Quartal;09;Verarbeitendes Gewerbe gesamt;601866;312127;78993;649205;375611;80466
2025;3. Quartal;09;20-Herst. von chemischen Erzeugnissen;7284;2949;1941;8466;2451;1678
2025;3. Quartal;09;21-Herst. von pharmazeutischen Erzeugnissen;-;-;-;28860;-;-
2025;3. Quartal;09;25-Herst. von Metallerzeugnissen;6184;-;-;5889;-;-
2025;3. Quartal;09;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;349891;196609;29552;368780;207267;25086
2025;3. Quartal;09;27-Herst. von elektrischen Ausrüstungen;67974;-;-;37349;-;-
