Jahresquartal;Stadtraum;Stadtbezirk mit zugeordneten Ortschaften;AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-;Geschlecht;Anzahl Einwohner
20041;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 - 74 Jahre;männlich;2363
20041;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 - 74 Jahre;weiblich;2678
20041;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;75 - 84 Jahre;männlich;826
20041;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;75 - 84 Jahre;weiblich;1659
20041;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;85 Jahre u.älter;männlich;143
20041;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;85 Jahre u.älter;weiblich;421
20041;10 StB Leuben;StB 6 Leuben;00 - 02 Jahre;männlich;441
20041;10 StB Leuben;StB 6 Leuben;00 - 02 Jahre;weiblich;417
20041;10 StB Leuben;StB 6 Leuben;03 - 05 Jahre;männlich;468
20041;10 StB Leuben;StB 6 Leuben;03 - 05 Jahre;weiblich;363
20041;10 StB Leuben;StB 6 Leuben;06 - 09 Jahre;männlich;427
20041;10 StB Leuben;StB 6 Leuben;06 - 09 Jahre;weiblich;425
20041;10 StB Leuben;StB 6 Leuben;10 - 14 Jahre;männlich;633
20041;10 StB Leuben;StB 6 Leuben;10 - 14 Jahre;weiblich;618
20041;10 StB Leuben;StB 6 Leuben;15 - 17 Jahre;männlich;580
20041;10 StB Leuben;StB 6 Leuben;15 - 17 Jahre;weiblich;617
20041;10 StB Leuben;StB 6 Leuben;18 - 24 Jahre;männlich;1397
20041;10 StB Leuben;StB 6 Leuben;18 - 24 Jahre;weiblich;1459
20041;10 StB Leuben;StB 6 Leuben;25 - 29 Jahre;männlich;971
20041;10 StB Leuben;StB 6 Leuben;25 - 29 Jahre;weiblich;925
20041;10 StB Leuben;StB 6 Leuben;30 - 44 Jahre;männlich;4090
20041;10 StB Leuben;StB 6 Leuben;30 - 44 Jahre;weiblich;3685
20041;10 StB Leuben;StB 6 Leuben;45 - 59 Jahre;männlich;3324
20041;10 StB Leuben;StB 6 Leuben;45 - 59 Jahre;weiblich;3770
20041;10 StB Leuben;StB 6 Leuben;60 - 64 Jahre;männlich;1809
20041;10 StB Leuben;StB 6 Leuben;60 - 64 Jahre;weiblich;2063
20041;10 StB Leuben;StB 6 Leuben;65 - 74 Jahre;männlich;2095
20041;10 StB Leuben;StB 6 Leuben;65 - 74 Jahre;weiblich;2290
20041;10 StB Leuben;StB 6 Leuben;75 - 84 Jahre;männlich;791
20041;10 StB Leuben;StB 6 Leuben;75 - 84 Jahre;weiblich;1747
20041;10 StB Leuben;StB 6 Leuben;85 Jahre u.älter;männlich;154
20041;10 StB Leuben;StB 6 Leuben;85 Jahre u.älter;weiblich;645
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;männlich;209
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;weiblich;218
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;männlich;202
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;weiblich;188
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;männlich;250
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;weiblich;219
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;männlich;433
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;weiblich;424
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;männlich;406
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;weiblich;398
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;männlich;1258
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;weiblich;1081
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;männlich;726
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;weiblich;546
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;männlich;2091
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;weiblich;1772
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;männlich;2521
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;weiblich;2726
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;männlich;937
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;weiblich;967
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;männlich;1057
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;weiblich;1279
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;männlich;395
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;weiblich;1079
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;männlich;84
20041;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;weiblich;294
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;männlich;403
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;weiblich;384
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;männlich;427
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;weiblich;417
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;männlich;456
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;weiblich;418
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;männlich;640
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;weiblich;625
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;männlich;648
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;weiblich;600
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;männlich;1603
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;weiblich;1503
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;männlich;1052
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;weiblich;973
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;männlich;3605
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;weiblich;3445
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;männlich;3202
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;weiblich;3373
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;männlich;1244
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;weiblich;1321
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;männlich;1556
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;weiblich;1703
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;männlich;701
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;weiblich;1319
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;männlich;118
20041;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;weiblich;459
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 02 Jahre;männlich;251
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 02 Jahre;weiblich;248
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;03 - 05 Jahre;männlich;228
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;03 - 05 Jahre;weiblich;222
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;06 - 09 Jahre;männlich;239
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;06 - 09 Jahre;weiblich;216
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;10 - 14 Jahre;männlich;357
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;10 - 14 Jahre;weiblich;340
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;15 - 17 Jahre;männlich;326
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;15 - 17 Jahre;weiblich;329
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 24 Jahre;männlich;1835
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 24 Jahre;weiblich;1602
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;25 - 29 Jahre;männlich;1365
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;25 - 29 Jahre;weiblich;1088
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;30 - 44 Jahre;männlich;2367
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;30 - 44 Jahre;weiblich;1964
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;45 - 59 Jahre;männlich;1998
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;45 - 59 Jahre;weiblich;2362
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;60 - 64 Jahre;männlich;1095
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;60 - 64 Jahre;weiblich;1177
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 - 74 Jahre;männlich;1478
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 - 74 Jahre;weiblich;1797
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;75 - 84 Jahre;männlich;563
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;75 - 84 Jahre;weiblich;1163
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;85 Jahre u.älter;männlich;78
20041;13 Südvorstadt, Zschertnitz;StB 8 Plauen;85 Jahre u.älter;weiblich;313
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 02 Jahre;männlich;336
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 02 Jahre;weiblich;305
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;03 - 05 Jahre;männlich;265
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;03 - 05 Jahre;weiblich;285
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;06 - 09 Jahre;männlich;303
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;06 - 09 Jahre;weiblich;262
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;10 - 14 Jahre;männlich;434
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;10 - 14 Jahre;weiblich;377
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;15 - 17 Jahre;männlich;420
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;15 - 17 Jahre;weiblich;392
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 24 Jahre;männlich;1131
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 24 Jahre;weiblich;1048
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;25 - 29 Jahre;männlich;944
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;25 - 29 Jahre;weiblich;847
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;30 - 44 Jahre;männlich;2585
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;30 - 44 Jahre;weiblich;2394
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;45 - 59 Jahre;männlich;2202
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;45 - 59 Jahre;weiblich;2324
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;60 - 64 Jahre;männlich;799
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;60 - 64 Jahre;weiblich;847
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 - 74 Jahre;männlich;1111
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 - 74 Jahre;weiblich;1198
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;75 - 84 Jahre;männlich;455
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;75 - 84 Jahre;weiblich;863
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;85 Jahre u.älter;männlich;77
20041;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;85 Jahre u.älter;weiblich;249
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;männlich;578
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;weiblich;529
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;männlich;418
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;weiblich;383
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;männlich;389
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;weiblich;366
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;männlich;594
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;weiblich;551
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;männlich;638
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;weiblich;574
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;männlich;2088
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;weiblich;2399
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;männlich;1826
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;weiblich;1662
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;männlich;4215
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;weiblich;3611
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;männlich;2637
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;weiblich;2645
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;männlich;869
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;weiblich;929
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;männlich;1107
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;weiblich;1380
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;männlich;488
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;weiblich;1221
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;männlich;110
20041;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;weiblich;367
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;männlich;151
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;weiblich;157
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;männlich;182
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;weiblich;146
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;männlich;183
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;weiblich;186
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;männlich;379
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;weiblich;381
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;männlich;518
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;weiblich;475
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;männlich;1566
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;weiblich;1194
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;männlich;629
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;weiblich;426
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;männlich;1932
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;weiblich;1814
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;männlich;2958
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;weiblich;2771
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;männlich;659
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;weiblich;603
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;männlich;704
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;weiblich;968
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;männlich;235
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;weiblich;914
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;männlich;69
20041;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;weiblich;436
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;männlich;240
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;weiblich;222
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;männlich;276
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;weiblich;288
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;männlich;311
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;weiblich;305
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;männlich;439
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;weiblich;408
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;männlich;455
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;weiblich;413
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;männlich;1049
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;weiblich;990
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;männlich;642
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;weiblich;541
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;männlich;2504
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;weiblich;2478
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;männlich;2219
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;weiblich;2173
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;männlich;804
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;weiblich;814
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;männlich;974
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;weiblich;1082
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;männlich;390
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;weiblich;726
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;männlich;69
20041;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;weiblich;256
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;00 - 02 Jahre;männlich;206
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;00 - 02 Jahre;weiblich;204
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;03 - 05 Jahre;männlich;159
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;03 - 05 Jahre;weiblich;167
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;06 - 09 Jahre;männlich;171
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;06 - 09 Jahre;weiblich;165
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;10 - 14 Jahre;männlich;285
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;10 - 14 Jahre;weiblich;249
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;15 - 17 Jahre;männlich;286
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;15 - 17 Jahre;weiblich;254
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;18 - 24 Jahre;männlich;1358
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;18 - 24 Jahre;weiblich;1336
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;25 - 29 Jahre;männlich;920
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;25 - 29 Jahre;weiblich;757
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;30 - 44 Jahre;männlich;2206
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;30 - 44 Jahre;weiblich;1629
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;45 - 59 Jahre;männlich;1685
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;45 - 59 Jahre;weiblich;1662
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;60 - 64 Jahre;männlich;725
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;60 - 64 Jahre;weiblich;1092
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;65 - 74 Jahre;männlich;2358
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;65 - 74 Jahre;weiblich;3190
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;75 - 84 Jahre;männlich;921
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;75 - 84 Jahre;weiblich;2110
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;85 Jahre u.älter;männlich;175
20042;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;85 Jahre u.älter;weiblich;890
20042;02 Johannstadt;StB 0 Altstadt;00 - 02 Jahre;männlich;196
20042;02 Johannstadt;StB 0 Altstadt;00 - 02 Jahre;weiblich;202
20042;02 Johannstadt;StB 0 Altstadt;03 - 05 Jahre;männlich;197
20042;02 Johannstadt;StB 0 Altstadt;03 - 05 Jahre;weiblich;166
20042;02 Johannstadt;StB 0 Altstadt;06 - 09 Jahre;männlich;232
20042;02 Johannstadt;StB 0 Altstadt;06 - 09 Jahre;weiblich;206
20042;02 Johannstadt;StB 0 Altstadt;10 - 14 Jahre;männlich;336
20042;02 Johannstadt;StB 0 Altstadt;10 - 14 Jahre;weiblich;313
20042;02 Johannstadt;StB 0 Altstadt;15 - 17 Jahre;männlich;270
20042;02 Johannstadt;StB 0 Altstadt;15 - 17 Jahre;weiblich;272
20042;02 Johannstadt;StB 0 Altstadt;18 - 24 Jahre;männlich;876
