Jahr;Quartal;Jahresquartal;Alter;Geschlecht;Anzahl Einwohner
2024;1. Quartal;20241;" 44 Jahre";männlich;2
2016;2. Quartal;20162;" 91 Jahre";weiblich;21
2024;3. Quartal;20243;" 43 Jahre";weiblich;1
2024;2. Quartal;20242;" 66 Jahre";weiblich;5
2018;4. Quartal;20184;" 70 Jahre";weiblich;7
2020;2. Quartal;20202;" 57 Jahre";männlich;6
2021;1. Quartal;20211;" 74 Jahre";männlich;16
2017;2. Quartal;20172;" 53 Jahre";männlich;10
2025;2. Quartal;20252;103 Jahre;weiblich;1
2020;3. Quartal;20203;" 91 Jahre";weiblich;23
2024;3. Quartal;20243;" 26 Jahre";männlich;1
2024;4. Quartal;20244;" 76 Jahre";männlich;18
2020;3. Quartal;20203;" 65 Jahre";weiblich;3
2024;3. Quartal;20243;" 84 Jahre";weiblich;28
2026;1. Quartal;20261;" 93 Jahre";männlich;18
2021;2. Quartal;20212;" 78 Jahre";männlich;18
2023;3. Quartal;20233;"  2 Jahre";männlich;1
2026;2. Quartal;20262;" 66 Jahre";weiblich;5
2016;2. Quartal;20162;" 51 Jahre";männlich;5
2018;4. Quartal;20184;" 54 Jahre";männlich;10
2023;4. Quartal;20234;" 67 Jahre";weiblich;8
2021;4. Quartal;20214;" 71 Jahre";weiblich;11
2016;4. Quartal;20164;" 60 Jahre";männlich;7
2023;4. Quartal;20234;" 50 Jahre";weiblich;1
2022;1. Quartal;20221;" 74 Jahre";männlich;13
2023;2. Quartal;20232;" 63 Jahre";weiblich;6
2017;1. Quartal;20171;" 71 Jahre";weiblich;5
2017;3. Quartal;20173;" 38 Jahre";weiblich;1
2019;1. Quartal;20191;" 67 Jahre";männlich;14
2021;3. Quartal;20213;" 43 Jahre";männlich;3
2026;1. Quartal;20261;" 55 Jahre";weiblich;2
2024;3. Quartal;20243;" 68 Jahre";männlich;7
2016;4. Quartal;20164;" 43 Jahre";männlich;1
2023;2. Quartal;20232;" 47 Jahre";männlich;3
2018;2. Quartal;20182;" 99 Jahre";männlich;1
2019;2. Quartal;20192;" 51 Jahre";weiblich;4
2020;4. Quartal;20204;" 57 Jahre";männlich;11
2022;4. Quartal;20224;" 57 Jahre";weiblich;2
2017;1. Quartal;20171;" 49 Jahre";männlich;4
2017;2. Quartal;20172;" 97 Jahre";männlich;1
2024;1. Quartal;20241;" 67 Jahre";männlich;14
2019;1. Quartal;20191;" 83 Jahre";weiblich;31
2022;4. Quartal;20224;" 68 Jahre";männlich;17
2016;2. Quartal;20162;" 52 Jahre";weiblich;2
2016;4. Quartal;20164;" 67 Jahre";weiblich;4
2018;2. Quartal;20182;" 80 Jahre";weiblich;29
2021;4. Quartal;20214;" 49 Jahre";männlich;3
2016;1. Quartal;20161;" 86 Jahre";männlich;33
2019;4. Quartal;20194;" 51 Jahre";weiblich;1
2022;3. Quartal;20223;102 Jahre;weiblich;4
2018;1. Quartal;20181;" 34 Jahre";weiblich;1
2023;2. Quartal;20232;" 70 Jahre";männlich;13
2016;4. Quartal;20164;" 90 Jahre";weiblich;45
2018;1. Quartal;20181;" 76 Jahre";männlich;26
2020;1. Quartal;20201;" 48 Jahre";männlich;3
2016;3. Quartal;20163;" 62 Jahre";männlich;16
2019;2. Quartal;20192;" 64 Jahre";weiblich;8
2020;1. Quartal;20201;" 34 Jahre";weiblich;1
2016;1. Quartal;20161;103 Jahre;weiblich;1
2021;3. Quartal;20213;" 17 Jahre";männlich;1
2017;2. Quartal;20172;" 65 Jahre";männlich;3
2022;1. Quartal;20221;" 51 Jahre";weiblich;2
2024;2. Quartal;20242;" 74 Jahre";weiblich;5
2016;2. Quartal;20162;" 60 Jahre";männlich;6
2020;3. Quartal;20203;" 71 Jahre";männlich;13
2016;2. Quartal;20162;" 95 Jahre";männlich;5
2019;4. Quartal;20194;100 Jahre;männlich;2
2019;2. Quartal;20192;"  5 Jahre";männlich;1
2025;1. Quartal;20251;" 91 Jahre";männlich;24
2025;1. Quartal;20251;" 65 Jahre";männlich;15
2023;2. Quartal;20232;" 88 Jahre";männlich;34
2025;3. Quartal;20253;"  3 Jahre";weiblich;1
2020;1. Quartal;20201;" 95 Jahre";weiblich;24
2025;3. Quartal;20253;103 Jahre;weiblich;1
2020;3. Quartal;20203;" 64 Jahre";weiblich;3
2018;2. Quartal;20182;" 56 Jahre";weiblich;1
2020;3. Quartal;20203;" 39 Jahre";männlich;2
2026;1. Quartal;20261;" 83 Jahre";weiblich;23
2019;1. Quartal;20191;" 59 Jahre";männlich;6
2022;2. Quartal;20222;" 59 Jahre";männlich;6
2019;3. Quartal;20193;" 68 Jahre";männlich;13
2016;3. Quartal;20163;" 97 Jahre";männlich;3
2018;4. Quartal;20184;" 84 Jahre";männlich;31
2021;1. Quartal;20211;" 62 Jahre";weiblich;4
2025;4. Quartal;20254;" 88 Jahre";weiblich;30
2016;3. Quartal;20163;" 80 Jahre";männlich;24
2018;1. Quartal;20181;" 39 Jahre";männlich;2
2018;2. Quartal;20182;" 28 Jahre";weiblich;2
2025;4. Quartal;20254;101 Jahre;weiblich;4
2017;3. Quartal;20173;" 92 Jahre";weiblich;25
2023;3. Quartal;20233;" 20 Jahre";männlich;1
2025;1. Quartal;20251;" 57 Jahre";männlich;4
2024;4. Quartal;20244;" 34 Jahre";weiblich;1
2017;2. Quartal;20172;" 87 Jahre";weiblich;24
2018;4. Quartal;20184;" 44 Jahre";weiblich;1
2016;1. Quartal;20161;" 87 Jahre";weiblich;42
2018;3. Quartal;20183;" 66 Jahre";männlich;8
2019;1. Quartal;20191;" 40 Jahre";männlich;3
2016;3. Quartal;20163;" 92 Jahre";männlich;13
2020;4. Quartal;20204;" 70 Jahre";weiblich;6
2020;1. Quartal;20201;" 64 Jahre";weiblich;10
2018;3. Quartal;20183;" 86 Jahre";weiblich;19
2017;3. Quartal;20173;104 Jahre;weiblich;1
2025;3. Quartal;20253;" 26 Jahre";männlich;1
2019;3. Quartal;20193;"  5 Jahre";männlich;1
2016;4. Quartal;20164;" 96 Jahre";weiblich;22
2022;3. Quartal;20223;" 41 Jahre";männlich;2
2016;3. Quartal;20163;" 67 Jahre";weiblich;3
2023;2. Quartal;20232;" 72 Jahre";männlich;8
2022;3. Quartal;20223;" 76 Jahre";weiblich;2
2019;3. Quartal;20193;" 89 Jahre";weiblich;30
2020;4. Quartal;20204;101 Jahre;weiblich;6
2018;3. Quartal;20183;" 52 Jahre";männlich;2
2023;4. Quartal;20234;" 64 Jahre";weiblich;5
2019;4. Quartal;20194;103 Jahre;weiblich;1
2021;1. Quartal;20211;" 60 Jahre";weiblich;1
2022;2. Quartal;20222;" 73 Jahre";weiblich;6
2026;2. Quartal;20262;" 78 Jahre";männlich;16
2018;2. Quartal;20182;" 53 Jahre";weiblich;2
2021;4. Quartal;20214;" 81 Jahre";männlich;34
2024;2. Quartal;20242;100 Jahre;weiblich;6
2021;4. Quartal;20214;" 37 Jahre";weiblich;1
2024;2. Quartal;20242;" 12 Jahre";männlich;1
2020;3. Quartal;20203;" 98 Jahre";weiblich;11
2022;1. Quartal;20221;" 60 Jahre";weiblich;1
2022;3. Quartal;20223;" 86 Jahre";männlich;25
2023;3. Quartal;20233;" 61 Jahre";männlich;7
2025;2. Quartal;20252;" 60 Jahre";weiblich;3
2025;2. Quartal;20252;" 89 Jahre";männlich;33
2021;3. Quartal;20213;"  0 Jahre";weiblich;1
2021;3. Quartal;20213;" 70 Jahre";männlich;9
2024;1. Quartal;20241;" 53 Jahre";weiblich;1
2021;1. Quartal;20211;" 42 Jahre";männlich;1
2023;1. Quartal;20231;106 Jahre;männlich;1
2016;2. Quartal;20162;" 57 Jahre";männlich;4
2018;4. Quartal;20184;" 65 Jahre";männlich;9
2019;1. Quartal;20191;" 82 Jahre";männlich;37
2019;3. Quartal;20193;" 21 Jahre";männlich;1
2020;4. Quartal;20204;" 91 Jahre";männlich;35
2016;4. Quartal;20164;" 77 Jahre";männlich;25
2016;2. Quartal;20162;" 67 Jahre";weiblich;5
2017;3. Quartal;20173;" 70 Jahre";männlich;9
2017;4. Quartal;20174;" 61 Jahre";männlich;9
2025;1. Quartal;20251;" 98 Jahre";männlich;5
2024;4. Quartal;20244;" 79 Jahre";weiblich;13
2017;2. Quartal;20172;" 62 Jahre";männlich;12
2020;2. Quartal;20202;" 62 Jahre";männlich;4
2022;2. Quartal;20222;" 40 Jahre";männlich;2
2024;3. Quartal;20243;" 54 Jahre";weiblich;2
2025;3. Quartal;20253;" 78 Jahre";weiblich;6
2022;4. Quartal;20224;" 71 Jahre";männlich;12
2024;1. Quartal;20241;" 96 Jahre";männlich;9
2018;1. Quartal;20181;" 91 Jahre";weiblich;45
2024;2. Quartal;20242;" 88 Jahre";weiblich;29
2018;2. Quartal;20182;" 92 Jahre";männlich;12
2017;2. Quartal;20172;" 50 Jahre";männlich;3
2025;1. Quartal;20251;" 64 Jahre";männlich;13
2025;3. Quartal;20253;" 61 Jahre";weiblich;3
2025;3. Quartal;20253;" 88 Jahre";männlich;36
2017;3. Quartal;20173;" 57 Jahre";männlich;9
2021;3. Quartal;20213;" 94 Jahre";männlich;6
2018;3. Quartal;20183;" 27 Jahre";männlich;1
2022;1. Quartal;20221;" 98 Jahre";weiblich;7
2026;2. Quartal;20262;" 47 Jahre";weiblich;1
2020;3. Quartal;20203;" 93 Jahre";männlich;16
2024;3. Quartal;20243;" 86 Jahre";männlich;26
2022;4. Quartal;20224;" 67 Jahre";weiblich;3
2017;4. Quartal;20174;" 44 Jahre";weiblich;1
2020;1. Quartal;20201;" 46 Jahre";weiblich;2
2018;2. Quartal;20182;"  2 Jahre";männlich;1
2018;1. Quartal;20181;"  3 Jahre";weiblich;1
2017;1. Quartal;20171;" 33 Jahre";männlich;1
2020;1. Quartal;20201;" 83 Jahre";männlich;37
2023;4. Quartal;20234;" 53 Jahre";weiblich;1
2023;4. Quartal;20234;"  6 Jahre";weiblich;1
2019;4. Quartal;20194;" 92 Jahre";männlich;5
2019;1. Quartal;20191;" 61 Jahre";männlich;7
2017;2. Quartal;20172;" 59 Jahre";weiblich;3
2021;3. Quartal;20213;" 52 Jahre";weiblich;3
2025;1. Quartal;20251;" 96 Jahre";männlich;9
2022;4. Quartal;20224;" 60 Jahre";männlich;12
2018;3. Quartal;20183;" 71 Jahre";weiblich;7
2023;3. Quartal;20233;" 85 Jahre";männlich;21
2017;2. Quartal;20172;" 64 Jahre";männlich;7
2021;2. Quartal;20212;" 79 Jahre";männlich;27
2023;2. Quartal;20232;" 66 Jahre";weiblich;4
2025;3. Quartal;20253;" 47 Jahre";männlich;1
2018;2. Quartal;20182;" 89 Jahre";weiblich;20
2019;3. Quartal;20193;" 41 Jahre";männlich;2
2016;3. Quartal;20163;" 65 Jahre";weiblich;5
2020;2. Quartal;20202;" 59 Jahre";männlich;5
2023;4. Quartal;20234;" 38 Jahre";männlich;4
2021;1. Quartal;20211;" 84 Jahre";weiblich;47
2023;1. Quartal;20231;" 94 Jahre";weiblich;37
2025;3. Quartal;20253;" 76 Jahre";männlich;12
2016;2. Quartal;20162;101 Jahre;weiblich;3
2017;2. Quartal;20172;" 95 Jahre";weiblich;21
2018;3. Quartal;20183;" 44 Jahre";weiblich;1
2023;4. Quartal;20234;" 62 Jahre";männlich;6
2025;1. Quartal;20251;" 67 Jahre";männlich;13
2020;2. Quartal;20202;" 43 Jahre";weiblich;1
2023;3. Quartal;20233;" 67 Jahre";männlich;16
2016;2. Quartal;20162;" 88 Jahre";männlich;11
2024;3. Quartal;20243;" 78 Jahre";weiblich;4
2022;3. Quartal;20223;" 71 Jahre";männlich;14
2025;4. Quartal;20254;" 49 Jahre";männlich;3
2019;4. Quartal;20194;" 87 Jahre";männlich;29
2021;1. Quartal;20211;" 92 Jahre";männlich;17
2022;1. Quartal;20221;" 54 Jahre";weiblich;1
2016;2. Quartal;20162;" 76 Jahre";weiblich;13
2018;3. Quartal;20183;" 54 Jahre";männlich;6
2022;2. Quartal;20222;" 31 Jahre";männlich;2
2024;1. Quartal;20241;" 36 Jahre";männlich;1
2024;4. Quartal;20244;" 65 Jahre";männlich;9
2023;4. Quartal;20234;" 95 Jahre";männlich;9
2025;3. Quartal;20253;" 79 Jahre";weiblich;13
2019;4. Quartal;20194;" 42 Jahre";männlich;1
2020;2. Quartal;20202;" 54 Jahre";weiblich;1
2023;1. Quartal;20231;"  1 Jahre";weiblich;1
2020;2. Quartal;20202;" 84 Jahre";männlich;27
2018;1. Quartal;20181;" 51 Jahre";männlich;4
2023;3. Quartal;20233;" 63 Jahre";weiblich;6
2023;4. Quartal;20234;" 60 Jahre";männlich;10
2025;3. Quartal;20253;" 48 Jahre";weiblich;1
2017;3. Quartal;20173;" 45 Jahre";männlich;2
2024;2. Quartal;20242;" 72 Jahre";männlich;15
2024;4. Quartal;20244;" 96 Jahre";weiblich;10
2022;4. Quartal;20224;" 83 Jahre";weiblich;42
2018;3. Quartal;20183;" 99 Jahre";weiblich;1
2017;4. Quartal;20174;101 Jahre;weiblich;1
2022;3. Quartal;20223;" 29 Jahre";männlich;1
2025;2. Quartal;20252;" 41 Jahre";männlich;4
2020;3. Quartal;20203;" 47 Jahre";männlich;2
2025;2. Quartal;20252;" 79 Jahre";weiblich;13
2019;3. Quartal;20193;" 55 Jahre";männlich;6
2019;1. Quartal;20191;" 37 Jahre";männlich;2
2022;3. Quartal;20223;" 78 Jahre";weiblich;20
2018;3. Quartal;20183;" 89 Jahre";weiblich;32
2016;3. Quartal;20163;105 Jahre;männlich;1
2020;1. Quartal;20201;" 60 Jahre";männlich;4
2016;4. Quartal;20164;" 94 Jahre";weiblich;21
2021;1. Quartal;20211;"  0 Jahre";weiblich;2
2022;3. Quartal;20223;100 Jahre;männlich;1
2018;2. Quartal;20182;" 84 Jahre";weiblich;20
2016;3. Quartal;20163;" 64 Jahre";weiblich;4
2018;4. Quartal;20184;" 87 Jahre";männlich;19
2025;4. Quartal;20254;" 61 Jahre";männlich;5
2019;4. Quartal;20194;"  0 Jahre";männlich;1
2021;1. Quartal;20211;" 65 Jahre";weiblich;6
2025;3. Quartal;20253;" 89 Jahre";weiblich;37
2025;4. Quartal;20254;" 81 Jahre";weiblich;26
2021;2. Quartal;20212;" 95 Jahre";weiblich;20
2020;3. Quartal;20203;" 76 Jahre";männlich;28
2021;2. Quartal;20212;" 69 Jahre";weiblich;14
2022;1. Quartal;20221;"  0 Jahre";weiblich;2
2017;4. Quartal;20174;" 89 Jahre";weiblich;29
2024;1. Quartal;20241;" 50 Jahre";weiblich;1
2017;3. Quartal;20173;" 97 Jahre";weiblich;9
2022;1. Quartal;20221;" 91 Jahre";weiblich;34
2016;4. Quartal;20164;" 34 Jahre";männlich;2
2022;4. Quartal;20224;107 Jahre;weiblich;1
2019;3. Quartal;20193;" 80 Jahre";weiblich;25
2022;1. Quartal;20221;" 65 Jahre";weiblich;5
2023;3. Quartal;20233;" 91 Jahre";männlich;15
2019;2. Quartal;20192;" 96 Jahre";weiblich;17
2024;3. Quartal;20243;" 57 Jahre";männlich;7
2021;4. Quartal;20214;" 76 Jahre";weiblich;10
2025;2. Quartal;20252;" 72 Jahre";weiblich;8
2024;4. Quartal;20244;" 39 Jahre";männlich;3
2021;1. Quartal;20211;100 Jahre;männlich;1
2021;3. Quartal;20213;" 77 Jahre";weiblich;13
2019;3. Quartal;20193;" 97 Jahre";weiblich;13
2022;1. Quartal;20221;" 64 Jahre";weiblich;2
2017;1. Quartal;20171;" 83 Jahre";männlich;23
2020;3. Quartal;20203;" 96 Jahre";weiblich;12
2026;1. Quartal;20261;" 36 Jahre";männlich;1
2024;2. Quartal;20242;" 39 Jahre";weiblich;1
2016;3. Quartal;20163;" 51 Jahre";männlich;3
2017;2. Quartal;20172;" 35 Jahre";männlich;1
2018;3. Quartal;20183;" 58 Jahre";weiblich;3
2020;1. Quartal;20201;" 67 Jahre";weiblich;6
2022;2. Quartal;20222;" 86 Jahre";männlich;21
2025;3. Quartal;20253;" 72 Jahre";weiblich;10
2019;4. Quartal;20194;" 73 Jahre";männlich;9
2018;3. Quartal;20183;" 90 Jahre";männlich;20
2025;3. Quartal;20253;" 24 Jahre";männlich;1
2017;2. Quartal;20172;" 28 Jahre";weiblich;2
2022;3. Quartal;20223;" 48 Jahre";weiblich;1
2023;3. Quartal;20233;" 73 Jahre";männlich;14
2020;2. Quartal;20202;" 89 Jahre";männlich;18
2019;2. Quartal;20192;" 62 Jahre";männlich;10
2016;3. Quartal;20163;" 22 Jahre";weiblich;1
2023;1. Quartal;20231;" 80 Jahre";weiblich;22
2016;3. Quartal;20163;"  6 Jahre";männlich;1
2023;2. Quartal;20232;" 74 Jahre";männlich;14
2019;1. Quartal;20191;" 57 Jahre";weiblich;6
2020;3. Quartal;20203;" 62 Jahre";männlich;9
2017;4. Quartal;20174;" 55 Jahre";weiblich;5
2022;2. Quartal;20222;" 78 Jahre";weiblich;12
2025;2. Quartal;20252;" 90 Jahre";weiblich;30
2020;1. Quartal;20201;" 77 Jahre";männlich;22
2016;2. Quartal;20162;" 64 Jahre";weiblich;2
2018;3. Quartal;20183;" 68 Jahre";männlich;13
2024;4. Quartal;20244;" 71 Jahre";männlich;16
2021;1. Quartal;20211;" 54 Jahre";weiblich;1
2021;4. Quartal;20214;" 77 Jahre";männlich;26
2016;1. Quartal;20161;" 84 Jahre";weiblich;19
2025;2. Quartal;20252;" 73 Jahre";männlich;17
2022;4. Quartal;20224;" 93 Jahre";männlich;19
2025;1. Quartal;20251;" 81 Jahre";weiblich;29
2019;1. Quartal;20191;" 54 Jahre";weiblich;4
2023;2. Quartal;20232;" 61 Jahre";männlich;11
2019;4. Quartal;20194;" 79 Jahre";weiblich;21
2019;3. Quartal;20193;" 74 Jahre";männlich;17
2023;2. Quartal;20232;" 49 Jahre";männlich;3
2020;2. Quartal;20202;" 72 Jahre";weiblich;6
2024;2. Quartal;20242;" 68 Jahre";weiblich;7
2019;2. Quartal;20192;" 93 Jahre";männlich;5
2021;3. Quartal;20213;103 Jahre;weiblich;3
2021;3. Quartal;20213;" 49 Jahre";weiblich;1
2017;3. Quartal;20173;" 80 Jahre";weiblich;25
2021;2. Quartal;20212;101 Jahre;männlich;3
2018;1. Quartal;20181;" 79 Jahre";weiblich;17
2016;4. Quartal;20164;" 64 Jahre";weiblich;2
2024;3. Quartal;20243;" 62 Jahre";männlich;9
2021;3. Quartal;20213;" 74 Jahre";männlich;6
2020;3. Quartal;20203;" 73 Jahre";männlich;11
2016;2. Quartal;20162;" 54 Jahre";männlich;6
2022;4. Quartal;20224;" 20 Jahre";männlich;1
2023;3. Quartal;20233;" 57 Jahre";weiblich;2
2020;1. Quartal;20201;" 42 Jahre";männlich;1
2021;4. Quartal;20214;" 22 Jahre";männlich;1
2022;3. Quartal;20223;" 91 Jahre";weiblich;23
2025;1. Quartal;20251;" 54 Jahre";weiblich;1
2022;4. Quartal;20224;102 Jahre;weiblich;2
2024;3. Quartal;20243;" 80 Jahre";männlich;24
2023;2. Quartal;20232;" 98 Jahre";weiblich;14
2025;3. Quartal;20253;" 13 Jahre";weiblich;1
2016;3. Quartal;20163;" 57 Jahre";männlich;8
2019;2. Quartal;20192;" 67 Jahre";weiblich;7
2025;3. Quartal;20253;" 99 Jahre";männlich;1
2023;3. Quartal;20233;" 81 Jahre";weiblich;21
2019;3. Quartal;20193;" 62 Jahre";männlich;7
2024;2. Quartal;20242;" 47 Jahre";männlich;2
2020;4. Quartal;20204;" 88 Jahre";weiblich;37
2021;1. Quartal;20211;" 95 Jahre";weiblich;26
2025;3. Quartal;20253;100 Jahre;männlich;1
2023;3. Quartal;20233;"  0 Jahre";männlich;3
2025;3. Quartal;20253;" 55 Jahre";männlich;3
2019;1. Quartal;20191;" 85 Jahre";männlich;17
2021;1. Quartal;20211;" 75 Jahre";männlich;13
2020;2. Quartal;20202;" 90 Jahre";weiblich;30
2018;1. Quartal;20181;" 71 Jahre";männlich;7
2016;2. Quartal;20162;" 77 Jahre";männlich;18
2017;1. Quartal;20171;"  0 Jahre";weiblich;2
2023;1. Quartal;20231;" 62 Jahre";weiblich;8
2024;4. Quartal;20244;" 78 Jahre";weiblich;10
2020;4. Quartal;20204;" 42 Jahre";weiblich;2
2026;1. Quartal;20261;" 98 Jahre";männlich;5
2026;2. Quartal;20262;" 69 Jahre";weiblich;2
2018;2. Quartal;20182;" 52 Jahre";männlich;3
2026;1. Quartal;20261;" 56 Jahre";weiblich;2
2020;3. Quartal;20203;" 32 Jahre";männlich;2
2024;1. Quartal;20241;" 29 Jahre";männlich;1
2019;3. Quartal;20193;" 33 Jahre";männlich;1
2018;4. Quartal;20184;" 82 Jahre";männlich;30
2025;2. Quartal;20252;" 64 Jahre";weiblich;5
2024;2. Quartal;20242;" 44 Jahre";männlich;4
2016;1. Quartal;20161;"  0 Jahre";männlich;4
2017;4. Quartal;20174;" 41 Jahre";weiblich;1
2016;3. Quartal;20163;" 54 Jahre";männlich;4
2023;3. Quartal;20233;" 98 Jahre";männlich;2
2024;4. Quartal;20244;" 93 Jahre";männlich;12
2023;1. Quartal;20231;" 66 Jahre";männlich;6
2017;3. Quartal;20173;" 62 Jahre";weiblich;1
2023;1. Quartal;20231;" 51 Jahre";männlich;3
2022;4. Quartal;20224;" 62 Jahre";männlich;5
2018;3. Quartal;20183;" 69 Jahre";männlich;7
2024;3. Quartal;20243;" 87 Jahre";weiblich;36
2022;1. Quartal;20221;" 34 Jahre";weiblich;1
2017;2. Quartal;20172;" 92 Jahre";männlich;11
2020;4. Quartal;20204;" 74 Jahre";weiblich;10
2019;1. Quartal;20191;" 81 Jahre";weiblich;15
2025;4. Quartal;20254;104 Jahre;weiblich;1
2026;1. Quartal;20261;" 91 Jahre";männlich;36
2026;1. Quartal;20261;"  7 Jahre";weiblich;1
2017;4. Quartal;20174;" 26 Jahre";männlich;1
2024;3. Quartal;20243;"  7 Jahre";weiblich;1
2016;2. Quartal;20162;" 58 Jahre";weiblich;2
2020;3. Quartal;20203;" 42 Jahre";männlich;1
2023;2. Quartal;20232;" 93 Jahre";weiblich;27
2017;4. Quartal;20174;" 77 Jahre";weiblich;18
2022;1. Quartal;20221;" 68 Jahre";männlich;13
2020;2. Quartal;20202;" 92 Jahre";männlich;12
2023;2. Quartal;20232;" 57 Jahre";weiblich;1
2020;1. Quartal;20201;" 82 Jahre";weiblich;23
2017;3. Quartal;20173;"  6 Jahre";männlich;1
2022;1. Quartal;20221;" 67 Jahre";weiblich;4
2021;4. Quartal;20214;" 93 Jahre";weiblich;38
2021;4. Quartal;20214;" 30 Jahre";männlich;2
2025;4. Quartal;20254;" 76 Jahre";weiblich;5
2019;4. Quartal;20194;" 69 Jahre";männlich;12
2023;1. Quartal;20231;" 65 Jahre";weiblich;3
2024;2. Quartal;20242;" 12 Jahre";weiblich;1
2020;3. Quartal;20203;" 88 Jahre";männlich;20
2024;1. Quartal;20241;" 73 Jahre";männlich;10
2025;3. Quartal;20253;" 89 Jahre";männlich;27
2021;2. Quartal;20212;" 19 Jahre";männlich;1
2020;3. Quartal;20203;" 76 Jahre";weiblich;16
2019;3. Quartal;20193;" 80 Jahre";männlich;26
2026;2. Quartal;20262;" 78 Jahre";weiblich;17
2018;1. Quartal;20181;" 68 Jahre";weiblich;10
2016;4. Quartal;20164;" 67 Jahre";männlich;8
2021;3. Quartal;20213;"  0 Jahre";männlich;2
2025;4. Quartal;20254;"  0 Jahre";weiblich;3
2022;4. Quartal;20224;100 Jahre;männlich;1
2016;1. Quartal;20161;" 96 Jahre";weiblich;16
2022;4. Quartal;20224;" 97 Jahre";männlich;7
2023;4. Quartal;20234;" 57 Jahre";männlich;7
2024;4. Quartal;20244;" 79 Jahre";männlich;10
2020;2. Quartal;20202;" 52 Jahre";männlich;1
2024;2. Quartal;20242;" 60 Jahre";weiblich;5
2016;4. Quartal;20164;"  2 Jahre";männlich;1
2018;2. Quartal;20182;" 40 Jahre";weiblich;2
2019;3. Quartal;20193;" 50 Jahre";männlich;2
2023;1. Quartal;20231;" 64 Jahre";weiblich;5
2018;3. Quartal;20183;" 75 Jahre";weiblich;18
2026;1. Quartal;20261;" 96 Jahre";männlich;12
2020;4. Quartal;20204;" 43 Jahre";weiblich;1
2026;2. Quartal;20262;" 61 Jahre";weiblich;5
2021;1. Quartal;20211;" 77 Jahre";männlich;24
2021;3. Quartal;20213;" 44 Jahre";männlich;1
2017;2. Quartal;20172;101 Jahre;männlich;1
2018;2. Quartal;20182;" 75 Jahre";weiblich;16
2019;1. Quartal;20191;" 62 Jahre";männlich;8
2018;1. Quartal;20181;101 Jahre;männlich;1
2025;2. Quartal;20252;" 76 Jahre";weiblich;11
2022;3. Quartal;20223;" 80 Jahre";weiblich;30
2024;3. Quartal;20243;" 65 Jahre";männlich;10
2016;4. Quartal;20164;" 46 Jahre";männlich;2
2017;4. Quartal;20174;" 38 Jahre";weiblich;1
2020;3. Quartal;20203;" 89 Jahre";weiblich;19
2023;3. Quartal;20233;" 99 Jahre";weiblich;4
2024;4. Quartal;20244;" 59 Jahre";männlich;9
2022;1. Quartal;20221;" 86 Jahre";männlich;31
2023;1. Quartal;20231;" 88 Jahre";männlich;45
2020;1. Quartal;20201;" 80 Jahre";männlich;28
2023;1. Quartal;20231;" 40 Jahre";weiblich;1
2021;3. Quartal;20213;" 98 Jahre";männlich;2
2024;3. Quartal;20243;" 85 Jahre";weiblich;33
2024;4. Quartal;20244;" 83 Jahre";weiblich;28
2019;3. Quartal;20193;" 60 Jahre";weiblich;5
2020;2. Quartal;20202;" 95 Jahre";weiblich;20
2023;2. Quartal;20232;" 37 Jahre";weiblich;1
2024;2. Quartal;20242;" 91 Jahre";männlich;13
2016;1. Quartal;20161;" 87 Jahre";männlich;29
2024;3. Quartal;20243;" 64 Jahre";männlich;12
2019;2. Quartal;20192;" 93 Jahre";weiblich;35
2017;2. Quartal;20172;104 Jahre;männlich;2
2020;1. Quartal;20201;" 87 Jahre";weiblich;26
2017;1. Quartal;20171;" 67 Jahre";weiblich;5
2021;4. Quartal;20214;" 42 Jahre";männlich;1
2023;3. Quartal;20233;102 Jahre;weiblich;1
2016;4. Quartal;20164;" 84 Jahre";männlich;27
2021;3. Quartal;20213;" 49 Jahre";männlich;3
2019;1. Quartal;20191;" 80 Jahre";männlich;23
2021;4. Quartal;20214;" 63 Jahre";männlich;5
2026;2. Quartal;20262;" 55 Jahre";männlich;6
2023;3. Quartal;20233;" 90 Jahre";männlich;22
2025;3. Quartal;20253;" 65 Jahre";weiblich;5
2025;3. Quartal;20253;" 84 Jahre";männlich;35
2023;4. Quartal;20234;" 93 Jahre";männlich;19
2017;2. Quartal;20172;" 90 Jahre";weiblich;24
2020;2. Quartal;20202;" 75 Jahre";männlich;12
2021;3. Quartal;20213;" 53 Jahre";weiblich;2
2022;3. Quartal;20223;" 94 Jahre";männlich;16
2018;3. Quartal;20183;100 Jahre;männlich;1
2025;3. Quartal;20253;" 46 Jahre";männlich;3
2018;2. Quartal;20182;105 Jahre;weiblich;1
2020;4. Quartal;20204;" 66 Jahre";weiblich;4
2017;2. Quartal;20172;" 68 Jahre";männlich;14
2021;1. Quartal;20211;" 58 Jahre";männlich;6
2022;4. Quartal;20224;" 40 Jahre";männlich;3
2023;2. Quartal;20232;" 83 Jahre";männlich;29
2025;3. Quartal;20253;100 Jahre;weiblich;7
2016;2. Quartal;20162;" 30 Jahre";weiblich;1
2019;4. Quartal;20194;" 93 Jahre";männlich;9
2017;4. Quartal;20174;" 56 Jahre";männlich;4
2021;4. Quartal;20214;" 69 Jahre";weiblich;7
2018;1. Quartal;20181;" 58 Jahre";männlich;5
2018;2. Quartal;20182;" 59 Jahre";weiblich;1
2022;3. Quartal;20223;" 62 Jahre";weiblich;4
