Jahr;Stadtbezirk mit zugeordneten Ortschaften;Kraftstoff_Energiequelle;Anzahl
2024;StB 3 Klotzsche/nördliche Ortschaften;Elektro;508
2024;StB 3 Klotzsche/nördliche Ortschaften;Hybrid;1046
2024;StB 3 Klotzsche/nördliche Ortschaften;Plug-In-Hybrid;414
2024;StB 3 Klotzsche/nördliche Ortschaften;sonstige;178
2024;StB 4 Loschwitz/OS Schönfeld-Weißig;Benzin;11066
2024;StB 4 Loschwitz/OS Schönfeld-Weißig;Diesel;6675
2024;StB 4 Loschwitz/OS Schönfeld-Weißig;Elektro;498
2024;StB 4 Loschwitz/OS Schönfeld-Weißig;Hybrid;947
2024;StB 4 Loschwitz/OS Schönfeld-Weißig;Plug-In-Hybrid;271
2024;StB 4 Loschwitz/OS Schönfeld-Weißig;sonstige;153
2024;StB 5 Blasewitz;Benzin;24362
2024;StB 5 Blasewitz;Diesel;9765
2024;StB 5 Blasewitz;Elektro;603
2024;StB 5 Blasewitz;Hybrid;2126
2024;StB 5 Blasewitz;Plug-In-Hybrid;517
2024;StB 5 Blasewitz;sonstige;199
2024;StB 6 Leuben;Benzin;12047
2024;StB 6 Leuben;Diesel;5289
2024;StB 6 Leuben;Elektro;253
2024;StB 6 Leuben;Hybrid;972
2024;StB 6 Leuben;Plug-In-Hybrid;216
2024;StB 6 Leuben;sonstige;105
2024;StB 7 Prohlis;Benzin;16059
2024;StB 7 Prohlis;Diesel;7679
2024;StB 7 Prohlis;Elektro;559
2024;StB 7 Prohlis;Hybrid;1498
2024;StB 7 Prohlis;Plug-In-Hybrid;395
2024;StB 7 Prohlis;sonstige;148
2024;StB 8 Plauen;Benzin;13397
2024;StB 8 Plauen;Diesel;7894
2024;StB 8 Plauen;Elektro;720
2024;StB 8 Plauen;Hybrid;1390
2024;StB 8 Plauen;Plug-In-Hybrid;432
2024;StB 8 Plauen;sonstige;160
2024;StB 9 Cotta/westliche Ortschaften;Benzin;23669
2024;StB 9 Cotta/westliche Ortschaften;Diesel;11150
2024;StB 9 Cotta/westliche Ortschaften;Elektro;660
2024;StB 9 Cotta/westliche Ortschaften;Hybrid;2125
2024;StB 9 Cotta/westliche Ortschaften;Plug-In-Hybrid;494
2024;StB 9 Cotta/westliche Ortschaften;sonstige;273
2024;unbekannt;Benzin;179
2024;unbekannt;Diesel;121
2024;unbekannt;Elektro;10
2024;unbekannt;Hybrid;28
2024;unbekannt;Plug-In-Hybrid;3
2024;unbekannt;sonstige;2
2025;StB 0 Altstadt;Benzin;12297
2025;StB 0 Altstadt;Diesel;8121
2025;StB 0 Altstadt;Elektro;877
2025;StB 0 Altstadt;Hybrid;1996
2025;StB 0 Altstadt;Plug-In-Hybrid;636
2025;StB 0 Altstadt;sonstige;127
2025;StB 1 Neustadt;Benzin;9200
2025;StB 1 Neustadt;Diesel;9399
2025;StB 1 Neustadt;Elektro;644
2025;StB 1 Neustadt;Hybrid;1058
2025;StB 1 Neustadt;Plug-In-Hybrid;431
2025;StB 1 Neustadt;sonstige;178
2025;StB 2 Pieschen;Benzin;13656
2025;StB 2 Pieschen;Diesel;8717
2025;StB 2 Pieschen;Elektro;650
2025;StB 2 Pieschen;Hybrid;1489
2025;StB 2 Pieschen;Plug-In-Hybrid;411
2025;StB 2 Pieschen;sonstige;212
2025;StB 3 Klotzsche/nördliche Ortschaften;Benzin;10103
2025;StB 3 Klotzsche/nördliche Ortschaften;Diesel;7282
2025;StB 3 Klotzsche/nördliche Ortschaften;Elektro;653
2025;StB 3 Klotzsche/nördliche Ortschaften;Hybrid;1239
2025;StB 3 Klotzsche/nördliche Ortschaften;Plug-In-Hybrid;487
2025;StB 3 Klotzsche/nördliche Ortschaften;sonstige;161
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;Benzin;10817
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;Diesel;6503
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;Elektro;641
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;Hybrid;1163
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;Plug-In-Hybrid;319
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;sonstige;134
2025;StB 5 Blasewitz;Benzin;23609
2025;StB 5 Blasewitz;Diesel;9536
2025;StB 5 Blasewitz;Elektro;763
2025;StB 5 Blasewitz;Hybrid;2651
2025;StB 5 Blasewitz;Plug-In-Hybrid;591
2025;StB 5 Blasewitz;sonstige;195
2025;StB 6 Leuben;Benzin;11764
2025;StB 6 Leuben;Diesel;5256
2025;StB 6 Leuben;Elektro;333
2025;StB 6 Leuben;Hybrid;1200
2025;StB 6 Leuben;Plug-In-Hybrid;272
2025;StB 6 Leuben;sonstige;114
2025;StB 7 Prohlis;Benzin;15710
2025;StB 7 Prohlis;Diesel;7514
2025;StB 7 Prohlis;Elektro;626
2025;StB 7 Prohlis;Hybrid;1898
2025;StB 7 Prohlis;Plug-In-Hybrid;432
2025;StB 7 Prohlis;sonstige;139
2025;StB 8 Plauen;Benzin;12971
2025;StB 8 Plauen;Diesel;7764
2025;StB 8 Plauen;Elektro;887
2025;StB 8 Plauen;Hybrid;1682
2025;StB 8 Plauen;Plug-In-Hybrid;542
2025;StB 8 Plauen;sonstige;161
2025;StB 9 Cotta/westliche Ortschaften;Benzin;23264
2025;StB 9 Cotta/westliche Ortschaften;Diesel;10882
2025;StB 9 Cotta/westliche Ortschaften;Elektro;902
2025;StB 9 Cotta/westliche Ortschaften;Hybrid;2540
2025;StB 9 Cotta/westliche Ortschaften;Plug-In-Hybrid;583
2025;StB 9 Cotta/westliche Ortschaften;sonstige;262
2025;unbekannt;Benzin;189
2025;unbekannt;Diesel;122
2025;unbekannt;Elektro;12
2025;unbekannt;Hybrid;41
2025;unbekannt;Plug-In-Hybrid;3
2025;unbekannt;sonstige;2
