Jahr;Quartal;Monat;Hauptgruppen (WZ 08);Anzahl Betriebe;Tätige Personen (absolut);"Tätige Personen (Anteil an Gesamtbeschäftigten; in Prozent)";Geleistete Arbeitsstunden (gesamt in 1000h);Geleistete Arbeitsstunden je tätiger Person;Brutto-Entgelte (in 1000 EUR);Brutto-Entgelte je tätiger Person;Gesamtumsatz (in 1000 EUR);"Umsatzanteil Ausland am Gesamtumsatz (absolut; in 1000 EUR)";"Umsatzanteil Eurozone am Gesamtumsatz (absolut; in 1000 EUR)";Gesamtumsatz je tätiger Person;"Umsatzanteil (Anteil an Gesamtsumme des Verarb. Gewerbes; in Prozent)";Umsatz aus eigenen Erzeugnissen gesamt (in 1000 EUR);Umsatz aus eigenen Erzeugnissen Ausland (in 1000 EUR);Umsatz aus eigenen Erzeugnissen je tätiger Person
2021;2. Quartal;05;B Investitionsgüter;60;10633;40,5;1218;115;46524;4375;116593;48358;22101;10965;24,1;109512;46197;10299
2021;2. Quartal;05;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;2. Quartal;05;VG Verbrauchsgüter;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;2. Quartal;05;Verarbeitendes Gewerbe gesamt;124;26258;100;3240;123;110697;4216;483824;271321;82845;18426;100;460594;266926;17541
2021;2. Quartal;06;A+EN Vorleistungsgüter und Energie;38;11068;42;1578;143;50785;4588;271470;172323;27039;24527;50,9;262704;170243;23735
2021;2. Quartal;06;B Investitionsgüter;60;10624;40,3;1423;134;46363;4364;160827;69112;29722;15138;30,2;146714;66807;13810
2021;2. Quartal;06;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;2. Quartal;06;VG Verbrauchsgüter;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;2. Quartal;06;Verarbeitendes Gewerbe gesamt;124;26330;100;3605;137;115375;4382;533129;289467;93644;20248;100;503273;284757;19114
2021;3. Quartal;07;A+EN Vorleistungsgüter und Energie;38;11066;42,1;1526;138;45975;4155;236594;146822;25457;21380;45,6;226197;144009;20441
2021;3. Quartal;07;B Investitionsgüter;60;10640;40,5;1343;126;41715;3921;187837;88006;22213;17654;36,2;170829;85386;16055
2021;3. Quartal;07;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;3. Quartal;07;VG Verbrauchsgüter;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;3. Quartal;07;Verarbeitendes Gewerbe gesamt;124;26300;100;3459;132;103219;3925;518913;279033;82457;19731;100;485463;273162;18459
2021;3. Quartal;08;A+EN Vorleistungsgüter und Energie;38;11088;42;1423;128;44438;4008;253638;148214;16853;22875;52,8;244582;146212;22058
2021;3. Quartal;08;B Investitionsgüter;60;10646;40,3;1229;115;40263;3782;128815;60531;20111;12100;26,8;118629;57573;11143
2021;3. Quartal;08;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;3. Quartal;08;VG Verbrauchsgüter;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;3. Quartal;08;Verarbeitendes Gewerbe gesamt;124;26405;100;3227;122;100480;3805;480379;252997;72963;18193;100;456007;247769;17270
2021;3. Quartal;09;A+EN Vorleistungsgüter und Energie;38;11179;41,9;1517;136;44719;4000;292030;165646;36719;26123;50,1;271772;152691;24311
2021;3. Quartal;09;B Investitionsgüter;60;10731;40,2;1377;128;40029;3730;179336;91864;24810;16712;30,8;166986;88352;15561
2021;3. Quartal;09;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;3. Quartal;09;VG Verbrauchsgüter;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;3. Quartal;09;Verarbeitendes Gewerbe gesamt;124;26672;100;3483;131;100555;3770;583100;308031;100847;21862;100;544458;291072;20413
2021;4. Quartal;10;A+EN Vorleistungsgüter und Energie;38;11306;42,1;1502;133;45888;4059;253258;157538;28301;22400;49,6;242832;155499;21478
2021;4. Quartal;10;B Investitionsgüter;60;10799;40,3;1334;124;41185;3814;153898;70528;21643;14251;30,1;141868;67636;13137
2021;4. Quartal;10;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;4. Quartal;10;VG Verbrauchsgüter;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;4. Quartal;10;Verarbeitendes Gewerbe gesamt;124;26826;100;3418;127;103379;3854;510621;271138;83883;19035;100;481985;265930;17967
2021;4. Quartal;11;A+EN Vorleistungsgüter und Energie;38;11337;42,2;1561;138;56986;5027;278864;166690;24742;24598;49;267040;162405;23555
2021;4. Quartal;11;B Investitionsgüter;60;10814;40,2;1402;130;52892;4891;180917;81418;18804;16730;31,8;171652;78521;15873
2021;4. Quartal;11;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;4. Quartal;11;VG Verbrauchsgüter;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;4. Quartal;11;Verarbeitendes Gewerbe gesamt;124;26868;100;3562;133;134265;4997;569200;294860;82540;21185;100;541761;287292;20164
2021;4. Quartal;12;A+EN Vorleistungsgüter und Energie;38;11375;42,5;1436;126;58047;5103;326223;198438;28096;28679;51,6;309843;188050;27239
2021;4. Quartal;12;B Investitionsgüter;60;10722;40;1182;110;42563;3970;218812;116942;32063;20408;34,6;205291;113649;19147
2021;4. Quartal;12;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;4. Quartal;12;VG Verbrauchsgüter;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;4. Quartal;12;Verarbeitendes Gewerbe gesamt;124;26784;100;3159;118;117133;4373;632689;346178;82777;23622;100;596901;331994;22286
2022;1. Quartal;01;A+EN Vorleistungsgüter und Energie;38;11422;42,7;1643;144;60285;5278;297860;186332;23659;26078;55,9;287509;183092;25172
2022;1. Quartal;01;B Investitionsgüter;59;10746;40,1;1351;126;38237;3558;160950;79120;43898;14978;30,2;151042;76296;14056
2022;1. Quartal;01;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;1. Quartal;01;VG Verbrauchsgüter;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;1. Quartal;01;Verarbeitendes Gewerbe gesamt;122;26769;100;3596;134;114194;4266;533115;295446;88116;19915;100;501667;288878;18741
2022;1. Quartal;02;A+EN Vorleistungsgüter und Energie;38;11490;42,9;1555;135;47252;4112;296744;176340;25702;25826;57,6;283444;170455;24669
2022;1. Quartal;02;B Investitionsgüter;59;10771;40,3;1317;122;42423;3939;135413;55421;17840;12572;26,3;127879;52511;11873
2022;1. Quartal;02;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;1. Quartal;02;VG Verbrauchsgüter;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;1. Quartal;02;Verarbeitendes Gewerbe gesamt;122;26756;100;3412;128;106996;3999;515235;265050;65792;19257;100;482826;255985;18046
2022;1. Quartal;03;A+EN Vorleistungsgüter und Energie;38;11512;42,9;1733;151;65109;5656;329374;196475;36214;28611;52;310137;187262;26940
2022;1. Quartal;03;B Investitionsgüter;60;10879;40,5;1508;139;42877;3941;202266;61425;20864;18592;31,9;190148;58334;17478
2022;1. Quartal;03;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;1. Quartal;03;VG Verbrauchsgüter;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;1. Quartal;03;Verarbeitendes Gewerbe gesamt;122;26840;100;3855;144;128002;4769;633321;296350;83643;23596;100;585732;283180;21823
2022;2. Quartal;04;A+EN Vorleistungsgüter und Energie;38;11540;42,9;1562;135;51865;4494;314042;183233;26863;27213;54,8;293792;175910;25459
2022;2. Quartal;04;B Investitionsgüter;59;10889;40,5;1290;118;46326;4254;176688;93269;52723;16226;30,8;168461;90665;15471
2022;2. Quartal;04;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;2. Quartal;04;VG Verbrauchsgüter;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;2. Quartal;04;Verarbeitendes Gewerbe gesamt;121;26887;100;3374;125;115392;4292;572868;305883;99030;21307;100;532385;295537;19801
2022;2. Quartal;05;A+EN Vorleistungsgüter und Energie;38;11594;43;1633;141;54791;4726;340619;212274;28068;29379;56,4;315849;205053;27242
2022;2. Quartal;05;B Investitionsgüter;59;10877;40,4;1397;128;52333;4811;165678;79545;42638;15232;27,4;156670;75663;14404
2022;2. Quartal;05;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;2. Quartal;05;VG Verbrauchsgüter;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;2. Quartal;05;Verarbeitendes Gewerbe gesamt;121;26932;100;3594;133;125305;4653;604126;326235;95722;22432;100;554078;314247;20573
2022;2. Quartal;06;A+EN Vorleistungsgüter und Energie;38;11629;43;1607;138;57741;4965;369853;215853;38914;31804;54,2;342391;203394;29443
2022;2. Quartal;06;B Investitionsgüter;59;10921;40,4;1378;126;46700;4276;218860;97735;31837;20040;32,1;205515;92790;18818
2022;2. Quartal;06;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;2. Quartal;06;VG Verbrauchsgüter;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;2. Quartal;06;Verarbeitendes Gewerbe gesamt;121;27019;100;3544;131;124581;4611;682765;345957;94391;25270;100;626817;328009;23199
2022;3. Quartal;07;A+EN Vorleistungsgüter und Energie;37;11641;43;1533;132;52311;4494;371767;232389;36991;31936;58,9;348877;223696;29970
2022;3. Quartal;07;B Investitionsgüter;59;10958;40,5;1289;118;45833;4183;170982;79480;29331;15603;27,1;161909;77206;14775
2022;3. Quartal;07;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;3. Quartal;07;VG Verbrauchsgüter;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;3. Quartal;07;Verarbeitendes Gewerbe gesamt;120;27060;100;3343;124;113910;4210;631467;343803;87872;23336;100;587716;332527;21719
2022;3. Quartal;08;A+EN Vorleistungsgüter und Energie;37;11776;43,2;1564;133;54592;4636;410018;247707;40234;34818;52;383420;240129;32559
2022;3. Quartal;08;B Investitionsgüter;59;10992;40,4;1337;122;43021;3914;281809;115211;63011;25638;35,7;272595;111106;24799
2022;3. Quartal;08;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;3. Quartal;08;VG Verbrauchsgüter;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;3. Quartal;08;Verarbeitendes Gewerbe gesamt;120;27234;100;3446;127;113268;4159;788959;400818;126858;28970;100;740759;388677;27200
2022;3. Quartal;09;A+EN Vorleistungsgüter und Energie;36;11918;43,3;1616;136;55736;4677;490727;324212;50987;41175;54;460813;314847;38665
2022;3. Quartal;09;B Investitionsgüter;59;11096;40,3;1423;128;43350;3907;319179;129650;27658;28765;35,1;304248;124525;27420
2022;3. Quartal;09;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;3. Quartal;09;VG Verbrauchsgüter;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;3. Quartal;09;Verarbeitendes Gewerbe gesamt;119;27514;100;3596;131;116554;4236;908312;491022;103811;33013;100;849511;475680;30876
2022;4. Quartal;10;A+EN Vorleistungsgüter und Energie;36;12032;43,4;1526;127;52394;4355;333472;193288;31850;27715;56,1;303499;181693;25224
2022;4. Quartal;10;B Investitionsgüter;59;11143;40,2;1279;115;44625;4005;152627;69525;25901;13697;25,7;143775;66073;12903
2022;4. Quartal;10;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;4. Quartal;10;VG Verbrauchsgüter;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;4. Quartal;10;Verarbeitendes Gewerbe gesamt;119;27703;100;3299;119;113705;4104;594444;301905;85223;21458;100;541277;285285;19539
2022;4. Quartal;11;A+EN Vorleistungsgüter und Energie;36;12087;43,5;1690;140;64214;5313;390789;227552;33295;32331;54,4;364224;221898;30134
2022;4. Quartal;11;B Investitionsgüter;59;11186;40,2;1446;129;56353;5038;215394;96883;35836;19256;30;205042;93957;18330
2022;4. Quartal;11;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;4. Quartal;11;VG Verbrauchsgüter;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;4. Quartal;11;Verarbeitendes Gewerbe gesamt;119;27801;100;3689;133;147268;5297;718889;364138;93485;25858;100;667099;354331;23996
2022;4. Quartal;12;A+EN Vorleistungsgüter und Energie;36;12131;43,6;1526;126;66778;5505;326821;173540;35983;26941;41,2;305179;166940;25157
2022;4. Quartal;12;B Investitionsgüter;59;11207;40,3;1141;102;47859;4270;362471;222269;56642;32343;45,7;350287;216744;31256
2022;4. Quartal;12;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;4. Quartal;12;VG Verbrauchsgüter;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;4. Quartal;12;Verarbeitendes Gewerbe gesamt;119;27806;100;3161;114;135502;4873;793169;444419;125115;28525;100;748162;431538;26906
2023;1. Quartal;01;A+EN Vorleistungsgüter und Energie;34;11706;42,9;1698;145;65814;5622;359059;208705;35109;30673;57,4;339318;202951;28987
2023;1. Quartal;01;B Investitionsgüter;58;11557;42,4;1593;138;52921;4579;175446;82396;28953;15181;28,1;166629;79083;14418
2023;1. Quartal;01;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;01;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;01;Verarbeitendes Gewerbe gesamt;115;27274;100;3831;140;134220;4921;625446;332869;88530;22932;100;583218;323074;21384
2023;1. Quartal;02;A+EN Vorleistungsgüter und Energie;34;11733;42,9;1572;134;51382;4379;305632;154503;33943;26049;53,9;287521;150962;24505
2023;1. Quartal;02;B Investitionsgüter;58;11626;42,5;1450;125;49890;4291;173125;98739;44600;14891;30,6;164111;94674;14116
2023;1. Quartal;02;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;02;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;02;Verarbeitendes Gewerbe gesamt;115;27372;100;3515;128;117385;4289;566687;292318;102422;20703;100;527014;283947;19254
2023;1. Quartal;03;A+EN Vorleistungsgüter und Energie;34;11828;42,9;1749;148;67970;5747;392637;214909;41035;33196;54,5;367610;210075;31080
2023;1. Quartal;03;B Investitionsgüter;58;11713;42,5;1683;144;47742;4076;221248;122799;47236;18889;30,7;206582;114442;17637
2023;1. Quartal;03;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;03;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;1. Quartal;03;Verarbeitendes Gewerbe gesamt;115;27555;100;3989;145;136909;4969;721096;385439;117305;26169;100;665826;371020;24164
2023;2. Quartal;04;A+EN Vorleistungsgüter und Energie;34;11835;42,8;1511;128;63746;5386;355472;204650;20804;30036;56,1;334267;200701;28244
2023;2. Quartal;04;B Investitionsgüter;58;11831;42,7;1354;114;54116;4574;191074;101711;54338;16150;30,1;180859;98202;15287
2023;2. Quartal;04;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;04;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;04;Verarbeitendes Gewerbe gesamt;115;27684;100;3321;120;134323;4852;633901;342967;99739;22898;100;589932;335152;21309
2023;2. Quartal;05;A+EN Vorleistungsgüter und Energie;34;11836;42,6;1608;136;56962;4813;333980;184225;26676;28217;55,6;312129;179152;26371
2023;2. Quartal;05;B Investitionsgüter;58;11933;42,9;1481;124;57801;4844;185795;87126;28048;15570;30,9;175542;82986;14711
2023;2. Quartal;05;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;05;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;05;Verarbeitendes Gewerbe gesamt;115;27794;100;3585;129;130754;4704;601081;309542;79404;21626;100;552476;299221;19878
2023;2. Quartal;06;A+EN Vorleistungsgüter und Energie;34;11804;42,4;1644;139;61048;5172;419215;248563;43694;35515;56,7;398527;245242;33762
2023;2. Quartal;06;B Investitionsgüter;58;11983;43,1;1607;134;53459;4461;241540;142942;41645;20157;32,7;230152;138928;19207
2023;2. Quartal;06;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;06;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;2. Quartal;06;Verarbeitendes Gewerbe gesamt;115;27823;100;3775;136;131441;4724;738794;428841;109356;26553;100;692693;420886;24896
2023;3. Quartal;07;A+EN Vorleistungsgüter und Energie;34;11789;42,4;1532;130;54934;4660;359001;200241;20315;30452;60,9;341403;196851;28959
2023;3. Quartal;07;B Investitionsgüter;58;11981;43,1;1426;119;51375;4288;158846;89755;37169;13258;27;146007;82847;12187
2023;3. Quartal;07;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;07;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;07;Verarbeitendes Gewerbe gesamt;115;27800;100;3431;123;121572;4373;589188;323855;81309;21194;100;546788;312960;19669
2023;3. Quartal;08;A+EN Vorleistungsgüter und Energie;34;11784;42,1;1613;137;55072;4673;392162;213675;28159;33279;57,2;376421;211012;31943
2023;3. Quartal;08;B Investitionsgüter;58;12116;43,3;1580;130;51242;4229;208257;97937;59580;17189;30,4;198951;95357;16421
2023;3. Quartal;08;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;08;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;08;Verarbeitendes Gewerbe gesamt;115;27969;100;3695;132;121550;4346;685268;353440;115359;24501;100;649248;347706;23213
2023;3. Quartal;09;A+EN Vorleistungsgüter und Energie;34;11922;42,3;1619;136;55409;4648;407713;238628;37882;34198;56,9;391470;234945;32836
2023;3. Quartal;09;B Investitionsgüter;58;12188;43,3;1556;128;50708;4160;221725;103988;39052;18192;31;211632;99916;17364
2023;3. Quartal;09;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;09;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;3. Quartal;09;Verarbeitendes Gewerbe gesamt;115;28179;100;3672;130;121305;4305;716147;382854;103656;25414;100;675946;374494;23988
2023;4. Quartal;10;A+EN Vorleistungsgüter und Energie;34;11931;42,1;1550;130;52893;4433;374988;221290;19524;31430;54,3;360615;217656;30225
2023;4. Quartal;10;B Investitionsgüter;58;12286;43,4;1462;119;52380;4263;223489;140771;63075;18191;32,4;214522;138767;17461
2023;4. Quartal;10;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;10;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;10;Verarbeitendes Gewerbe gesamt;115;28307;100;3485;123;121306;4285;690418;400053;108770;24390;100;651384;393520;23011
2023;4. Quartal;11;A+EN Vorleistungsgüter und Energie;34;11984;42,2;1628;136;69973;5839;375526;191538;32440;31336;54,9;362426;190506;30242
2023;4. Quartal;11;B Investitionsgüter;58;12313;43,4;1637;133;66412;5394;217090;103523;33585;17631;31,7;204624;101238;16619
2023;4. Quartal;11;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;11;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;11;Verarbeitendes Gewerbe gesamt;115;28396;100;3787;133;160437;5650;684197;333788;91779;24095;100;643563;329328;22664
2023;4. Quartal;12;A+EN Vorleistungsgüter und Energie;34;11866;42,1;1449;122;66647;5617;413718;205375;40674;34866;37,8;402769;202306;33943
2023;4. Quartal;12;B Investitionsgüter;58;12308;43,6;1301;106;56588;4598;589631;421982;72798;47906;53,8;577019;415280;46882
2023;4. Quartal;12;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;12;VG Verbrauchsgüter;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023;4. Quartal;12;Verarbeitendes Gewerbe gesamt;115;28210;100;3170;112;139799;4956;1095851;672508;142051;38846;100;1058667;662210;37528
2024;1. Quartal;01;A+EN Vorleistungsgüter und Energie;35;11981;42,3;1741;145;72189;6025;352545;190544;36107;29425;54,7;344503;188989;28754
2024;1. Quartal;01;B Investitionsgüter;58;12317;43,5;1804;146;54108;4393;213829;115860;67667;17360;33,2;191514;113675;15549
2024;1. Quartal;01;GG Gebrauchsgüter;3;433;1,5;60;139;1595;3684;6132;3552;574;14162;1;5974;3464;13797
2024;1. Quartal;01;VG Verbrauchsgüter;18;3582;12,7;473;132;15732;4392;71747;35781;25295;20030;11,1;57952;35529;16179
2024;1. Quartal;01;Verarbeitendes Gewerbe gesamt;114;28313;100;4078;144;143623;5073;644253;345737;129642;22755;100;599943;341656;21190
2024;1. Quartal;02;A+EN Vorleistungsgüter und Energie;35;11924;42,1;1655;139;57111;4790;322176;180210;29980;27019;56,8;313286;178279;26274
2024;1. Quartal;02;B Investitionsgüter;58;12388;43,8;1748;141;53697;4335;173905;97978;41611;14038;30,7;164344;93541;13266
2024;1. Quartal;02;GG Gebrauchsgüter;3;431;1,5;56;130;1599;3710;6177;3522;1379;14332;1,1;5852;3337;13578
2024;1. Quartal;02;VG Verbrauchsgüter;18;3571;12,6;442;124;14693;4115;64555;32439;23574;18078;11,4;54369;32131;15225
2024;1. Quartal;02;Verarbeitendes Gewerbe gesamt;114;28314;100;3901;138;127101;4489;566814;314148;96544;20019;100;537852;307288;18996
2024;1. Quartal;03;A+EN Vorleistungsgüter und Energie;35;11849;41,9;1664;140;66346;5599;357548;196402;36570;30175;54,7;346499;193708;29243
2024;1. Quartal;03;B Investitionsgüter;58;12416;43,9;1726;139;55157;4442;219959;121063;55611;17716;33,7;211271;118277;17016
2024;1. Quartal;03;GG Gebrauchsgüter;3;434;1,5;54;124;2336;5382;6289;3889;1215;14491;1;6034;3839;13903
2024;1. Quartal;03;VG Verbrauchsgüter;18;3570;12,6;444;124;20176;5652;69304;32986;24909;19413;10,6;57157;32681;16010
2024;1. Quartal;03;Verarbeitendes Gewerbe gesamt;114;28269;100;3888;138;144016;5094;653099;354340;118305;23103;100;620961;348504;21966
2024;2. Quartal;04;A+EN Vorleistungsgüter und Energie;35;11909;42,1;1674;141;59603;5005;358949;198757;21009;30141;54;348428;196274;29258
2024;2. Quartal;04;B Investitionsgüter;58;12472;44,1;1772;142;59314;4756;229217;136823;40771;18379;34,5;219266;133249;17581
2024;2. Quartal;04;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;2. Quartal;04;VG Verbrauchsgüter;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;2. Quartal;04;Verarbeitendes Gewerbe gesamt;113;28291;100;3948;140;135402;4786;664184;371741;86298;23477;100;629254;365277;22242
2024;2. Quartal;05;A+EN Vorleistungsgüter und Energie;35;11973;42,1;1610;134;60178;5026;332831;182547;24439;27798;50,2;320805;179819;26794
2024;2. Quartal;05;B Investitionsgüter;58;12486;43,9;1683;135;65334;5233;255415;161785;65330;20456;38,5;248066;159835;19868
2024;2. Quartal;05;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;2. Quartal;05;VG Verbrauchsgüter;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;2. Quartal;05;Verarbeitendes Gewerbe gesamt;113;28435;100;3778;133;141919;4991;663189;378788;113722;23323;100;630758;373747;22182
2024;2. Quartal;06;A+EN Vorleistungsgüter und Energie;35;11881;41,9;1558;131;66322;5582;431456;244021;62020;36315;56,5;422742;243051;35581
2024;2. Quartal;06;B Investitionsgüter;58;12512;44,1;1701;136;57686;4610;262135;158668;52623;20951;34,3;252864;156316;20210
2024;2. Quartal;06;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;2. Quartal;06;VG Verbrauchsgüter;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;2. Quartal;06;Verarbeitendes Gewerbe gesamt;113;28387;100;3736;132;141644;4990;763267;437644;138500;26888;100;733747;434056;25848
2024;3. Quartal;07;A+EN Vorleistungsgüter und Energie;35;11860;41,8;1606;135;57760;4870;255939;161661;14893;21580;44,3;240350;157068;20266
2024;3. Quartal;07;B Investitionsgüter;58;12534;44,2;1714;137;58245;4647;246216;156425;73936;19644;42,6;238060;154612;18993
2024;3. Quartal;07;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;3. Quartal;07;VG Verbrauchsgüter;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;3. Quartal;07;Verarbeitendes Gewerbe gesamt;113;28385;100;3825;135;131756;4642;578325;353729;112739;20374;100;540337;346999;19036
2024;3. Quartal;08;A+EN Vorleistungsgüter und Energie;35;11832;41,6;1646;139;58589;4952;339623;181220;16908;28704;52,1;325327;176444;27496
2024;3. Quartal;08;B Investitionsgüter;58;12595;44,3;1798;143;54760;4348;236483;140675;57243;18776;36,3;225855;136633;17932
2024;3. Quartal;08;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;3. Quartal;08;VG Verbrauchsgüter;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;3. Quartal;08;Verarbeitendes Gewerbe gesamt;113;28413;100;3946;139;128785;4533;652190;356229;96579;22954;100;614827;346894;21639
2024;3. Quartal;09;A+EN Vorleistungsgüter und Energie;35;11927;41,8;1638;137;54982;4610;338478;184755;47834;28379;44,7;327386;181837;27449
2024;3. Quartal;09;B Investitionsgüter;58;12629;44,3;1742;138;53989;4275;325689;217899;56879;25789;43;316459;214404;25058
2024;3. Quartal;09;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;3. Quartal;09;VG Verbrauchsgüter;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;3. Quartal;09;Verarbeitendes Gewerbe gesamt;113;28528;100;3868;136;124504;4364;757385;442627;131755;26549;100;717590;434631;25154
2024;4. Quartal;10;A+EN Vorleistungsgüter und Energie;35;11937;41,9;1603;134;54096;4532;321960;204502;15782;26972;51;309940;200878;25965
2024;4. Quartal;10;B Investitionsgüter;58;12585;44,2;1680;133;55589;4417;224666;132184;51834;17852;35,6;215947;128559;17159
2024;4. Quartal;10;GG Gebrauchsgüter;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;4. Quartal;10;VG Verbrauchsgüter;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
